OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFac,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURR,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length
518,0089_363.3,1,1.0946,1.0117,1.0095,1.0106,5032,12258.5,12983.4,15211.9,15747.8,17104.3,19104.8,11199,11861,13897,14387,15626,17454,16000,17000,19000,19500,20500,22500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none, little growth in 2032 due to bangerter expansion",,0,,0,0,0,0,0,0,0,0,Salt Lake,1069.01150417252
519,0089_363.8,1,1.0946,1.0117,1.0095,1.0106,7516,24705.8,26767.3,28489.7,32236.4,35593.3,37672.3,22571,24454,26027,29450,32517,34416,30000,32000,33500,37000,40000,42000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1068.57777382234
520,0089_364.3,1,1.0946,1.0117,1.0095,1.0106,10023,21962.4,22768.7,25790.2,29034.5,31265.5,32653.9,20064,20801,23561,26525,28563,29832,30000,31000,33500,36500,38500,40000,35,WFRC,WFRC,0.0,0,0,0,0,500,500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1063.44373978302
521,0089_364.8,1,1.0946,1.0117,1.0095,1.0106,8689,28744.5,34765.8,37640.0,38012.1,42132.8,42920.6,26260,31761,34387,34727,38492,39211,35000,40500,43000,43500,47000,48000,35,WFRC,WFRC,0.0,0,-500,0,0,0,0,0,0,0,0,0,0,0,"smoothing, no growth in 2032 due to bangerter expansion",,0,,0,0,0,0,0,0,0,0,Salt Lake,1588.09123570693
522,0089_365.5,1,1.0946,1.0117,1.0095,1.0106,7892,29616.2,33944.8,36555.4,36639.6,40239.2,41043.0,27057,31011,33396,33473,36762,37496,35000,39000,41500,41500,44500,45500,35,WFRC,WFRC,0.0,0,0,0,500,0,0,0,0,0,0,0,0,0,"smoothing, no growth in 2032 due to bangerter expansion",,0,,0,0,0,0,0,0,0,0,Salt Lake,1593.99408118727
523,0089_366.3,1,1.0946,1.0117,1.0095,1.0106,-1482,28601.4,31755.7,35846.6,37151.9,38453.2,34350.3,26130,29011,32749,33941,35130,31382,24500,27500,31500,32500,33500,30000,35,WFRC,WFRC,0.0,0,0,0,-500,500,4000,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1103.14421524057
524,0089_366.8,1,1.0946,1.0117,1.0095,1.0106,-5750,33525.5,29399.1,33688.1,33634.8,36030.5,37705.0,30628,26858,30777,30728,32917,34446,25000,21000,25000,25000,27000,28500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,"none, dip in 2023 due to increased lanes on I-15",,0,,0,1,0,0,0,0,0,0,Salt Lake,844.705620051781
525,0089_367.2,1,1.0946,1.0117,1.0095,1.0106,-3256,31371.9,27181.6,30652.8,30325.2,34663.1,35860.8,28661,24832,28004,27704,31667,32762,25500,21500,24500,24500,28500,29500,35,WFRC,WFRC,0.0,0,0,0,0,-1500,-500,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15",,0,,0,1,0,0,0,0,0,0,Salt Lake,1755.90395620403
526,0089_368.0,1,1.0946,1.0117,1.0095,1.0106,-9949,38193.1,33160.9,37141.3,36768.3,39744.6,41152.0,34892,30295,33931,33591,36310,37595,25000,20500,24000,23500,26500,27500,35,WFRC,WFRC,0.0,0,500,0,500,-500,0,1,1,1,1,1,1,1,"smoothing, dip in 2023 due to increased lanes on I-15",,0,,0,1,0,0,0,0,0,0,Salt Lake,751.778466610911
527,0089_368.4,1,1.0946,1.0117,1.0095,1.0106,-4616,42736.8,35223.7,38615.0,38543.1,41409.9,43220.3,39043,32180,35278,35212,37831,39485,34500,27500,30500,30500,33000,35000,35,WFRC,WFRC,0.0,0,1000,500,500,0,0,1,1,1,1,1,1,1,"smoothing, dip in 2023 due to increased lanes on I-15",,0,,0,1,0,0,0,0,0,0,Salt Lake,1447.67943244824
528,0089_369.0,1,1.0946,1.0117,1.0095,1.0106,-3469,37853.0,32657.6,36772.3,36302.6,38982.8,41532.0,34582,29835,33594,33165,35614,37943,31000,26500,30000,29500,32000,34500,35,WFRC,WFRC,0.0,0,0,0,500,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15",,0,,0,1,0,0,0,0,0,0,Salt Lake,1637.34123490852
529,0089_369.8,1,1.0946,1.0117,1.0095,1.0106,7193,34060.0,34361.0,36756.2,38828.9,40973.1,43599.8,31116,31391,33580,35473,37432,39832,38500,38500,41000,42500,44500,47000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,192.003292488949
530,0089_369.9,1,1.0946,1.0117,1.0095,1.0106,10736,30181.9,30520.7,32934.5,34700.8,36428.7,38858.1,27573,27883,30088,31702,33280,35500,38500,38500,41000,42500,44000,46000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1416.41705609021
531,0089_370.6,1,1.0946,1.0117,1.0095,1.0106,15557,24839.3,24939.3,26899.6,28411.4,30387.8,32598.2,22693,22784,24575,25956,27762,29781,38000,38500,40000,41500,43500,45500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,942.961975348118
532,0089_371.0,1,1.0946,1.0117,1.0095,1.0106,18133,22020.3,22076.1,24371.7,26026.8,27904.5,30600.4,20117,20168,22265,23777,25493,27956,38000,38500,40500,42000,43500,46000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,986.638235221006
533,0089_371.5,1,1.0946,1.0117,1.0095,1.0106,11070,22877.3,22889.2,24752.9,25853.4,27303.3,29314.9,20900,20911,22614,23619,24944,26781,32000,32000,33500,34500,36000,38000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1217.39660718524
534,0089_372.0,1,1.0946,1.0117,1.0095,1.0106,2113,42460.9,42254.4,44723.3,46584.7,48513.7,51067.6,38791,38603,40858,42559,44321,46654,41000,40500,43000,44500,46500,49000,35,WFRC,WFRC,0.0,0,500,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,380.014275948727
535,0089_372.2,1,1.0946,1.0117,1.0095,1.0106,1290,38684.3,38965.6,41176.3,42731.7,44622.7,46482.4,35341,35598,37618,39039,40766,42465,36500,37000,39000,40500,42000,44000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,728.973847835184
536,0089_372.6,1,1.0946,1.0117,1.0095,1.0106,6226,33281.7,33584.2,35862.4,37514.6,39852.4,41771.3,30405,30682,32763,34272,36408,38161,36500,37000,39000,40500,42500,44500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,355.529035112531
537,0089_372.7,1,1.0946,1.0117,1.0095,1.0106,6673,29559.8,30164.5,31965.0,33141.5,35059.6,37156.8,27005,27558,29202,30277,32030,33946,33500,34000,36000,37000,38500,40500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1861.05676331152
538,0089_373.6,1,1.0946,1.0117,1.0095,1.0106,712,33226.1,34172.6,36126.8,37302.0,38928.4,39940.8,30355,31219,33005,34078,35564,36489,31000,32000,33500,35000,36500,37000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1881.06822843346
539,0089_374.5,1,1.0946,1.0117,1.0095,1.0106,1272,29977.0,30949.5,33420.7,38124.8,39760.8,40755.6,27386,28275,30532,34830,36325,37233,28500,29500,32000,36000,37500,38500,35,WFRC,WFRC,0.0,0,0,0,-3000,-2000,-1000,0,0,0,0,0,0,0,"smoothing, increase due to unnecessary area change nearby",,0,,0,0,0,0,0,0,0,0,Salt Lake,1887.90871200696
540,0089_375.3,1,1.0946,1.0117,1.0095,1.0106,6160,35036.8,35987.9,39864.8,42956.2,45012.1,46145.6,32009,32878,36420,39244,41122,42158,38000,39000,42500,45500,47500,48500,35,WFRC,WFRC,0.0,0,0,-1000,-2000,-500,0,0,0,0,0,0,0,0,"smoothing, unnecessary growth due to area change nearby",,0,,0,0,0,0,0,0,0,0,Salt Lake,806.046564466518
541,0089_375.7,1,1.0946,1.0117,1.0095,1.0106,191,36378.9,37094.3,39280.2,41106.6,42326.8,43020.3,33235,33888,35885,37554,38669,39302,33500,34000,36000,37500,39000,39500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1070.78478512541
542,0089_376.2,1,1.0946,1.0117,1.0095,1.0106,-10076,44238.8,44964.1,45387.9,46974.2,48270.1,48298.7,40415,41078,41465,42914,44098,44125,30500,31000,31500,33000,34000,34000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1183.35207030873
543,0089_376.8,1,1.0946,1.0117,1.0095,1.0106,-6244,39404.5,39714.3,38901.8,40265.2,41748.7,39965.4,35999,36282,35540,36785,38141,36511,30000,30000,29500,30500,32000,30500,35,WFRC,WFRC,0.0,0,0,1500,500,0,2000,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1191.00618102603
544,0089_377.3,1,1.0946,1.0117,1.0095,1.0106,-9061,37403.1,37668.1,35111.4,37494.4,39164.1,35755.2,34171,34413,32077,34254,35779,32665,25000,25500,23000,25000,26500,23500,35,WFRC,WFRC,0.0,0,0,2500,1500,0,3500,0,0,0,0,0,0,0,"smoothing, unnecessary drops due to area change nearby",,0,,0,0,0,0,0,0,0,0,Salt Lake,1199.35852587002
545,0089_377.9,1,1.0946,1.0117,1.0095,1.0106,-1063,42042.2,43211.0,39866.3,48158.1,50063.1,36475.0,38409,39477,36421,43996,45736,33323,37500,38500,35500,43000,44500,32500,35,WFRC,WFRC,0.0,0,-500,4500,-2000,-2000,10000,0,0,0,0,0,0,0,"smoothing, unnecessary changes due to area change",,0,,0,0,0,0,0,0,0,0,Salt Lake,319.552952127461
546,0089_378.0,1,1.0946,1.0117,1.0095,1.0106,585,40239.0,33093.4,35722.5,44729.9,46573.8,34918.8,36761,30233,32635,40864,42549,31901,37500,31000,33000,41500,43000,32500,35,WFRC,WFRC,0.0,0,6500,5500,-500,-500,11000,0,0,0,0,0,0,0,"smoothing, unnecessary changes due to area change",,0,,0,0,0,0,0,0,0,0,Salt Lake,639.535128367011
547,0089_378.3,1,1.0946,1.0117,1.0095,1.0106,-70,40955.4,42425.8,45069.0,49707.5,51504.9,48087.5,37416,38759,41174,45412,47054,43932,37500,38500,41000,45500,47000,44000,35,WFRC,WFRC,0.0,0,0,-1000,-2500,-1500,2500,0,0,0,0,0,0,0,"smoothing, unnecessary changes due to area change",,0,,0,0,0,0,0,0,0,0,Salt Lake,319.71624823465
548,0089_378.5,1,1.0946,1.0117,1.0095,1.0106,-5546,46949.6,51362.3,52934.3,54526.3,55995.2,57681.2,42892,46923,48359,49814,51156,52696,37500,41500,43000,44500,45500,47000,35,WFRC,WFRC,0.0,0,-1500,-500,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,319.064681828563
549,0089_378.6,1,1.0946,1.0117,1.0095,1.0106,12391,23405.7,25571.0,30906.0,32693.4,34546.5,37200.4,21383,23361,28235,29868,31561,33985,34000,36000,40500,42500,44000,46500,35,WFRC,WFRC,0.0,0,0,-2500,-2500,-2500,-2500,0,0,0,0,0,0,0,"smoothing, unnecessary changes due to area change",,0,,0,0,0,0,0,0,0,0,Salt Lake,318.891227768358
550,0089_378.8,1,1.0946,1.0117,1.0095,1.0106,5962,28987.3,27877.5,33895.1,35507.7,37319.6,39628.6,26482,25468,30966,32439,34094,36204,32500,31500,37000,38500,40000,42000,35,WFRC,WFRC,0.0,0,2000,-1500,-1500,-1000,-1000,0,0,0,0,0,0,0,"smoothing, unnecessary changes due to area change",,0,,0,0,0,0,0,0,0,0,Salt Lake,318.502618587665
551,0089_378.9,1,1.0946,1.0117,1.0095,1.0106,-1587,37249.8,26025.5,31858.5,33625.8,35422.4,37560.6,34031,23776,29105,30720,32361,34314,32500,22000,27500,29000,31000,32500,35,WFRC,WFRC,0.0,0,11000,7000,7000,7000,6500,0,0,0,0,0,0,0,"smoothing, unnecessary changes due to area change",,0,,0,0,0,0,0,0,0,0,Salt Lake,318.372001977493
552,0089_379.1,1,1.0946,1.0117,1.0095,1.0106,-10316,46805.1,27691.4,33775.0,36597.3,38214.0,40482.2,42760,25298,30856,33434,34911,36984,32500,15000,20500,23000,24500,26500,35,WFRC,WFRC,0.0,0,18000,14000,13000,13000,12500,0,0,0,0,0,0,0,"smoothing, unnecessary changes due to area change",,0,,0,0,0,0,0,0,0,0,Salt Lake,318.232531985334
553,0089_379.2,1,1.0946,1.0117,1.0095,1.0106,2891,14488.4,17027.1,21729.1,26040.2,27471.4,29098.4,13236,15556,19851,23790,25097,26584,16000,18500,22500,26500,28000,29500,35,WFRC,WFRC,0.0,0,-1000,-4000,-6500,-7000,-7500,0,0,0,0,0,0,0,"smoothing, unnecessary changes due to area change",,0,,0,0,0,0,0,0,0,0,Salt Lake,317.456763313034
554,0089_379.4,1,1.0946,1.0117,1.0095,1.0106,2449,14971.9,17401.3,21393.8,23826.8,25195.5,26404.5,13678,15897,19545,21768,23018,24123,16000,18500,22000,24000,25500,26500,35,WFRC,WFRC,0.0,0,-1000,-2500,-3000,-3000,-3000,0,0,0,0,0,0,0,"smoothing, unnecessary changes due to area change",,0,,0,0,0,0,0,0,0,0,Salt Lake,321.895101529808
555,0089_379.5,1,1.0946,1.0117,1.0095,1.0106,4235,13016.8,14226.9,16969.4,17957.7,19084.0,19876.9,11892,12997,15503,16406,17435,18159,16000,17000,19500,20500,21500,22500,35,WFRC,WFRC,0.0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,639.526916565834
556,0089_379.8,1,1.0946,1.0117,1.0095,1.0106,4318,12925.9,14336.8,16301.3,18433.8,19065.1,18685.8,11809,13098,14892,16841,17417,17071,16000,17500,19000,21000,21500,21500,35,WFRC,WFRC,0.0,0,0,0,-500,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,323.22145546845
557,0089_380.0,1,1.0946,1.0117,1.0095,1.0106,5525,16424.4,18158.8,19864.5,22364.2,22425.3,21728.6,15005,16589,18148,20431,20487,19851,20500,22000,23500,26000,26000,25500,35,WFRC,WFRC,0.0,0,-500,-500,-500,0,1000,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,634.55630875619
558,0089_380.3,1,1.0946,1.0117,1.0095,1.0106,9312,12279.7,12488.4,12993.6,14855.5,14675.5,13919.8,11218,11409,11871,13572,13407,12717,20500,20500,21000,23000,22500,22000,35,WFRC,WFRC,0.0,0,0,0,-500,0,1000,1,1,1,1,1,1,1,smoothing,,0,,0,1,0,0,0,0,0,0,Salt Lake,959.062602589019
559,0089_380.7,1,1.0946,1.0117,1.0095,1.0106,7147,4017.1,4536.7,4777.4,3891.0,4183.2,3215.7,3670,4145,4365,3555,3822,2938,11000,11500,11500,10500,11000,10000,35,WFRC,WFRC,0.0,0,0,0,0,0,1000,0,1,0,0,1,0,0,"smoothing, dip in 2032 due to increased lanes on I-15",,0,,0,1,0,0,0,0,0,0,Salt Lake,654.754792986476
560,0089_381.0,1,1.0946,1.0117,1.0095,1.0106,3287,8241.8,9367.3,9890.8,8439.4,8777.4,7601.1,7530,8558,9036,7710,8019,6944,11000,12000,12500,11000,11500,10000,35,WFRC,WFRC,0.0,0,0,0,0,0,1500,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to increased lanes on I-15",,0,,0,1,0,0,0,0,0,0,Salt Lake,512.953347015048
561,0089_381.3,1,1.0946,1.0117,1.0095,1.0106,896,10860.0,12210.0,12789.8,9677.4,9771.0,8212.5,9921,11155,11684,8841,8927,7503,11000,12000,12500,9700,9800,8400,35,WFRC,WFRC,0.0,0,0,0,0,0,1500,0,1,0,0,1,0,0,"smoothing, dip in 2032 due to increased lanes on I-15",,0,,0,1,0,0,1,0,0,0,Salt Lake,630.864039584938
562,0089_381.6,1,1.0918,1.0107,1.0324,1.02155,-5121,31201.5,30624.1,31653.3,27430.9,27283.5,25688.0,28578,28049,28992,25124,24989,23528,23500,23000,24000,20000,20000,18500,35,WFRC,WFRC,0.0,0,1000,0,0,0,1500,0,1,0,0,1,0,0,"smoothing, dip in 2032 due to increased lanes on I-15",,0,,0,1,0,0,1,0,0,0,Salt Lake,4255.31467319742
563,0089_383.5,1,1.0924,1.0104,1.0243,1.01735,-8391,39091.0,39498.9,40249.6,20829.4,20971.5,20244.1,35785,36158,36845,19068,19198,18532,27500,28000,28500,10500,11000,10000,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,Additional capacity on I-15 in 2032 and Legacy in 2050,,0,,0,1,0,0,1,0,0,0,Davis,2353.95018173484
564,0089_384.6,1,1.0924,1.0104,1.0243,1.01735,0,0.0,0.0,0.0,53859.1,52655.2,49641.5,0,0,0,49303,48201,45443,0,0,0,49500,48000,45500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,1,0,0,1,0,none,,0,,0,1,1,0,0,0,0,0,Davis,512.888017961279
565,0089_384.9,1,1.0924,1.0104,1.0243,1.01735,6567,23339.5,23801.4,24107.0,31787.2,31297.3,28396.9,21365,21788,22068,29098,28650,25995,28000,28500,28500,35500,35000,32500,11,WFRC,WFRC,0.0,0,0,500,0,0,0,0,1,0,0,0,0,0,Additional capacity on I-15 in 2032 and Legacy in 2050. Additional capacity on local street network in north-south direction in 2042,,0,,0,1,0,0,0,0,0,0,Davis,259.607864060213
566,0089_385.0,1,1.0924,1.0104,1.0243,1.01735,15641,13426.3,13417.5,13690.5,21149.2,20574.5,17156.8,12291,12283,12532,19360,18834,15706,28000,28000,28000,35000,34500,31500,11,WFRC,WFRC,0.0,0,0,500,0,0,0,0,1,0,0,0,0,0,Additional capacity on Legacy in 2050. Additional capacity on local street network in north-south direction in 2042.,,0,,0,1,0,0,0,0,0,0,Davis,452.782264316703
567,0089_385.2,1,1.0924,1.0104,1.0243,1.01735,-984,16588.4,15865.7,15958.1,22987.9,22108.1,18178.0,15185,14524,14608,21043,20238,16640,14000,13500,13500,20000,19500,15500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,Additional capacity on Legacy in 2050. Additional capacity on local street network in north-south direction in 2042.,,0,,0,1,0,0,0,0,0,0,Davis,1050.40049120683
568,0089_385.7,1,1.0924,1.0104,1.0243,1.01735,-418,15969.5,14554.6,14854.5,21483.2,20931.4,18195.4,14619,13324,13598,19666,19161,16656,14000,13000,13000,19000,18500,16000,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,Additional capacity on Legacy in 2050. Additional capacity on local street network in north-south direction in 2042.,,0,,0,1,0,0,0,0,0,0,Davis,1163.83855099763
569,0089_386.3,1,1.0946,1.0117,1.0095,1.0106,10137,9893.9,9190.1,9430.5,14607.0,14233.8,11586.2,9039,8396,8615,13345,13004,10585,19000,18500,19000,23500,23000,20500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,Additional capacity on Legacy in 2050. Additional capacity on local street network in north-south direction in 2042.,,0,,0,1,0,0,0,0,0,0,Davis,1098.20503905927
570,0089_386.8,1,1.0946,1.0117,1.0095,1.0106,1267,17742.5,17987.4,18535.4,20730.2,20799.4,20543.3,16209,16433,16933,18939,19002,18768,17500,17500,18000,20000,20500,20000,11,WFRC,WFRC,0.0,0,0,0,0,0,-500,0,1,0,0,0,0,0,Additional capacity on Legacy in 2050. Additional capacity on local street network in north-south direction in 2042.,,0,,0,1,0,0,0,0,0,0,Davis,864.191593325952
571,0089_387.2,1,1.0946,1.0117,1.0095,1.0106,14652,3090.8,3188.6,3304.7,3750.8,3595.1,3606.2,2824,2913,3019,3427,3284,3295,17500,17500,17500,18000,18000,18000,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Davis,725.441401313606
572,0089_387.6,1,1.0946,1.0117,1.0095,1.0106,6553,11956.6,12645.0,13424.4,13805.0,14866.6,15460.1,10923,11552,12264,12612,13582,14124,17500,18000,19000,19000,20000,20500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Davis,461.332370567669
573,0089_387.8,1,1.0946,1.0117,1.0095,1.0106,3061,15778.9,16546.2,17253.5,17542.9,18625.4,19270.3,14415,15116,15762,16027,17016,17605,17500,18000,19000,19000,20000,20500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Davis,1399.38786287516
574,0089_388.4,1,1.0946,1.0117,1.0095,1.0106,4205,15346.9,15980.7,16655.9,17891.5,17844.1,17741.0,14021,14600,15216,16345,16302,16208,18000,19000,19500,20500,20500,20500,11,WFRC,WFRC,0.0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,1445.26448300523
575,0089_389.1,1,1.0946,1.0117,1.0095,1.0106,3113,20707.0,22160.0,23383.8,22943.0,23980.6,23732.3,18917,20245,21363,20960,21908,21681,22000,23500,24500,24000,25000,25000,11,WFRC,WFRC,0.0,0,0,0,500,-500,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,1439.87630516894
576,0089_396.1,1,1.0924,1.0104,1.0243,1.01735,-26669,70931.1,89831.1,78592.0,84520.9,89785.4,92442.0,64931,82233,71944,77372,82191,84623,38500,55500,45500,50500,55500,58000,11,WFRC,WFRC,0.0,0,0,0,0,0,1000,0,1,0,0,0,0,0,2023 conversion to freeway and 2028 WDC new capacity on parallel facility,,0,,0,1,0,0,0,0,0,0,Davis,2221.47451286988
577,0089_396.8,1,1.0924,1.0104,1.0243,1.01735,-10520,53571.3,76847.3,72881.1,79152.1,85476.7,88647.7,49040,70347,66716,72457,78247,81149,38500,60000,56000,62000,67500,70500,11,WFRC,WFRC,0.0,0,0,0,0,0,1500,0,1,0,0,0,0,0,2023 conversion to freeway and 2028 WDC new capacity on parallel facility,,0,,0,1,0,0,0,0,0,0,Davis,1652.05498648255
578,0089_397.6,1,1.0924,1.0104,1.0243,1.01735,8423,39033.7,62128.2,63691.3,69397.1,76705.9,79857.4,35732,56873,58304,63527,70218,73103,44000,65500,66500,72000,78500,81500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converted to freeway in 2023,,0,,0,0,0,0,0,0,0,0,Davis,2411.30412423616
579,0089_398.7,1,1.1568,1.0112,1.0105,1.01085,5713,39190.3,64115.5,65790.4,71562.7,79046.2,82375.7,33878,55425,56873,61863,68332,71210,39500,61000,62500,67500,74000,77000,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converted to freeway in 2023,,0,,0,0,0,0,0,0,0,0,Davis,2136.86763430323
580,0089_399.7,1,1.1568,1.0112,1.0105,1.01085,6064,39754.0,67148.5,69145.1,75584.1,84569.4,89163.4,34365,58047,59773,65339,73106,77078,40500,64000,66000,71500,79000,83000,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converted to freeway in 2023,,0,,0,0,0,0,0,0,0,0,Davis,1681.51982177995
581,0089_400.5,1,1.0924,1.0104,1.0243,1.01735,2839,41063.6,65201.5,67273.5,73561.3,82400.2,86992.3,37590,59686,61583,67339,75430,79634,40500,62500,64500,70000,78500,82500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converted to freeway in 2023,,0,,0,0,0,0,0,0,0,0,Davis,874.089365841283
582,0089_400.9,1,1.1568,1.0112,1.0105,1.01085,4467,41801.7,66592.5,68758.4,75366.0,84419.1,89241.2,36136,57566,59438,65150,72976,77145,40500,62000,64000,69500,77500,81500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converted to freeway in 2023,,0,,0,0,0,0,0,0,0,0,Davis,1062.73082523055
583,0089_401.4,1,1.1568,1.0112,1.0105,1.01085,2586,43807.7,66785.4,69084.6,75826.0,86389.5,91449.8,37870,57733,59720,65548,74680,79054,40500,60500,62500,68000,77500,81500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converted to freeway in 2023,,0,,0,0,0,0,0,0,0,0,Davis,1646.37621146405
584,0089_402.2,1,1.1568,1.0112,1.0105,1.01085,8440,37036.4,67102.7,69753.2,76196.3,87993.5,93242.2,32016,58007,60298,65868,76066,80604,40500,66500,68500,74500,84500,89000,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converted to freeway in 2023,,0,,0,0,0,0,0,0,0,0,Davis,2190.25016727203
585,0089_403.2,1,1.1568,1.0112,1.0105,1.01085,90,45221.0,66410.2,69232.8,75698.7,89495.8,95346.8,39091,57409,59849,65438,77365,82423,39000,57500,60000,65500,77500,82500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converted to freeway in 2023,,0,,0,0,0,0,0,0,0,0,Davis,2286.05391405996
586,0089_404.3,1,1.0918,1.0107,1.0324,1.02155,-8449,65805.3,80225.1,84019.1,89873.0,107738.3,112403.6,60272,73480,76955,82316,98680,102953,52000,65000,68500,74000,90000,94500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converted to freeway in 2023,,0,,0,0,0,0,0,0,0,0,Davis,3045.30935221938
587,0089_405.7,1,1.0918,1.0107,1.0324,1.02155,1968,63565.7,76158.7,79688.9,85124.6,104871.9,109294.0,58221,69755,72989,77967,96054,100104,60000,71500,75000,80000,98000,102000,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converted to freeway in 2023,,0,,0,0,0,0,0,0,0,0,Davis,1502.62123500478
