OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFac,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURR,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length
3005,2854_003.0,1,0.984,1.0276,1.0316,1.0296,0,652.2,1451.0,2019.7,2433.8,4031.8,1970.4,663,1475,2053,2473,4097,2002,650,1500,2100,2500,4100,2000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,new connectivity in 2050,,0,,0,1,0,0,0,1,0,0,Utah,1067.47155952386
3006,2854_003.5,1,0.984,1.0276,1.0316,1.0296,0,414.0,755.2,1264.4,2141.6,3790.4,6923.4,421,767,1285,2176,3852,7036,400,750,1300,2200,3900,7000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,1051.6978431377
3007,2854_004.0,1,0.984,1.0276,1.0316,1.0296,1840,408.8,780.0,1317.4,2187.0,5310.3,10378.3,415,793,1339,2223,5397,10547,2300,2600,3200,4100,7200,12500,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,584.09241906037
3008,2854_004.3,1,0.984,1.0276,1.0316,1.0296,1840,408.8,780.0,1317.4,2187.0,5310.3,10378.3,415,793,1339,2223,5397,10547,2300,2600,3200,4100,7200,12500,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,Increase in 2050 due to added capacity at 800 S interchange in 2050 rerouting traffic from west side of I-15 to east side,,0,,0,0,0,0,0,1,0,0,Utah,520.92145310378
3009,2854_004.5,1,0.984,1.0276,1.0316,1.0296,1829,418.8,1144.0,1943.4,3211.0,4954.8,9072.1,426,1163,1975,3263,5035,9220,2300,3000,3800,5100,6900,11000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,280.471119922994
3010,2854_004.7,1,0.984,1.0276,1.0316,1.0296,1829,418.8,1144.0,1943.4,3211.0,4954.8,6557.9,426,1163,1975,3263,5035,6665,2300,3000,3800,5100,6900,8500,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,712.1656403142
3011,2855_000.0,1,1.0924,1.0104,1.0243,1.01735,-3640,7972.7,9851.1,11712.6,14140.0,22102.4,28956.4,7298,9018,10722,12944,20233,26507,3700,5400,7100,9300,16500,23000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,1,0,1,0,0,Utah,467.883093030211
3012,2855_000.2,1,1.0924,1.0104,1.0243,1.01735,1632,2212.8,2828.5,3522.6,4237.4,6404.8,7142.4,2026,2589,3225,3879,5863,6538,3700,4200,4900,5500,7500,8200,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,2406.936654733
3013,2856_000.0,1,0.984,1.0276,1.0316,1.0296,456,1155.5,1130.0,1228.9,1302.8,1542.4,1845.1,1174,1148,1249,1324,1567,1875,1600,1600,1700,1800,2000,2300,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,2051.67589076355
3014,2856_001.0,1,0.984,1.0276,1.0316,1.0296,40,1564.6,1498.7,1634.7,1705.1,2058.1,4956.6,1590,1523,1661,1733,2092,5037,1600,1600,1700,1800,2100,5100,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,1,0,0,Utah,2073.69990999093
3015,2856_002.0,1,1.0918,1.0107,1.0324,1.02155,-29,1811.6,1758.5,1876.8,1941.2,5002.1,9435.9,1659,1611,1719,1778,4582,8643,1600,1600,1700,1700,4600,8600,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,1,0,0,Utah,366.905154574111
3016,2856_002.3,1,1.0918,1.0107,1.0324,1.02155,-1602,3528.4,3863.1,4083.1,4746.9,9629.3,13200.4,3232,3538,3740,4348,8820,12090,1600,1900,2100,2700,7200,10500,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,1,0,1,0,0,Utah,1390.0195144245
3017,2856_002.8,1,1.0918,1.0107,1.0324,1.02155,-2331,4324.7,4882.2,5137.8,6131.9,0.0,0.0,3961,4472,4706,5616,0,0,1600,2100,2400,3300,0,0,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,1,1,0,0,0,Utah,370.222360443962
3018,2857_000.0,1,1.0918,1.0107,1.0324,1.02155,-1229,1888.1,1948.4,2241.7,2105.7,1741.0,2343.9,1729,1785,2053,1929,1595,2147,500,550,800,700,350,900,49,MAG,MAG,0.0,0,0,-50,100,500,0,0,0,0,0,0,0,0,smooth,,0,,0,0,0,1,0,0,0,0,Utah,1687.64822592916
3019,2859_000.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0.0,0,3900,3900,3900,4000,4000,0,0,0,0,0,0,0,hand forecast,,0,,0,0,0,0,0,0,0,0,Utah,691.211043898135
3020,2859_000.3,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0.0,0,3900,3900,3900,4000,4000,0,0,0,0,0,0,0,hand forecast,,0,,0,0,0,0,0,0,0,0,Utah,1234.35481092087
3021,2859_000.9,1,1.0924,1.0104,1.0243,1.01735,-2455,3227.5,3303.6,3556.5,3718.3,3840.6,4132.0,2955,3024,3256,3404,3516,3782,500,550,800,950,1100,1300,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,1,0,0,0,0,Utah,1252.30711372186
3022,2859_001.5,1,1.0924,1.0104,1.0243,1.01735,-68,620.3,664.9,695.1,703.0,674.3,929.4,568,609,636,644,617,851,500,550,550,600,550,800,49,MAG,MAG,0.0,0,0,0,0,50,0,0,0,0,0,0,0,0,smooth,,0,,0,0,0,0,0,0,0,0,Utah,1245.38756716484
3023,2860_000.0,1,1.0946,1.0117,1.0095,1.0106,-2345,7567.9,8108.9,8062.6,6620.5,11985.0,12137.4,6914,7408,7366,6048,10949,11088,4600,5100,5000,3700,8600,8700,49,MAG,MAG,0.0,0,-400,-300,1000,-1500,-500,0,0,0,0,0,0,0,"smoothing, drop in 2032 due to I-15 traffic shifting from 400S to 1600S because of new facility",,0,,0,0,0,0,0,0,0,0,Utah,787.446430190091
3024,2860_000.4,1,1.0924,1.0104,1.0243,1.01735,-1617,3629.6,3874.2,3951.2,3571.6,4264.1,4423.0,3323,3547,3617,3269,3903,4049,1700,1900,2000,1700,2300,2400,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,new connectivity in 2032 between 1600 S in Springville and 1600 N in Mapleton,,0,,0,1,0,0,0,0,0,0,Utah,2816.75210664974
3025,2862_000.0,1,1.0924,1.0104,1.0243,1.01735,-566,4445.1,5107.2,7130.4,5438.7,7913.9,8990.7,4069,4675,6527,4979,7245,8230,3500,4100,6000,4400,6700,7700,49,MAG,MAG,0.0,0,0,-1700,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Utah,1000.8491421816
3026,2862_000.5,1,1.0924,1.0104,1.0243,1.01735,720,3040.1,3968.6,6279.7,9031.9,9860.1,9408.8,2783,3633,5749,8268,9026,8613,3500,4400,6500,9000,9700,9300,49,MAG,MAG,0.0,0,0,0,0,-200,1200,0,0,0,0,0,0,0,smooth shift due to area type,,0,,0,0,0,0,0,0,0,0,Utah,210.130178258802
3027,2862_000.6,1,1.0918,1.0107,1.0324,1.02155,-920,2832.7,3698.2,6089.0,9515.9,10898.8,10823.8,2595,3387,5577,8716,9982,9914,1700,2500,4700,7800,9100,9000,49,MAG,MAG,0.0,0,0,0,0,-100,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,968.384977419724
3028,2862_000.9,1,0.984,1.0276,1.0316,1.0296,-1022,2654.3,3497.3,7157.2,7299.5,10829.9,12885.5,2697,3554,7274,7418,11006,13095,1700,2500,6300,6400,10000,12000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,4032.57804930401
3029,2862_002.9,1,1.0918,1.0107,1.0324,1.02155,-565,2445.1,2914.0,4836.3,5092.3,6797.6,7576.8,2240,2669,4430,4664,6226,6940,1700,2100,3900,4100,5700,6400,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,2295.1301619896
3030,2863_000.0,1,0.984,1.0276,1.0316,1.0296,0,79.0,95.0,131.0,116.0,145.0,175.0,80,97,133,118,147,178,80,100,150,100,150,200,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,14862.3088415089
3031,2864_000.0,1,1.0918,1.0107,1.0324,1.02155,36,1058.9,1434.1,2182.3,2505.6,2337.5,2899.4,970,1314,1999,2295,2141,2656,1000,1400,2000,2300,2200,2700,49,MAG,MAG,0.0,0,0,0,-100,300,0,0,0,0,0,0,0,0,smooth,,0,,0,0,0,0,0,0,0,0,Utah,4069.34679303161
3032,2864_001.9,1,1.0918,1.0107,1.0324,1.02155,676,360.3,382.5,407.1,420.6,406.3,503.0,330,350,373,385,372,461,1000,1000,1000,1100,1000,1100,49,MAG,MAG,0.0,0,0,0,-100,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,4167.09753432931
3033,2865_000.0,1,1.0924,1.0104,1.0243,1.01735,739,1798.6,1914.9,2162.7,2187.0,2472.6,2655.3,1646,1753,1980,2002,2263,2431,2400,2500,2700,2700,3000,3200,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,smooth,,0,,0,0,0,0,0,0,0,0,Utah,2656.04049537677
3034,2865_001.3,1,0.9555,0.8719,0.9353,0.9036,1139,1191.0,1147.0,1238.0,1290.0,1260.0,1275.0,1246,1200,1296,1350,1319,1334,2400,2300,2400,2500,2500,2500,49,MAG,MAG,0.0,0,100,0,-100,0,0,0,0,0,0,0,0,0,smooth,,0,,0,0,0,0,0,0,0,0,Utah,1768.75896794886
3035,2865_002.1,1,0.9555,0.8719,0.9353,0.9036,0,1140.2,1096.2,1186.4,1237.6,1205.7,1221.4,1193,1147,1242,1295,1262,1278,1200,1100,1200,1300,1300,1300,49,MAG,MAG,0.0,0,100,0,-100,0,0,0,0,0,0,0,0,0,smooth,,0,,0,0,0,0,0,0,0,0,Utah,4816.0558441916
3036,2865_004.4,1,0.9555,0.8719,0.9353,0.9036,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Double check SE data for of nearby tazes,0,,0,0,1,0,0,0,1,0,Utah,31631.3166926039
3037,2865_019.4,1,0.984,1.0276,1.0316,1.0296,0,289.0,300.0,301.0,286.0,355.0,339.0,294,305,306,291,361,345,300,300,300,300,350,350,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,27164.9184335182
3038,2866_000.0,1,1.0918,1.0107,1.0324,1.02155,-2365,2788.3,3079.9,3556.3,3930.4,3141.7,618.6,2554,2821,3257,3600,2878,567,200,450,900,1200,500,-1798,49,MAG,MAG,0.0,0,2650,2300,2200,2900,2648,0,0,0,0,0,0,0,match tdm. bypass in 2050.,,0,,0,1,0,1,0,1,0,0,Utah,967.347215897733
3039,2866_000.5,1,0.984,1.0276,1.0316,1.0296,-4391,4506.5,5101.1,6104.6,7307.9,6264.7,600.1,4580,5184,6204,7427,6367,610,200,800,1800,3000,2000,-3781,49,MAG,MAG,0.0,0,4400,4400,3200,4400,4381,0,0,0,0,0,0,0,match tdm. bypass in 2050.,,0,,0,1,0,1,0,1,0,0,Utah,927.438292456234
3040,2866_000.9,1,0.984,1.0276,1.0316,1.0296,-4299,4415.8,5014.8,6019.8,7146.1,6038.2,552.2,4488,5096,6118,7262,6136,561,200,800,1800,3000,1800,-3738,49,MAG,MAG,0.0,0,0,0,-1200,0,4338,0,0,0,0,0,0,0,none,,0,,0,1,0,1,0,1,0,0,Utah,136.053220685909
3041,2866_001.0,1,0.984,1.0276,1.0316,1.0296,-3915,4037.9,4526.9,5436.7,6421.3,7268.3,3498.5,4104,4601,5525,6526,7386,3555,200,700,1600,2600,3500,-360,49,MAG,MAG,0.0,0,3900,3900,3900,3900,3935,0,0,0,0,0,0,0,match tdm. bypass in 2050.,,0,,0,1,0,1,0,1,0,0,Utah,2619.43478357019
3042,2866_002.3,1,1.0918,1.0107,1.0324,1.02155,-2618,3064.9,3731.2,4584.5,5332.0,6833.6,10354.1,2807,3417,4199,4884,6259,9484,200,800,1600,2300,3600,6900,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,match tdm,,0,,0,0,0,1,0,1,0,0,Utah,3507.708249633
3043,2866_004.0,1,1.0918,1.0107,1.0324,1.02155,-4798,5444.8,6790.0,7933.8,8722.8,10021.9,13110.6,4987,6219,7267,7989,9179,12008,200,1400,2500,3200,4400,7200,49,MAG,MAG,0.0,0,4700,4800,4800,4800,4800,0,0,0,0,0,0,0,match tdm,,0,,0,0,0,1,0,1,0,0,Utah,392.576829242628
3044,2868_000.0,1,0.984,1.0276,1.0316,1.0296,-139,1227.9,1252.0,1482.8,2538.8,6222.3,10486.2,1248,1272,1507,2580,6323,10657,1100,1100,1400,2400,6200,10500,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,1,0,0,Utah,1171.42450134539
3045,2868_000.5,1,0.984,1.0276,1.0316,1.0296,-274,1361.1,1375.9,1630.5,2698.7,6453.8,11089.3,1383,1398,1657,2743,6559,11270,1100,1100,1400,2500,6300,11000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,1,0,0,Utah,167.563091342597
3046,2868_000.6,1,0.984,1.0276,1.0316,1.0296,-508,1591.0,1640.4,1919.4,5591.6,14842.9,21345.8,1617,1667,1951,5683,15084,21693,1100,1200,1400,5200,14500,21000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,1729.51200437403
3047,2869_000.0,1,0.9593,0.9859,1.003,0.99445,1877,1633.3,1657.8,1855.9,1851.7,1674.7,3345.7,1703,1728,1935,1930,1746,3488,3600,3600,3800,3800,3600,5400,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,1061.33260583826
3048,2869_000.5,1,1.0918,1.0107,1.0324,1.02155,1857,1881.5,1869.9,2060.2,2075.4,2219.6,5887.9,1723,1713,1887,1901,2033,5393,3600,3600,3700,3800,3900,7200,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,954.42682263555
3049,2869_001.0,1,1.0918,1.0107,1.0324,1.02155,1584,2179.0,2140.3,2343.4,2372.1,2834.5,4273.3,1996,1960,2146,2173,2596,3914,3600,3500,3700,3800,4200,5500,49,MAG,MAG,0.0,0,100,0,0,0,0,0,0,0,0,0,0,0,smooth,,0,,0,0,0,0,0,0,0,0,Utah,1833.35268179483
3050,2869_001.8,1,1.0924,1.0104,1.0243,1.01735,428,3443.5,3901.3,4706.1,3994.9,5069.2,6830.2,3152,3571,4308,3657,4640,6252,3600,4000,4700,4100,5100,6700,49,MAG,MAG,0.0,0,0,-300,300,0,0,0,0,0,0,0,0,0,smooth,,0,,0,0,0,0,0,0,0,0,Utah,266.339263816149
3051,2869_002.0,1,1.0924,1.0104,1.0243,1.01735,-1345,5380.2,5786.8,6460.9,6749.5,7574.5,9548.0,4925,5297,5914,6179,6934,8740,3600,4000,4600,4800,5600,7400,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,2025.34366715309
3052,2870_000.0,1,1.0924,1.0104,1.0243,1.01735,-1902,5566.9,6204.8,6859.0,7631.7,8935.7,9146.8,5096,5680,6279,6986,8180,8373,3200,3800,4400,5100,6300,6500,49,MAG,MAG,0.0,0,3800,4400,5100,6300,6500,0,0,0,0,0,0,0,use adjacent segment,,0,,0,0,0,0,0,1,0,0,Utah,1156.65096048062
3053,2870_000.5,1,1.0924,1.0104,1.0243,1.01735,-3138,6916.8,7884.3,8753.4,8749.0,10371.3,10416.6,6332,7217,8013,8009,9494,9536,3200,4100,4900,4900,6400,6400,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,1,0,0,0,0,Utah,1109.14498155972
3054,2870_001.1,1,1.0918,1.0107,1.0324,1.02155,-1085,1730.9,2190.9,2594.1,3244.5,4136.0,3739.9,1585,2007,2376,2972,3788,3425,500,900,1300,1900,2700,2300,49,MAG,MAG,0.0,0,1100,1100,1100,600,1100,0,0,0,0,0,0,0,match tdm. smooth.,,0,,0,0,0,1,0,1,0,0,Utah,897.396706438326
3055,2870_001.5,1,1.0918,1.0107,1.0324,1.02155,-1418,2094.4,2620.5,3067.5,3786.9,4571.3,3782.1,1918,2400,2810,3468,4187,3464,500,1000,1400,2000,2800,2000,49,MAG,MAG,0.0,0,1400,1400,1400,1000,1800,0,0,0,0,0,0,0,match tdm. smooth.,,0,,0,0,0,1,0,1,0,0,Utah,1984.52485115415
3056,2870_002.4,1,1.0918,1.0107,1.0324,1.02155,-1320,1987.1,2361.3,2412.2,2593.2,2628.6,2702.8,1820,2163,2209,2375,2408,2476,500,850,900,1100,1100,1200,49,MAG,MAG,0.0,0,1350,1300,1400,1300,1300,0,0,0,0,0,0,0,match tdm.,,0,,0,1,0,1,0,1,0,0,Utah,2535.2367368726
3057,2870_003.6,1,1.0918,1.0107,1.0324,1.02155,-767,1383.7,1771.1,2045.1,1777.2,1796.2,3078.3,1267,1622,1873,1628,1645,2819,500,850,1100,850,900,2100,49,MAG,MAG,0.0,0,550,400,750,800,700,0,0,0,0,0,0,0,match tdm. smooth.,,0,,0,0,0,1,0,1,0,0,Utah,2255.92188353808
3058,2870_004.7,1,1.0918,1.0107,1.0324,1.02155,0,390.5,375.8,917.7,1434.6,1073.6,818.4,358,344,841,1314,983,750,350,350,850,1300,1000,750,49,MAG,MAG,0.0,0,0,0,-100,200,450,0,0,0,0,0,0,0,smooth,,0,,0,1,0,0,0,1,0,0,Utah,1132.70384868138
3059,2870_005.2,1,1.0918,1.0107,1.0324,1.02155,0,228.0,324.0,604.1,1050.2,5612.2,10394.0,209,297,553,962,5140,9520,200,300,550,950,5100,9500,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,1595.98246096862
3060,2870_006.0,1,0.984,1.0276,1.0316,1.0296,0,224.0,309.0,473.1,780.2,4587.5,6017.9,228,314,481,793,4662,6116,250,300,500,800,4700,6100,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,1058.01877129796
3061,2871_000.0,1,1.0918,1.0107,1.0324,1.02155,-3896,5345.4,5706.2,8232.3,9478.1,13611.7,17138.2,4896,5226,7540,8681,12467,15697,1000,1300,3600,4800,8600,12000,49,MAG,MAG,0.0,0,4400,4500,4500,4500,4500,0,0,0,0,0,0,0,match tdm,,0,,0,0,0,1,0,1,0,0,Utah,610.382106820083
3062,2871_000.3,1,1.0918,1.0107,1.0324,1.02155,-2440,3755.8,3190.1,4109.2,5015.1,6267.2,7105.1,3440,2922,3764,4593,5740,6508,1000,500,1300,2200,3300,4100,49,MAG,MAG,0.0,0,2400,2500,2400,2400,2400,0,0,0,0,0,0,0,match tdm,,0,,0,0,0,1,0,1,0,0,Utah,6913.85766602626
3063,2872_000.0,1,1.0918,1.0107,1.0324,1.02155,-1521,6472.1,6986.4,9640.4,10702.3,13472.2,14642.4,5928,6399,8830,9802,12339,13411,4400,4900,7300,8300,11000,12000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1632.65027055964
3064,2872_000.8,1,1.0918,1.0107,1.0324,1.02155,-3135,7492.4,8125.7,10367.9,11739.4,14292.8,16619.6,6862,7442,9496,10752,13091,15222,3700,4300,6400,7600,10000,12000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,1493.10273255603
3065,2872_001.5,1,1.0918,1.0107,1.0324,1.02155,-859,2034.7,2168.6,2812.1,3412.2,5066.7,5996.3,1864,1986,2576,3125,4641,5492,1000,1100,1700,2300,3800,4600,49,MAG,MAG,0.0,0,900,900,800,800,900,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,2121.90791968792
3066,2872_002.5,1,1.0918,1.0107,1.0324,1.02155,145,939.3,1015.4,1353.1,1865.9,4066.4,5467.1,860,930,1239,1709,3724,5007,1000,1100,1400,1900,3900,5200,49,MAG,MAG,0.0,0,-100,-200,-200,-200,-200,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,1,0,0,Utah,2107.79938675214
3067,2872_003.5,1,1.0918,1.0107,1.0324,1.02155,1378,3964.6,4344.3,5432.1,7318.4,10970.9,10216.5,3631,3979,4975,6703,10048,9357,5000,5400,6400,8100,11500,10500,49,MAG,MAG,0.0,0,0,0,0,-500,500,0,0,0,0,0,0,0,11200 S improvements in 2050,,0,,0,0,0,0,0,0,0,0,Utah,3750.2626597765
3068,2872_005.3,1,1.0918,1.0107,1.0324,1.02155,-2263,7939.8,8908.1,10942.5,13269.4,13853.6,15287.2,7272,8159,10022,12154,12689,14002,5000,5900,7800,9900,10500,11500,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,868.481877960351
3069,2872_005.7,1,1.0918,1.0107,1.0324,1.02155,-2020,7674.1,8650.1,10301.8,12680.7,15580.5,18807.6,7029,7923,9436,11614,14270,17226,5000,5900,7400,9600,12000,15000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,725.328525143793
3070,2872_006.0,1,1.0918,1.0107,1.0324,1.02155,-2096,7756.9,8727.4,10471.4,12083.7,15097.2,14065.2,7105,7994,9591,11068,13828,12883,5000,5900,7500,9000,11500,11000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,1064.41429351698
3071,2872_006.5,1,1.0918,1.0107,1.0324,1.02155,-1709,6943.2,8083.9,10112.0,12264.3,17822.2,14250.9,6359,7404,9262,11233,16324,13053,4600,5700,7600,9500,14500,11500,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,1081.48390525879
3072,2872_007.1,1,1.0918,1.0107,1.0324,1.02155,-1720,6955.2,8093.9,10144.0,12295.3,20068.6,27260.5,6370,7413,9291,11261,18381,24968,4600,5700,7600,9500,16500,23000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,473.04877064343
3073,2872_007.3,1,1.0918,1.0107,1.0324,1.02155,299,2586.2,3002.4,3012.3,3245.7,6035.1,10764.2,2369,2750,2759,2973,5528,9859,2700,3000,3100,3300,5800,10000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,924.980176542179
3074,2872_007.7,1,1.0918,1.0107,1.0324,1.02155,371,2508.4,2665.1,2834.0,4828.7,7843.6,6370.4,2297,2441,2596,4423,7184,5835,2700,2800,3000,4800,7600,6200,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,bypass connection in 2050,,0,,0,1,0,0,0,0,0,0,Utah,670.552101665456
3075,2873_000.0,1,1.0924,1.0104,1.0243,1.01735,-2357,3667.6,3829.5,4115.2,4018.8,4193.2,4606.4,3357,3506,3767,3679,3839,4217,1000,1100,1400,1300,1500,1900,49,MAG,MAG,0.0,0,0,-100,0,0,0,0,0,0,0,0,0,0,smooth,,0,,0,0,0,1,0,0,0,0,Utah,1822.82437490433
3076,2873_000.9,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0.0,0,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,hand forecast,,0,,0,0,0,0,0,0,0,0,Utah,437.297539489308
3077,2873_001.1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0.0,0,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,hand forecast,,0,,0,0,0,0,0,0,0,0,Utah,656.415186803211
3078,2875_000.0,1,1.0946,1.0117,1.0095,1.0106,-10263,15639.6,18076.8,12337.3,13011.7,14300.0,14395.2,14288,16515,11271,11887,13064,13151,4000,6300,1000,1600,2800,2900,49,MAG,MAG,4200.0,0,-1000,5300,5200,5000,5400,0,0,0,1,0,0,0,lehi count. smoothing,,0,,0,0,0,1,0,0,0,0,Utah,703.243513267152
3079,2875_000.3,1,1.0946,1.0117,1.0095,1.0106,-9442,14741.0,17748.9,19545.1,19707.0,21156.1,21257.6,13467,16215,17856,18004,19328,19420,4000,6800,8400,8600,9900,10000,49,MAG,MAG,2100.0,0,0,0,0,0,-100,0,0,0,1,0,0,0,lehi count,,0,,0,0,0,1,0,0,0,0,Utah,752.869777627586
3080,2875_000.7,1,1.0946,1.0117,1.0095,1.0106,-11233,16701.3,18942.1,21712.0,22600.9,24367.8,24578.4,15258,17305,19836,20648,22262,22454,4000,6100,8600,9400,11000,11000,49,MAG,MAG,3871.0,0,29,29,-71,129,129,0,0,0,1,0,0,0,lehi count,,0,,0,0,0,1,0,0,0,0,Utah,1007.84806782864
3081,2875_001.2,1,1.0924,1.0104,1.0243,1.01735,-2681,7325.6,6373.3,7560.9,7303.5,7329.3,6173.8,6706,5834,6921,6686,6709,5652,4000,3200,4200,4000,4000,3000,49,MAG,MAG,0.0,0,900,0,200,400,0,0,1,0,0,1,0,0,"none, drop in 2050 due to large volume increase on Pioneer Xing and I-15",,0,,0,1,0,0,1,0,0,0,Utah,1849.62019170444
