OBJECTID,SEGID,FAC_WDAVG,aadtAdjFactor,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_NAME,PLANAREA,AADT2019,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,NOTES,FL_NOREV,FL_LTPRV,FL_ZERO,OV_NOREV,OV_LTPRV,OV_ZERO,FL_HIADJ,OV_HIADJ,FL_50LT19,OV_50LT19,FL_503X19,OV_503X19,Shape__Length,GlobalID,CreationDate,Creator,EditDate,Editor
5540,2330_004.9,1.0946,-3650,8011,8970,9059,8969,8938,9015,4400,5300,5400,5300,5300,5400,SALT LAKE,WFRC,4361,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,499.279069297784,5cdd8a1c-dd2a-41e4-9d4e-ba9e20065b69,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5541,2330_005.2,1.0946,-5561,9922,10713,10890,10894,10920,10994,4400,5200,5300,5300,5400,5400,SALT LAKE,WFRC,4361,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,717.827355207508,a2711d47-2d13-4890-b2be-49876187df39,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5542,2332_000.0,1.0946,-3114,4577,5377,5578,5355,5488,5631,1500,2300,2500,2200,2400,2500,SALT LAKE,WFRC,1463,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,829.710009287671,b673ec2d-913e-4790-924f-578178d00177,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5543,2332_000.4,1.0946,-2382,3845,4338,4418,4434,4421,4740,1500,2000,2000,2100,2000,2400,SALT LAKE,WFRC,1463,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,1320.65417159035,36b8b27a-291b-4cae-b125-13c4632e4a2b,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5544,2336_000.0,1.0946,1237,3284,3042,3236,3145,3415,3561,4500,4300,4500,4400,4700,4800,SALT LAKE,WFRC,4521,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,765.716733473777,e210e53c-56bd-4029-82e0-77d1f901607e,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5545,2336_000.4,1.0946,1785,1577,1994,2006,2292,2357,2512,3400,3800,3800,4100,4100,4300,SALT LAKE,WFRC,3362,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,480.233350096094,705d3124-dadf-4a9d-ac3f-6953d2a7ccbc,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5546,2338_000.0,1.0924,2737,1262,1317,1734,1561,1687,2213,4000,4100,4500,4300,4400,5000,SALT LAKE,WFRC,3999,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,3074.88015382264,73926d46-2efe-40ae-8ece-b6c3fc265597,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5547,2338_001.4,1.0924,2719,1280,1702,2236,2148,2409,3012,4000,4400,5000,4900,5100,5700,SALT LAKE,WFRC,3999,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,1086.15736838483,de9f0f38-391d-4972-997b-a304026172fe,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5548,2338_001.9,1.0918,250,541,724,788,921,993,1098,800,950,1000,1200,1200,1300,SALT LAKE,WFRC,791,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,4267.21218153457,3ee968a1-b7eb-4a8f-8309-3ff79d86ed41,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5549,2340_000.0,1.0946,1343,2439,2591,2801,2876,2992,2995,3800,3900,4100,4200,4300,4300,SALT LAKE,WFRC,3782,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,494.82163884697,e77c2d7b-3f75-4f7f-9f01-60ed75980518,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5550,2340_000.2,1.0946,3387,125,135,153,169,164,183,3500,3500,3500,3600,3600,3600,SALT LAKE,WFRC,3512,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,668.762631311843,8a112699-642c-46bf-a9b9-7800b05471ef,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5551,2340_000.5,1.0924,2629,1661,1647,1675,1679,1720,1720,4300,4300,4300,4300,4300,4300,SALT LAKE,WFRC,4290,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,2279.82186929251,e7b26bc4-bd8d-493a-9608-98d8491a9579,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5552,2340_001.6,1.0924,3243,5213,5352,5466,5525,5743,5810,8500,8600,8700,8800,9000,9100,SALT LAKE,WFRC,8456,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,804.459475404693,9bc80b19-1c2e-454b-a024-13da0a87c1cb,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5553,2340_002.0,1.0946,-711,9167,9160,9358,9547,9714,9800,8500,8400,8600,8800,9000,9100,SALT LAKE,WFRC,8456,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,160.503487226997,65c58189-88b0-45b8-9263-1c5fb5473c3a,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5554,2340_002.1,1.0946,904,7552,7034,7195,7300,7511,7227,8500,7900,8100,8200,8400,8100,SALT LAKE,WFRC,8456,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,1,0,0,0,345.325191189956,9e135b76-0342-47b1-aa74-e2f12c82c171,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5555,2342_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,13851,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,397.261922010287,4b63e232-063c-45dd-8e4c-bd8c61bd162c,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5556,2344_000.0,1.0946,-5336,7965,8713,9176,8888,8868,9183,2600,3400,3800,3600,3500,3800,SALT LAKE,WFRC,2629,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,346.130764411471,575af0f6-49c0-458e-b799-b67b58137a89,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5557,2344_000.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,6606,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,166.977960221954,4a770edf-6f93-48f2-94d6-5976b87bb930,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5558,2344_000.2,1.0946,-2010,8616,9022,9533,9544,9447,9440,6600,7000,7500,7500,7400,7400,SALT LAKE,WFRC,6606,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,663.750434938637,380a85d1-b283-4103-a9d5-06873952266c,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5559,2344_000.6,1.0946,-1055,4234,4389,4682,4746,4827,4826,3200,3300,3600,3700,3800,3800,SALT LAKE,WFRC,3179,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,670.554570517206,03613f3c-22df-4f6f-97cf-920c925c1526,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5560,2346_000.0,1.0946,-3722,10325,12366,11766,11417,11446,11396,6600,8600,8000,7700,7700,7700,SALT LAKE,WFRC,6603,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,344.807306326896,dff9977e-ee8d-44fd-9874-29af9277ed69,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5561,2346_000.1,1.0946,-2467,9070,8941,8417,8009,8121,8225,6600,6500,6000,5500,5700,5800,SALT LAKE,WFRC,6603,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,1,0,0,0,166.980944342508,1ff3f598-6e27-4f0d-bb81-ab095e087414,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5562,2346_000.2,1.0946,972,5631,5085,4890,4767,4769,4575,6600,6100,5900,5700,5700,5500,SALT LAKE,WFRC,6603,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,1,0,0,0,666.08854721555,3685d28a-ce2f-4ff7-86ce-07f6c308ef87,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5563,2346_000.6,1.0946,1171,3007,2692,2587,2556,2545,2478,4200,3900,3800,3700,3700,3600,SALT LAKE,WFRC,4178,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,1,0,0,0,668.258684606725,7579566f-b1f9-41ab-b7e4-bb5ec2b430f1,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5564,2350_000.0,1.0946,9637,2627,4146,4844,4091,5261,6296,12500,14000,14500,13500,15000,16000,SALT LAKE,WFRC,12264,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,319.583427959286,1f7e2d88-61cb-4fc7-a61a-2eec77bdf0e8,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5565,2350_000.1,1.0946,4912,7352,5352,6065,5654,6472,7663,12500,10500,11000,10500,11500,12500,SALT LAKE,WFRC,12264,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,319.727413508981,240f124a-a570-4d32-b9b3-854b555c6cc1,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5566,2350_000.3,1.0946,6447,5817,4331,5594,5870,6303,7262,12500,11000,12000,12500,13000,13500,SALT LAKE,WFRC,12264,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,316.155459976262,76700ced-6285-46fc-8705-3e641fda657b,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5567,2350_000.4,1.0946,9212,3052,1990,2279,2694,2997,3544,12500,11000,11500,12000,12000,13000,SALT LAKE,WFRC,12264,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,323.1980139821,3420c804-146b-40f5-a1a6-1ec4f95adfdf,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5568,2350_000.6,1.0946,11135,2269,2059,2216,2507,2670,2822,13500,13000,13500,13500,14000,14000,SALT LAKE,WFRC,13404,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,638.863961193427,3e066c1c-766e-4597-a3e0-f8611721e423,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5569,2350_000.9,1.0946,11678,1726,1760,2263,2731,2711,2460,13500,13500,14000,14500,14500,14000,SALT LAKE,WFRC,13404,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,323.883614724415,5599ad34-5744-4cf1-93c7-121b5c6ff12e,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5570,2354_000.0,1.0946,4182,4067,4705,5984,6606,7191,8367,8200,8900,10000,11000,11500,12500,SALT LAKE,WFRC,8249,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,2154.584893861,82e9abeb-9c15-4706-af9c-00a42884b0d9,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5571,2354_001.0,1.0924,1720,8544,9009,9960,10210,10560,11330,10500,10500,11500,12000,12500,13000,SALT LAKE,WFRC,10264,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,508.86844299974,1e0bd9fe-f51f-49c4-847b-27bdd3d8d606,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5572,2354_001.2,1.0924,2940,13866,14639,14901,15708,15844,16535,17000,17500,18000,18500,19000,19500,SALT LAKE,WFRC,16806,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1068.79495315977,cda74d45-15aa-4c0d-ab37-314b78b89e14,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5573,2354_001.7,1.0946,3615,13175,13114,13592,14732,15465,16140,17000,16500,17000,18500,19000,20000,SALT LAKE,WFRC,16790,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,1642.24240249292,81e12515-be09-4a57-b356-02adf902b6be,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5574,2354_002.5,1.0924,611,17300,16520,16918,17770,18379,19360,18000,17000,17500,18500,19000,20000,SALT LAKE,WFRC,17911,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,959.804497551882,cbc3b197-997e-4444-b703-da1ed49fdba2,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5575,2355_000.0,1.0946,1908,376,2612,5605,5160,7156,13461,2300,4500,7500,7100,9100,15500,SALT LAKE,WFRC,2284,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,1,0,2146.23760718914,9ae4122e-e5f0-4745-b5cf-7b5928716476,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5576,2356_000.0,1.0946,19838,20486,20282,19424,19741,20053,21320,40500,40000,39500,39500,40000,41000,SALT LAKE,WFRC,40324,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,324.200112135502,152bc20b-4680-4339-a30c-f2558298c9c1,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5577,2356_000.1,1.0946,23764,16560,15928,15417,15545,15857,19905,40500,39500,39000,39500,39500,43500,SALT LAKE,WFRC,40324,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,315.28708633656,2c50db97-19c6-4048-a92a-71a21adcbb1a,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5578,2356_000.3,1.0946,14123,14177,13193,12547,12319,12447,18559,28500,27500,26500,26500,26500,32500,SALT LAKE,WFRC,28300,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,319.230242528007,f3c37bbc-2d5a-46cc-8b24-066c2ece0a49,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5579,2356_000.4,1.0946,14498,13802,9966,9413,9158,9179,10213,28500,24500,24000,23500,23500,24500,SALT LAKE,WFRC,28300,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,1,0,0,0,319.240499051325,057db5e2-15d6-43b4-bd12-b231e1ccaeeb,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5580,2358_000.0,1.0918,-527,6056,15993,18925,20953,25062,30123,5500,15500,18500,20500,24500,29500,SALT LAKE,WFRC,5529,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,727.830244816486,8b1bbf18-f20b-42d9-b9e0-2ee02317394b,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5581,2361_000.0,1.0946,4626,11095,11652,12113,11217,11233,11371,15500,16500,16500,16000,16000,16000,SALT LAKE,WFRC,15721,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,638.732247805574,d137b38b-1654-46ea-a0a9-0b5d624914ba,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5582,2361_000.3,1.0946,11105,4616,4985,5194,5374,5524,5490,15500,16000,16500,16500,16500,16500,SALT LAKE,WFRC,15721,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,323.883302919282,3f345da3-a4f6-41ba-a6a2-8547c1e8ebc7,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5583,2361_000.4,1.0946,108,8319,9096,9532,10074,9919,9496,8400,9200,9600,10000,10000,9600,SALT LAKE,WFRC,8427,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,617.738498296115,93f731fe-61ed-49bc-9c87-e9edaa424d60,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5584,2361_000.7,1.0946,1203,7224,7472,8072,9208,9293,8987,8400,8700,9300,10500,10500,10000,SALT LAKE,WFRC,8427,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,975.879596123978,7b8eaa78-a4e2-44dd-b558-01c9ddc078d1,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5585,2361_001.2,1.0946,-2009,9059,10530,10984,9825,9814,9975,7000,8500,9000,7800,7800,8000,SALT LAKE,WFRC,7050,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,1206.91177483257,f5c530a0-52f6-42d0-90d5-a7f13cce32fa,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5586,2363_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,6108,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,297.500913140754,b428b6ff-2882-4a5b-acab-3bcf9b752736,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5587,2364_000.0,1.0946,201,3579,4404,4951,5428,5572,5985,3800,4600,5200,5600,5800,6200,SALT LAKE,WFRC,3780,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1593.18329564543,fae21361-d5bc-477e-91e9-e861495aa48d,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5588,2364_000.7,1.0946,-1043,3418,4170,4866,5761,5943,6225,2400,3100,3800,4700,4900,5200,SALT LAKE,WFRC,2375,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,320.385848111052,138e4c93-b95c-4c27-b362-a50cdf4f76ce,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5589,2365_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,2230,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,955.188666266122,12b2c908-1a97-4f96-b63a-b480b812fe92,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5590,2365_000.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,2631,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,959.201422732095,02616a80-8cb0-4ca3-9757-895a5a122908,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5591,2365_000.9,1.0946,26,3385,3597,3545,3721,3715,4025,3400,3600,3600,3700,3700,4100,SALT LAKE,WFRC,3411,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1278.94252694201,aa682b1f-f27e-40ee-9a25-0282629c8114,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5592,2367_000.0,1.0918,1834,3766,3336,3552,6346,6227,5908,5600,5200,5400,8200,8100,7700,SALT LAKE,WFRC,5600,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,683.271739067674,1d44ef97-e843-41be-84b2-a897cc40b5c7,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5593,2367_000.3,1.0918,1834,3766,3336,3552,6346,6227,5908,5600,5200,5400,8200,8100,7700,SALT LAKE,WFRC,5600,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,237.381129084345,bf1a531c-d717-416a-898f-da9d1e1466e8,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5594,2367_000.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,5600,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,752.558225561571,4534f7ed-83a3-4ffb-a3ba-323d5a4fd505,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5595,2370_000.0,1.0924,-78,22793,23987,26866,28938,34361,38309,22500,24000,27000,29000,34500,38000,SALT LAKE,WFRC,22715,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7139.33154716251,f835f0bf-bb88-4fa6-ae83-d8c5222199b1,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5596,2372_000.0,1.0946,4123,0,1922,4767,4407,6590,12880,4100,6000,8900,8500,10500,17000,SALT LAKE,WFRC,4123,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,1,0,727.665592532346,32db3111-1f88-42db-90fb-38bd43473264,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5597,2374_000.0,1.0924,-4396,5424,5517,6221,6841,8068,9111,1000,1100,1800,2400,3700,4700,SALT LAKE,WFRC,1028,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,1282.81157626351,35b6f1e3-172c-44c7-8f5e-8d248bface8c,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5598,2374_000.6,1.0918,-4661,5689,5874,6626,7316,8740,10074,1000,1200,2000,2700,4100,5400,SALT LAKE,WFRC,1028,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,3703.14969519863,0434896e-d74b-4863-9904-69f0ce0b0161,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5599,2374_002.3,1.0918,-3044,8392,9216,10478,10876,12518,14795,5300,6200,7400,7800,9500,12000,SALT LAKE,WFRC,5348,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,499.205583293903,d216061c-769c-4fdb-8895-d810ccb8a590,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5600,2374_002.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALT LAKE,WFRC,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1511.14405081634,1186fdf8-bab4-4007-a14d-4a4aa6f99109,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5601,2374_003.2,1.0918,-5967,6995,6175,6551,7651,7453,7116,1000,200,600,1700,1500,1100,SALT LAKE,WFRC,6252,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,1,0,0,0,1849.83943573755,217daee4-57c6-4a96-9636-ebb288c0c631,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5602,2378_000.0,1.0924,5201,6283,6262,6401,6387,6420,7046,11500,11500,11500,11500,11500,12000,SALT LAKE,WFRC,11484,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,1523.31355223361,6880f11b-5fac-40fd-8243-da96aa4ea295,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5603,2378_000.7,1.0924,4859,6625,6856,6963,6566,6489,6985,11500,11500,12000,11500,11500,12000,SALT LAKE,WFRC,11484,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,965.307297676865,9faf3b75-6b91-439c-b028-99c7e0e163f1,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5604,2380_000.0,1.0924,-1397,1956,2097,2144,2183,2355,2547,550,700,750,800,950,1200,SALT LAKE,WFRC,559,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,1609.30884330229,6173ab2e-4f0d-41fc-88b8-4853b2cc1fd2,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5605,2386_000.0,1.0918,-2212,22336,42838,50667,45078,50798,58952,20000,40500,48500,43000,48500,56500,SALT LAKE,WFRC,20124,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,802.169856602586,bafa84a3-d519-461f-a3c7-395fa21094a2,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5606,2386_000.3,1.0946,-15987,20535,20573,21155,21320,23151,25281,4500,4600,5200,5300,7200,9300,SALT LAKE,WFRC,4548,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,2150.29803061502,4a8a6fba-6335-46b3-8af1-dc1632d38fd2,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5607,2386_001.3,1.0946,-16412,29556,30035,33893,34324,37471,45487,13000,13500,17500,18000,21000,29000,SALT LAKE,WFRC,13144,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,982.707986767802,5e077c87-de68-4b77-aed9-b7ce6e975b47,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5608,2388_000.0,1.0946,-5356,7980,9074,9146,9290,9296,9629,2600,3700,3800,3900,3900,4300,SALT LAKE,WFRC,2624,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,829.209971011235,37eb1f55-66b8-4f72-912d-59bcaf4c2b2d,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5609,2388_000.4,1.0946,-5707,8331,8911,9314,9130,9197,9353,2600,3200,3600,3400,3500,3600,SALT LAKE,WFRC,2624,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,1321.01523198021,fd1b72a3-28ad-46dc-a8c2-298ce3c26ddf,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5610,2390_000.0,1.0946,-629,4611,5196,7438,7859,8270,9882,4000,4600,6800,7200,7600,9300,SALT LAKE,WFRC,3982,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,637.640187501327,71ae7b36-a968-4dc6-b42c-2e221d6358d3,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5611,2404_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAN JUAN,UDOT,3722,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,3328.16723800035,21bf6c54-63d5-4a29-ac90-52ec6ee08e83,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5612,2404_001.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAN JUAN,UDOT,1574,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,19361.0033311517,8e74d430-8373-4208-9d14-db38bb501038,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5613,2404_011.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAN JUAN,UDOT,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,37402.8782511864,b72ae7b1-23e5-49e6-95dc-c1f279d4ee26,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5614,2404_029.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAN JUAN,UDOT,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1076.7989542906,4f125f6f-445d-42bf-8969-70f667cf998b,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5615,2406_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAN JUAN,UDOT,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,25118.3112871553,bc2e4690-c64a-4f1f-9928-f10f5df3d11f,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5616,2406_012.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAN JUAN,UDOT,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,30080.7659476546,3813fb13-eaef-4a23-85ee-899ca77a8faa,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
5617,2409_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAN JUAN,UDOT,85,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,232.279741941437,cfeb57ac-584b-444f-a87c-b37a3cf0d587,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
