OBJECTID,SEGID,FAC_WDAVG,aadtAdjFactor,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_NAME,PLANAREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,FL_REV,OV_REV,FL_LTPRV,OV_LTPRV,FL_ZERO,OV_ZERO,FL_HIADJ,OV_HIADJ,FL_50LT19,OV_50LT19,FL_503X19,OV_503X19,FL_FURREV,OV_FURREV,CreationDate,Creator,EditDate,Editor,Shape__Length,GlobalID,NOTES,NOTES_FURREV
7025,3030_000.6,1.0946,3131,4877,6847,7367,7317,8712,8305,8000,10000,10500,10500,12000,11500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,379.037178011513,594b9012-804f-42c6-b22a-309f01509fd8,,
7026,3030_000.8,1.0946,-799,5396,6094,6473,6609,7419,7567,4600,5300,5700,5800,6600,6800,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,769.688318478822,e0cfa809-7eff-4446-aedf-04dfe68b1391,,
7027,3031_000.0,1.0924,1483,3866,3975,4152,4324,4523,4684,5300,5500,5600,5800,6000,6200,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,956.558021103167,0799ad57-8ac5-470f-9c7c-5cbe7a0ca0be,,
7028,3031_000.4,1.0924,-234,1119,1270,1506,1687,1728,1715,900,1000,1300,1500,1500,1500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,3604.64482144679,dcccd0d5-da93-459a-8af3-3675728c2f21,,
7029,3031_002.2,1.0924,2253,1249,1447,1828,1980,2099,2187,3500,3700,4100,4200,4400,4400,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1912.28029310227,0bb3496e-8431-4298-a53e-da6d5b4b3219,,
7030,3031_003.1,1.0946,623,2587,2874,3566,3847,4307,4634,3200,3500,4200,4500,4900,5300,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,553.221394299961,8aa3e387-b383-43ae-8795-bcfcdb6d7e93,,
7031,3032_000.0,1.0946,-2040,7161,10210,11282,12652,17266,17644,5100,8200,9200,10500,15000,15500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,587.798095327525,c2f2fb05-a270-41cf-90af-96a20e9a5297,,
7032,3032_000.3,1.0946,-1162,7114,12550,13806,13580,13640,13878,6000,11500,12500,12500,12500,12500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,394.72383757813,2600c149-012e-4e69-938b-aaeae74008c2,,
7033,3032_000.5,1.0946,-1274,7226,12725,13874,13374,13314,13454,6000,11500,12500,12000,12000,12000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,590.711003942287,a4c35d4b-c78a-4118-ac26-efc0823d3e4e,,
7034,3032_000.7,1.0946,-3073,9025,10908,11106,10456,12091,12380,6000,7800,8000,7400,9000,9300,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,375.2709048465,1fc74894-547b-4f03-95d8-ce8c6cf72749,,
7035,3032_000.9,1.0946,-5308,11260,14476,14514,13714,18273,18284,6000,9200,9200,8400,13000,13000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,188.307838395793,40c58f19-c917-4903-89b3-7ed6e958d2c9,,
7036,3032_001.0,1.0946,2091,6566,7404,7483,7057,7630,8238,8700,9500,9600,9100,9700,10500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,609.788126640536,5139cd65-bcd3-4c9d-874c-e96e1253faab,,
7037,3033_000.0,1.0946,3163,4713,5341,6666,8388,9519,10349,7900,8500,9800,11500,12500,13500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1503.52553564489,9b320e13-58ee-4ffe-902c-009f24ae1258,,
7038,3034_000.0,1.0946,-1284,2396,2360,3180,3417,3662,4045,1100,1100,1900,2100,2400,2800,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1618.16507461947,88d9fe55-1e8e-48a0-ad31-59b81763cad2,,
7039,3034_000.8,1.0946,-4802,5914,5447,6245,6954,7323,7433,1100,650,1400,2200,2500,2600,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,529.663675568515,bc3f6f6f-cca3-4f27-816b-d6ad2dccf92e,,
7040,3034_001.0,1.0946,-5195,12695,11241,14733,16205,14335,14501,7500,6000,9500,11000,9100,9300,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1178.62584080666,6272a0ed-76b8-49f7-86eb-79b00794cd6b,,
7041,3035_000.0,1.0924,-903,9442,9034,7624,7704,8620,8637,8500,8100,6700,6800,7700,7700,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,710.006059074126,015399fe-a977-4145-b624-60b7bbf9150f,,
7042,3035_000.3,1.0924,575,2907,4578,5067,5871,8736,9964,3500,5200,5600,6400,9300,10500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1294.66167343799,b9a53513-9771-4806-a4c1-682f15be5540,,
7043,3035_000.9,1.0918,1239,2243,4111,4095,4533,5584,6673,3500,5400,5300,5800,6800,7900,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1073.46628870587,f6dcabb2-7da2-4f33-a931-3d4145bfdbcf,,
7044,3035_001.4,1.0918,0,8371,7887,9062,7441,10000,11407,8400,7900,9100,7400,10000,11500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,675.722493437006,5e0f1762-46d4-4bbf-af4a-e1aa820ac337,,
7045,3035_003.2,1.0918,0,1827,9120,10812,11001,10324,11660,1800,9100,11000,11000,10500,11500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1348.89203311148,fabe5767-4f49-44b9-b5a3-77c2f8672b95,,
7046,3037_000.0,1.0918,-6854,7354,8326,9640,7503,8321,8971,500,1500,2800,650,1500,2100,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,2285.74721606374,01a986cf-e506-415d-a8e2-9401fcbaf5bf,,
7047,3038_000.0,1.0946,-1405,2405,2753,3063,3302,4336,4125,1000,1300,1700,1900,2900,2700,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,934.854486537053,dcdc9e72-b2a9-43ab-8106-51667c418a07,,
7048,3038_000.4,1.0946,-5003,6003,7061,8497,8584,7963,8636,1000,2100,3500,3600,3000,3600,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,782.600668850126,3c952394-03c1-45fa-9bc4-e0532ff3de31,,
7049,3038_000.8,1.0946,-3425,4425,8831,3696,4076,4079,4437,1000,5400,250,650,650,1000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,584.861838737008,5142137d-64ef-4483-81bc-4cd791a8a635,,
7050,3038_001.1,1.0946,-2517,3517,2516,1801,2883,2882,3081,1000,-1,-716,350,350,550,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,394.04060964512,c3f5df63-bbfd-4308-a500-88772e19cf08,,
7051,3038_001.3,1.0946,-2684,4497,3883,4373,4871,5460,5631,1800,1200,1700,2200,2800,2900,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1345.34193721453,3a204ea2-2f27-46b1-bf2b-3a4aa3894c0b,,
7052,3039_000.0,1.0918,-2148,2648,2966,3480,3660,4440,4911,500,800,1300,1500,2300,2800,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,434.424970561149,c1329578-c9f8-4d70-a069-8c2e069f148d,,
7053,3039_000.2,1.0918,-5201,5701,6328,7222,7662,8274,9412,500,1100,2000,2500,3100,4200,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,791.728659200071,da87d6a5-2e0f-48d2-a540-d1b9fa0d59f8,,
7054,3039_000.6,1.0918,-837,1337,1488,1806,1979,2356,2715,500,650,950,1100,1500,1900,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,2268.12910567952,b7c743ce-5cab-4a3b-8336-dfa39f97acea,,
7055,3039_001.7,1.0918,90,410,480,580,586,752,566,500,550,650,700,850,650,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,2444.12759412303,99140051-7f8d-45a5-9b96-3240bc0b3cf3,,
7056,3040_000.0,1.0946,-9935,22043,20661,22165,23072,30731,31179,12000,10500,12000,13000,21000,21000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,467.496344815392,8e68f3d9-9a26-42ed-9768-179f548055ac,,
7057,3040_000.2,1.0946,7956,2577,2927,3413,3685,4295,4601,10500,11000,11500,11500,12500,12500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,749.112827356148,cf48c522-f7c8-4487-8927-21ea470a9e48,,
7058,3040_000.6,1.0946,4208,5464,6122,6869,7135,6551,6014,9700,10500,11000,11500,11000,10000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1111.269013777,db4714ed-acd9-433f-9f97-7e054fc1a4dc,,
7059,3040_001.1,1.0924,4726,4946,5472,6281,6581,7339,7541,9700,10000,11000,11500,12000,12500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,2904.64731591509,fb215c26-8965-4614-97d9-a5e0a2bf9cf9,,
7060,3040_002.5,1.0924,1399,4855,5346,6026,6549,7822,7977,6300,6700,7400,7900,9200,9400,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1680.678392914,ef6b844a-4e6a-47ff-9509-a8baaf7eca94,,
7061,3040_003.3,1.0946,114,3742,4115,4751,4946,5715,5945,3900,4200,4900,5100,5800,6100,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,2136.33748588864,c23a67d3-2b7c-4471-b91c-9459aef5e3ac,,
7062,3041_000.0,1.0918,-1633,2133,2315,2680,3008,3615,3944,500,700,1000,1400,2000,2300,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,3410.74021882469,4b6f9d4d-7d89-40a8-913a-74134db7fe3b,,
7063,3042_000.0,1.0946,-259,9057,12342,10684,11502,14438,15074,8800,12000,10500,11000,14000,15000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,589.893919378046,4d176e55-cfe5-4612-92f1-3817fd4069b9,,
7064,3042_000.3,1.0946,-257,9055,13176,11874,13824,16875,17296,8800,13000,11500,13500,16500,17000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,567.298667732126,a2096baa-6f29-4837-a580-5a713ac81c77,,
7065,3042_000.5,1.0946,-4239,18569,19790,14867,15111,24271,24224,14500,15500,10500,11000,20000,20000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,586.327800425488,9895123d-242a-43cb-b652-913e57a904f2,,
7066,3042_000.8,1.0946,-5414,23652,14577,21989,23826,24851,25525,18000,9200,16500,18500,19500,20000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,395.324979538051,77b8531d-c7dd-410e-9b82-f5fcdc405a85,,
7067,3042_001.0,1.0946,-7207,25445,16822,22990,24298,27141,27737,18000,9600,16000,17000,20000,20500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,578.282644016668,aa102e6d-a051-4a82-be06-c326a585c6c5,,
7068,3042_001.3,1.0946,-5791,24633,21943,27176,28525,29477,29809,19000,16000,21500,22500,23500,24000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,383.592720127547,75a9d938-4a63-4ebf-86eb-05c7621c10d0,,
7069,3042_001.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,186.443397532441,7ccb530c-143d-4a24-959b-ef74baeb1a58,,
7070,3042_001.6,1.0946,-6274,24618,23862,26982,28337,29528,30778,18500,17500,20500,22000,23500,24500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,915.324258021624,70fe2791-080f-423e-a6fd-d6f2421fe826,,
7071,3042_002.0,1.0946,64,16029,16749,18385,18594,20328,20817,16000,17000,18500,18500,20500,21000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1065.58070518836,590a43e2-5935-4d39-a124-d47b984ead48,,
7072,3042_002.5,1.0946,-4580,10577,11021,11878,11989,12703,13118,6000,6400,7300,7400,8100,8500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,808.719418741469,68f52d7e-e406-4f02-911e-2095e0117a30,,
7073,3044_000.0,1.0946,2483,1692,2600,3027,2891,3070,3364,4200,5100,5500,5400,5600,5800,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,397.312143573334,74721554-498f-4334-9fa1-358377035139,,
7074,3044_000.2,1.0946,1085,3090,4038,4854,4822,5001,5082,4200,5100,5900,5900,6100,6200,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1687.62108264103,b48826ff-c2e9-4047-89d0-69bc3ea21978,,
7075,3050_000.0,1.0946,4248,4270,5257,5694,6338,14845,14956,8500,9500,9900,10500,19000,19000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1346.24027776251,40e6b232-d1e3-4da4-b4c2-6b8caeee57b2,,
7076,3050_000.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,382.950275347473,d132c3c5-e81f-4598-aad9-55798a1219f3,,
7077,3050_000.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1688.44986434801,00d92118-f5f9-460f-966c-ec13b21a1d6a,,
7078,3054_000.0,1.0924,2310,686,995,1322,2432,3544,3329,3000,3300,3600,4700,5900,5600,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1183.21151188572,14cf7e9e-3631-4ff0-92af-41f262642bdd,,
7079,3056_000.0,1.0924,978,5152,5401,5848,6127,6483,6427,6100,6400,6800,7100,7500,7400,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,2751.68261279979,52046f4c-0ef5-457f-92a6-f3c51c343453,,
7080,3056_001.3,1.0924,-1249,2164,2248,2694,2840,3248,3454,900,1000,1400,1600,2000,2200,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1707.21862671651,48cf1ff8-b5c8-4df0-898d-587e96d26ccb,,
7081,3058_000.0,1.0946,4217,1188,1328,1494,1698,1770,1771,5400,5500,5700,5900,6000,6000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,965.453301877809,82f046b5-15fc-4895-a496-0b8641d8f87d,,
7082,3059_000.0,1.0918,-606,1106,1260,1489,1636,2618,3288,500,650,900,1000,2000,2700,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,304.352572738238,078817c9-cc3e-4c1e-a698-59e01e7cf932,,
7083,3059_000.1,1.0924,-51,551,611,752,857,1563,1902,500,550,700,800,1500,1900,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,906.261240244839,5631b1a7-5b41-4991-a6e6-e1df1c9ddbf2,,
7084,3059_000.6,1.0924,-949,1449,1874,3008,3206,5154,5251,500,900,2100,2300,4200,4300,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1879.23541227266,1bef1e2a-49f0-467c-ba16-8669691459f1,,
7085,3060_000.0,1.0924,-2176,2741,2544,3067,3199,3889,3603,550,350,900,1000,1700,1400,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1915.31446539929,0a743161-345b-4b0f-a008-bee3400d3a9d,,
7086,3061_000.0,1.0924,-1774,1882,2388,3135,3569,5046,8143,100,600,1400,1800,3300,6400,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1015.62829492441,a4d2bd14-87dd-4995-9fc9-d36231d2ca87,,
7087,3061_000.5,1.0946,-814,922,1181,1462,3668,4892,7453,100,350,650,2900,4100,6600,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1001.90456466203,250f6eaf-c29e-4725-a093-13c0d8d30a96,,
7088,3061_001.0,1.0946,-1510,1618,1692,2154,3195,14768,18443,100,200,650,1700,13500,17000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,583.162822050612,bda38420-bb0e-450b-916d-ca41fd07c36c,,
7089,3061_001.4,1.0946,-1043,1151,1091,1352,1759,13028,15974,100,50,300,700,12000,15000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,567.058596401024,7fbab5cc-a2a6-4f95-8008-6b8b157b1ebd,,
7090,3062_000.0,1.0946,8314,7424,9516,11664,13024,19135,21382,15500,18000,20000,21500,27500,29500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,582.077884348885,cdd9921e-ddd6-4205-bd0f-782e2e5544ed,,
7091,3062_000.3,1.0924,6518,9220,10634,12940,14073,19827,21822,15500,17000,19500,20500,26500,28500,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,598.921331332231,1c86fb45-8595-4678-9e45-9a095a7df2d7,,
7092,3062_000.6,1.0924,5611,10127,11017,13355,14521,20076,21430,15500,16500,19000,20000,25500,27000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,387.967361381606,6dc7e9cd-3180-489a-a819-1fdf9dd9e3fb,,
7093,3062_000.7,1.0924,9750,5988,6390,8076,8123,13909,14287,15500,16000,18000,18000,23500,24000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,657.35579927157,d3d291e5-a33e-4f56-84fd-dbaeaa754f4a,,
7094,3062_001.1,1.0924,-177,15915,15907,17875,18090,21069,22164,15500,15500,17500,18000,21000,22000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,361.974151505564,be44ca0b-528a-44b4-8446-e2046e64a599,,
7095,3062_001.2,1.0924,-11412,12412,12290,15028,15035,19800,20674,1000,900,3600,3600,8400,9300,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,133.863091029211,2eaf72e5-711b-4120-9343-fcb024756e3b,,
7096,3062_001.3,1.0924,-4941,5941,5953,7297,6788,10647,10623,1000,1000,2400,1800,5700,5700,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,757.331717897886,cc4af037-95ec-4062-9738-de5500e15dcc,,
7097,3063_000.0,1.0924,-60,560,518,540,552,787,1079,500,450,500,500,750,1000,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,1646.32949806489,6995e497-bdbd-4b93-9d92-2f0fceac9242,,
7098,3063_000.8,1.0924,-3210,3710,3372,3345,3311,3616,3913,500,150,150,100,400,700,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,802.286151823058,bc0950cc-13e3-40af-829c-dba236307168,,
7099,3064_000.0,1.0946,2389,561,864,1180,1816,1310,1418,3000,3300,3600,4200,3700,3800,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,763.982787580384,0bf019d6-9419-4e62-b2ea-3ee35b737ea1,,
7100,3064_000.4,1.0946,1003,1947,2249,2659,3869,3187,2899,3000,3300,3700,4900,4200,3900,UTAH,MAG,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1693967691104,bhereth_wfrcgis,1693967691104,bhereth_wfrcgis,741.249751671705,e161cc37-33d0-4daf-84ed-7cd262a38fd3,,
