OBJECTID,SEGID,FAC_WDAVG,aadtAdjFactor,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_NAME,PLANAREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,FL_REV,OV_REV,FL_LTPRV,OV_LTPRV,FL_ZERO,OV_ZERO,FL_HIADJ,OV_HIADJ,FL_50LT19,OV_50LT19,FL_503X19,OV_503X19,FL_FURREV,OV_FURREV,NOTES,NOTES_FURREV,Shape__Length
15248,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15249,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15250,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15251,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15252,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15253,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15254,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15255,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15256,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15257,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15258,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15259,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15260,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15261,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15262,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15263,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15264,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15265,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15266,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15267,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15268,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15269,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15270,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15271,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15272,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15273,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15274,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15275,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15276,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15277,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15278,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15279,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15280,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15281,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15282,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15283,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15284,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15285,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15286,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15287,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15288,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15289,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15290,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15291,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15292,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15293,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15294,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15295,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15296,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15297,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15298,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15299,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15300,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15301,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15302,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15303,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15304,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15305,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15306,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15307,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15308,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15309,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15310,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15311,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15312,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15313,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15314,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15315,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15316,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15317,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15318,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15319,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15320,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15321,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15322,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15323,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15324,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15325,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15326,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15327,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15328,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15329,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15330,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15331,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15332,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15333,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15334,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15335,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15336,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15337,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15338,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15339,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15340,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15341,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15342,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15343,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15344,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15345,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15346,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15347,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15348,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15349,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15350,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15351,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15352,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15353,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15354,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15355,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15356,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15357,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15358,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15359,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15360,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15361,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15362,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15363,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15364,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15365,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15366,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15367,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15368,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15369,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15370,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15371,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
15372,UTA_7250,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,WFRC,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,88.2715044704899
