OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFac,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURR,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length
270,0068_049.3,1,1.0924,1.0104,1.0243,1.01735,3046,46025.0,46002.0,49972.8,44211.1,46652.5,39892.3,42132,42111,45746,40472,42706,36518,45000,45000,49000,43500,46000,39500,35,WFRC,WFRC,0,0,500,0,500,-500,6000,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion",,0,,0,1,0,0,0,0,0,0,Salt Lake,2125.56227191364
271,0068_050.3,1,1.0946,1.0117,1.0095,1.0106,15957,66739.3,66071.3,71585.6,66411.2,68849.0,68882.3,60971,60361,65399,60672,62899,62929,77000,76500,81500,76500,79000,79000,35,WFRC,WFRC,0,0,1000,-500,0,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion",,0,,0,1,0,0,0,0,0,0,Salt Lake,920.324151745398
272,0068_050.7,1,1.0946,1.0117,1.0095,1.0106,32035,41329.7,44705.3,46206.3,44306.6,46757.4,46805.8,37758,40842,42213,40477,42716,42761,70000,73000,74000,72500,75000,75000,35,WFRC,WFRC,0,0,-500,0,0,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion and I-15 increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,1227.10480867387
273,0068_051.3,1,1.0946,1.0117,1.0095,1.0106,8146,34595.0,35224.9,36698.7,35003.4,36701.8,38671.4,31605,32181,33527,31978,33530,35329,40000,40500,41500,40000,41500,43500,35,WFRC,WFRC,0,0,0,0,500,500,0,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion and I-15 increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,1606.3949646099
274,0068_052.1,1,1.0946,1.0117,1.0095,1.0106,5521,37468.2,37755.3,39272.4,37773.2,39153.6,41357.9,34230,34492,35878,34509,35770,37784,40000,40000,41500,40000,41500,43500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,dip in 2032 due to bangerter expansion and I-15 increased lanes,,0,,0,1,0,0,0,0,0,0,Salt Lake,518.964565144975
275,0068_052.3,1,1.0946,1.0117,1.0095,1.0106,13692,28875.4,29487.3,30735.1,30587.8,32488.9,35011.7,26380,26939,28079,27944,29681,31986,40000,40500,42000,41500,43500,45500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Salt Lake,1768.65117843906
276,0068_053.1,1,1.0946,1.0117,1.0095,1.0106,16696,38701.3,38895.8,40734.5,40425.5,42540.8,45567.8,35357,35534,37214,36932,38864,41630,52000,52000,54000,53500,55500,58500,35,WFRC,WFRC,0,0,500,0,500,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,355.10177770386
277,0068_053.3,1,1.0946,1.0117,1.0095,1.0106,10291,27567.0,27440.6,29472.7,28790.1,28023.6,30527.2,25185,25069,26926,26302,25602,27889,35500,35500,37000,36500,36000,38000,35,WFRC,WFRC,0,0,0,0,500,1500,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,2128.47941594975
278,0068_054.3,1,1.0946,1.0117,1.0095,1.0106,11795,15715.3,15297.0,16508.4,17148.9,17993.5,19681.2,14357,13975,15082,15667,16438,17980,26000,26000,27000,27500,28000,30000,35,WFRC,WFRC,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1075.10821449325
279,0068_054.8,1,1.0946,1.0117,1.0095,1.0106,8552,19264.9,18837.6,20108.4,20082.7,20766.3,22188.8,17600,17210,18371,18347,18972,20271,26000,26000,27000,27000,27500,29000,35,WFRC,WFRC,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1915.76330872369
280,0068_055.7,1,1.0946,1.0117,1.0095,1.0106,-12497,42305.6,42358.6,45343.6,46555.1,45619.5,47802.3,38649,38698,41425,42532,41677,43671,26000,26000,29000,30000,29000,31000,35,WFRC,WFRC,0,0,500,0,0,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2042 due to increased capacity/traffic on 2100 South Fwy",,0,,0,1,0,0,0,0,0,0,Salt Lake,1030.76864512174
281,0068_056.2,1,1.0946,1.0117,1.0095,1.0106,6308,26743.1,27182.5,29204.6,30896.7,30224.6,31037.1,24432,24833,26681,28226,27612,28355,30500,31000,33000,34500,34000,34500,35,WFRC,WFRC,0,0,0,0,0,0,500,0,1,0,0,0,0,0,"smoothing, dip in 2042 due to increased capacity/traffic on 2100 South Fwy",,0,,0,1,0,0,0,0,0,0,Salt Lake,275.925282838673
282,0068_056.3,1,1.0946,1.0117,1.0095,1.0106,15937,20645.3,21176.5,22981.3,24207.5,23820.6,24610.1,18861,19346,20995,22115,21762,22483,35000,35500,37000,38000,37500,38500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"none, dip in 2042 due to increased capacity/traffic on 2100 South Fwy",,0,,0,1,0,0,0,0,0,0,Salt Lake,1064.73792137595
283,0068_056.8,1,1.0946,1.0117,1.0095,1.0106,22976,12940.5,13571.6,14873.6,14851.3,14739.4,14855.8,11822,12399,13588,13568,13466,13572,35000,35500,36500,36500,36500,36500,35,WFRC,WFRC,0,0,0,0,0,0,500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1106.93980396124
284,0068_057.3,1,1.0946,1.0117,1.0095,1.0106,8804,16200.0,16411.5,17688.8,17401.2,18491.3,17889.5,14800,14993,16160,15897,16893,16343,23500,24000,25000,24500,25500,25000,35,WFRC,WFRC,0,0,500,0,0,0,1000,0,1,0,0,0,0,0,smoothing,,0,,0,1,0,0,0,0,0,0,Salt Lake,1554.6176489031
285,0068_058.1,1,1.0924,1.0104,1.0243,1.01735,12827,11772.6,12355.5,14185.2,14076.8,14085.6,14539.1,10777,11310,12985,12886,12894,13309,23500,24000,26000,25500,25500,26000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Salt Lake,1380.09689642528
286,0068_058.7,1,1.0946,1.0117,1.0095,1.0106,9200,15767.0,16744.9,17885.2,20657.5,21363.5,21753.9,14404,15298,16339,18872,19517,19874,23500,24500,25500,28000,28500,29000,35,WFRC,WFRC,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,803.708392197957
287,0068_059.1,1,1.0946,1.0117,1.0095,1.0106,-6490,35680.6,37176.9,39094.3,38089.6,39919.6,40479.5,32597,33964,35716,34798,36470,36981,26000,27500,29000,28500,30000,30500,35,WFRC,WFRC,0,0,0,0,1000,500,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,782.907714974938
288,0068_059.5,1,1.0946,1.0117,1.0095,1.0106,10729,13310.5,14385.1,15513.8,16325.4,16360.4,16384.6,12160,13142,14173,14914,14946,14969,23000,24000,25000,25500,25500,25500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1957.06322463118
289,0068_060.4,1,1.0946,1.0117,1.0095,1.0106,3512,17517.2,17912.2,18362.5,18328.8,18088.8,18197.8,16003,16364,16776,16745,16525,16625,19500,20000,20500,20500,20000,20000,35,WFRC,WFRC,0,0,0,0,0,500,500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,930.480325309669
290,0068_060.8,1,1.0924,1.0104,1.0243,1.01735,3692,9766.5,9965.7,10350.0,9919.8,9691.0,9562.0,8940,9123,9475,9081,8871,8753,12500,13000,13000,13000,12500,12500,35,WFRC,WFRC,0,0,0,0,0,500,500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,2146.14357890996
291,0068_061.8,1,1.0918,1.0107,1.0324,1.02155,6343,6866.7,6734.2,6979.8,6779.2,6609.2,6399.1,6289,6168,6393,6209,6053,5861,12500,12500,12500,12500,12500,12000,35,WFRC,WFRC,0,0,0,0,0,0,500,1,1,1,1,1,1,1,smoothing,,0,,0,1,0,0,1,0,0,0,Salt Lake,1636.40713591183
292,0068_062.6,1,1.0924,1.0104,1.0243,1.01735,1244,13541.0,11975.7,12427.8,11255.4,11091.4,10370.4,12396,10963,11377,10303,10153,9493,13500,12000,12500,11500,11500,10500,11,WFRC,WFRC,0,0,0,0,0,500,0,0,1,0,0,1,0,0,Shift to Legacy due to end of truck restrictions and higher speeds on Legacy,,0,,0,1,0,0,1,0,0,0,Davis,2533.45408059889
293,0068_063.8,1,1.0924,1.0104,1.0243,1.01735,-12688,29770.8,29420.1,29576.3,32145.6,30795.4,28329.0,27253,26932,27075,29427,28191,25933,14500,14000,14500,16500,15500,13000,11,WFRC,WFRC,0,0,500,1000,-1000,1000,0,0,1,0,0,1,0,0,Shift to Legacy due to higher capacity in 2050,,0,,0,1,0,0,1,0,0,0,Davis,1281.39248692455
294,0068_064.4,1,1.0946,1.0117,1.0095,1.0106,-9603,22129.3,22874.3,23240.8,26338.2,26030.1,24619.0,20217,20897,21232,24062,23780,22491,10500,11500,11500,14500,14000,13000,11,WFRC,WFRC,0,0,0,500,-1000,0,0,0,1,0,0,0,0,0,Shift to Legacy due to higher capacity in 2050,,0,,0,1,0,0,0,0,0,0,Davis,2933.28915889174
295,0068_065.7,1,1.0924,1.0104,1.0243,1.01735,1359,10110.3,12190.0,13381.8,15356.0,17278.0,16968.4,9255,11159,12250,14057,15817,15533,10500,12500,13500,15500,17000,17000,11,WFRC,WFRC,0,0,0,0,0,-500,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,1921.59607421598
296,0068_066.6,1,1.0918,1.0107,1.0324,1.02155,4229,6970.8,9442.8,11275.4,13052.3,14985.4,15684.8,6385,8649,10327,11955,13725,14366,10500,13000,14500,16000,18000,18500,11,WFRC,WFRC,0,0,-2000,-2000,-2000,-2000,-2000,1,1,1,1,1,1,1,The forecast traffic on the north end of Redwood and the west end of 500 South seems high. WB... Adjust down a couple thousand BH,,0,,0,0,0,0,0,0,0,0,Davis,1369.46581629771
297,0068_067.3,1,1.0918,1.0107,1.0324,1.02155,4490,5666.0,7292.9,9310.4,12666.9,14455.3,14241.1,5190,6680,8528,11602,13240,13044,9700,11000,13000,16000,17500,17500,11,WFRC,WFRC,0,0,-1000,-2000,-2000,-2500,-2000,1,1,1,1,1,1,1,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,2036.66707193637
298,0068_068.2,1,1.0924,1.0104,1.0243,1.01735,4155,7442.4,8909.5,11358.5,14076.8,16561.5,14863.0,6813,8156,10398,12886,15161,13606,11000,12500,14500,17000,19500,18000,11,WFRC,WFRC,0,0,0,0,0,-1500,500,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,1086.05237114243
299,0068_068.7,1,1.0946,1.0117,1.0095,1.0106,8292,8375.5,9597.6,11655.7,13763.2,16197.5,14965.6,7652,8768,10648,12574,14798,13672,16000,17000,19000,21000,23000,22000,11,WFRC,WFRC,0,0,0,0,0,-1000,1000,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,323.770361105006
300,0068_068.9,1,1.0946,1.0117,1.0095,1.0106,3140,14015.5,15685.2,17802.1,19529.3,22372.7,22051.3,12804,14330,16264,17841,20439,20146,16000,17500,19500,21000,23500,23500,11,WFRC,WFRC,0,0,0,0,0,-500,500,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,290.895564082179
301,0068_069.0,1,1.0946,1.0117,1.0095,1.0106,-7425,36351.6,37910.2,39761.8,40662.0,43521.8,43560.8,33210,34634,36325,37148,39760,39796,26000,27000,29000,29500,32500,32500,11,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Davis,474.363737949762
302,0068_069.2,1,1.0946,1.0117,1.0095,1.0106,6939,20248.8,21172.2,21986.3,22013.6,23297.1,23826.3,18499,19342,20086,20111,21284,21767,25500,26500,27000,27000,28000,28500,11,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Davis,731.604636707749
303,0068_069.6,1,1.0946,1.0117,1.0095,1.0106,6566,9640.6,9840.6,10146.3,10796.3,10341.5,10697.9,8807,8990,9269,9863,9448,9773,15500,15500,16000,16500,16000,16500,11,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Additional capacity on local street network in north-south direction in 2042,,0,,0,1,0,0,0,0,0,0,Davis,905.450121600987
304,0068_070.0,1,1.0946,1.0117,1.0095,1.0106,8602,7411.1,7434.6,7877.1,8710.5,8127.3,8528.0,6771,6792,7196,7958,7425,7791,15500,15500,16000,16500,16000,16500,11,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Additional capacity on local street network in north-south direction in 2042,,0,,0,1,0,0,0,0,0,0,Davis,562.811840921301
305,0068_070.2,1,1.0946,1.0117,1.0095,1.0106,6523,9686.8,9658.4,9866.5,10981.6,10483.9,10266.6,8850,8824,9014,10033,9578,9379,15500,15500,15500,16500,16000,16000,11,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Additional capacity on local street network in north-south direction in 2042,,0,,0,1,0,0,0,0,0,0,Davis,562.628339912167
306,0068_070.5,1,1.0946,1.0117,1.0095,1.0106,0,9493.7,9447.7,9597.7,11032.0,10496.2,10100.6,8673,8631,8768,10079,9589,9228,8700,8600,8800,10000,9600,9200,11,WFRC,WFRC,0,0,100,0,0,0,0,1,1,1,1,1,1,1,Additional capacity on local street network in north-south direction in 2042,,0,,0,1,0,0,0,0,0,0,Davis,721.686832064804
307,0071_000.0,1,1.0924,1.0104,1.0243,1.01735,2899,25405.6,27876.5,29527.8,32410.6,34711.3,36079.5,23257,25519,27030,29669,31775,33028,26000,28500,30000,32500,34500,36000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,830.393158720837
308,0071_000.4,1,1.0924,1.0104,1.0243,1.01735,2971,25327.5,27480.5,28900.2,28530.8,31172.3,32012.1,23185,25156,26456,26118,28536,29304,26000,28000,29500,29000,31500,32500,35,WFRC,WFRC,0,0,0,0,500,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,2113.90100237192
309,0071_001.4,1,1.0924,1.0104,1.0243,1.01735,7796,28661.0,29655.5,31227.7,29881.0,32474.2,33583.8,26237,27147,28586,27354,29727,30743,34000,35000,36500,35000,37500,38500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"none, dip in 2032 due to bangerter expansion",,0,,0,1,0,0,0,0,0,0,Salt Lake,2110.48312895162
310,0071_002.4,1,1.0924,1.0104,1.0243,1.01735,4033,27680.8,27300.6,27369.6,26522.5,32124.9,34777.4,25339,24991,25055,24279,29408,31836,29500,29000,29000,28500,33500,36000,35,WFRC,WFRC,0,0,500,500,0,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion, bump in 2042 due to increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,1064.72822680276
311,0071_002.9,1,1.0924,1.0104,1.0243,1.01735,1756,29586.2,28341.9,29800.8,28297.4,34272.7,37007.9,27084,25945,27280,25904,31374,33878,29000,27500,29000,27500,33000,35500,35,WFRC,WFRC,0,0,1500,0,0,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion, bump in 2042 due to increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,2696.78939700192
312,0071_004.1,1,1.0946,1.0117,1.0095,1.0106,2526,33855.7,34687.4,35544.1,34095.6,39903.7,39847.4,30930,31690,32472,31149,36455,36404,33500,34000,35000,33500,39000,39000,35,WFRC,WFRC,0,0,0,0,0,0,500,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion, bump in 2042 due to increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,1214.90441509426
313,0071_004.7,1,1.0946,1.0117,1.0095,1.0106,-9566,47701.8,50141.8,50406.2,47982.3,52217.2,57938.5,43579,45808,46050,43835,47704,52931,34000,36000,36500,34500,38000,43500,35,WFRC,WFRC,0,0,-500,0,0,1000,0,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion",,0,,0,1,0,0,0,0,0,0,Salt Lake,522.87406029235
314,0071_005.0,1,1.0946,1.0117,1.0095,1.0106,-20255,58143.9,59464.3,60553.6,60440.2,67903.8,71030.1,53119,54325,55320,55217,62035,64891,33000,34000,35000,35000,42000,44500,35,WFRC,WFRC,0,0,0,0,500,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,274.202609182123
315,0071_005.1,1,1.0946,1.0117,1.0095,1.0106,-9155,45993.9,47491.1,47874.8,48421.5,53540.1,55728.0,42019,43387,43737,44237,48913,50912,33000,34000,34500,35000,40000,42000,35,WFRC,WFRC,0,0,0,500,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,754.28651314842
316,0071_005.5,1,1.0946,1.0117,1.0095,1.0106,3382,36874.7,37543.7,38004.9,38024.1,42489.4,44153.6,33688,34299,34720,34738,38817,40338,37000,37500,38000,38000,42000,43500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1174.1576336013
317,0071_006.0,1,1.0946,1.0117,1.0095,1.0106,5762,9340.9,10111.1,11222.1,11519.6,14898.7,16388.4,8534,9237,10252,10524,13611,14972,14500,15000,16000,16500,19500,20500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1173.9881270178
318,0071_006.6,1,1.0946,1.0117,1.0095,1.0106,4335,10903.6,11551.4,12842.1,13003.1,16446.5,18063.6,9961,10553,11732,11879,15025,16502,14500,15000,16000,16000,19500,21000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1372.7150069318
319,0071_007.2,1,1.0924,1.0104,1.0243,1.01735,-5569,23231.0,21898.5,23667.4,24489.8,26633.1,28126.5,21266,20046,21666,22418,24380,25747,15500,14500,16000,17000,19000,20000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"none, dip in 2023 due to increased lanes on I-15",,0,,0,1,0,0,0,0,0,0,Salt Lake,1059.89960008632
320,0071_007.7,1,1.0924,1.0104,1.0243,1.01735,2130,23294.0,20817.1,22313.8,22687.3,23986.5,25382.8,21324,19056,20426,20768,21958,23236,23500,21000,22500,23000,24000,25500,35,WFRC,WFRC,0,0,0,0,500,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15",,0,,0,1,0,0,0,0,0,0,Salt Lake,1062.72656814752
321,0071_008.2,1,1.0924,1.0104,1.0243,1.01735,4436,25151.1,17332.9,19364.9,18972.0,20459.3,21888.9,23024,15867,17727,17367,18729,20037,27500,20500,22000,22000,23000,24500,35,WFRC,WFRC,0,0,3500,3500,5000,5000,5000,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15. Shift from 1300 E to 700 E",,0,,0,1,0,0,0,0,0,0,Salt Lake,2122.83916926869
322,0071_009.2,1,1.0946,1.0117,1.0095,1.0106,-3267,34837.5,29885.0,32001.1,31356.8,33292.8,34253.8,31827,27302,29235,28647,30415,31293,28500,24000,26000,25500,27000,28000,35,WFRC,WFRC,0,0,1500,1500,4000,3500,3500,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15. Shift from 1300 E to 700 E",,0,,0,1,0,0,0,0,0,0,Salt Lake,1080.97437736912
323,0071_009.7,1,1.0946,1.0117,1.0095,1.0106,3475,28208.2,26790.5,29164.9,29348.6,35781.4,36987.6,25770,24475,26644,26812,32689,33791,29000,28000,30000,30500,36000,37500,35,WFRC,WFRC,0,0,-1000,-500,0,-500,0,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,1094.97692248439
324,0071_010.2,1,1.0946,1.0117,1.0095,1.0106,5472,38070.8,34394.7,36641.9,35915.4,43327.0,45421.6,34781,31422,33475,32811,39582,41496,40500,37000,39000,38500,45000,47000,35,WFRC,WFRC,0,0,0,0,500,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,1008.94806003009
325,0071_010.7,1,1.0946,1.0117,1.0095,1.0106,-5770,38777.7,33386.9,35593.4,34726.6,40651.8,41992.2,35426,30501,32517,31725,37138,38363,29500,24500,26500,26000,31500,32500,35,WFRC,WFRC,0,0,0,0,1000,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,1596.73441161309
326,0071_011.5,1,1.0946,1.0117,1.0095,1.0106,-6278,39333.5,34239.1,36216.5,35134.9,42062.3,43200.6,35934,31280,33087,32098,38427,39467,29500,25000,27000,26000,32000,33000,35,WFRC,WFRC,0,0,0,-500,1000,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,535.932982258749
327,0071_011.7,1,1.0946,1.0117,1.0095,1.0106,-4737,36781.9,33492.5,35295.6,34877.8,41251.1,42538.6,33603,30598,32245,31864,37686,38862,29000,26000,27500,27000,33000,34000,35,WFRC,WFRC,0,0,0,-500,0,0,0,1,1,1,1,1,1,1,"none, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,942.938924897683
328,0071_012.2,1,1.0946,1.0117,1.0095,1.0106,-4537,36562.6,33522.7,35105.5,34456.8,40603.9,42110.7,33403,30626,32072,31479,37095,38471,29000,26000,27500,27000,32500,34000,35,WFRC,WFRC,0,0,0,0,500,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,845.63485411061
329,0071_012.6,1,1.0946,1.0117,1.0095,1.0106,-10940,43571.8,41060.3,42487.3,42473.3,48542.1,49886.3,39806,37512,38815,38803,44347,45575,29000,26500,28000,28000,33500,34500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"none, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,297.86294548465
330,0071_012.7,1,1.0946,1.0117,1.0095,1.0106,414,24296.5,23899.2,25540.0,26248.0,28287.3,29685.0,22197,21834,23333,23980,25843,27119,22500,22000,23500,24500,26500,27500,35,WFRC,WFRC,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1373.37118173964
331,0071_013.3,1,1.0946,1.0117,1.0095,1.0106,11974,17601.4,17198.9,18773.0,19317.1,20493.4,21598.1,16080,15712,17151,17648,18722,19732,28000,27500,29000,29500,30500,31500,35,WFRC,WFRC,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1545.18933106778
332,0071_014.1,1,1.0946,1.0117,1.0095,1.0106,14117,16465.9,16200.0,17659.6,17881.6,18959.3,19899.1,15043,14800,16133,16336,17321,18179,29000,29000,30000,30500,31500,32500,35,WFRC,WFRC,0,0,500,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1099.58402582883
333,0071_014.6,1,1.0946,1.0117,1.0095,1.0106,8593,20289.5,20054.0,21243.9,21405.8,22864.4,23851.7,18536,18321,19408,19556,20888,21790,27000,27000,28000,28000,29500,30500,35,WFRC,WFRC,0,0,500,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,2391.56649424061
334,0071_015.7,1,1.0946,1.0117,1.0095,1.0106,-813,30228.0,30526.6,31890.4,32697.8,33359.4,34452.4,27616,27888,29134,29872,30476,31475,27000,27000,28500,29000,29500,30500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1725.61513650197
335,0071_016.5,1,1.0946,1.0117,1.0095,1.0106,3371,37749.9,38225.6,40022.1,40398.0,41588.5,42992.3,34487,34922,36563,36907,37994,39277,38000,38500,40000,40500,41500,42500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1867.42383874798
336,0071_017.4,1,1.0946,1.0117,1.0095,1.0106,-2387,40362.8,40883.4,42230.2,42731.0,44569.3,46176.8,36874,37350,38580,39038,40717,42186,34500,35000,36000,36500,38500,40000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1879.86658154163
337,0071_018.3,1,1.0924,1.0104,1.0243,1.01735,-5621,49159.2,50400.4,50698.5,47380.8,50479.9,52563.4,45001,46137,46410,43373,46210,48117,39500,40500,41000,38000,40500,42500,35,WFRC,WFRC,0,0,0,-500,2500,0,0,1,1,1,1,1,1,1,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1879.28768948656
338,0071_019.2,1,1.0924,1.0104,1.0243,1.01735,-12174,51019.7,51642.0,48461.2,47634.2,50590.8,52354.4,46704,47274,44362,43605,46312,47926,34500,35000,32000,31500,34000,36000,35,WFRC,WFRC,0,0,0,3500,4000,2500,3000,0,0,0,0,0,0,0,unnecessary drop due to area change,,0,,0,0,0,0,0,0,0,0,Salt Lake,873.661768076559
339,0071_019.6,1,1.0946,1.0117,1.0095,1.0106,2463,51924.2,53209.9,52581.6,53335.7,55471.3,57531.8,47437,48611,48037,48726,50677,52560,50000,51000,50500,51000,53000,55000,35,WFRC,WFRC,0,0,0,500,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1000.8984727879
