OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFac,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURR,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length
783,0115_000.3,1,1.0924,1.0104,1.0243,1.01735,-1972,18099.7,19191.6,20537.7,20109.6,22436.1,24159.2,16569,17568,18801,18409,20538,22116,14500,15500,17000,16500,18500,20000,49,MAG,MAG,0,0,0,0,-500,0,0,0,1,0,0,0,0,0,Nebo Beltway done in 2032,,0,,0,1,0,0,0,0,0,0,Utah,555.686046438941
784,0115_000.5,1,1.0924,1.0104,1.0243,1.01735,-2133,20638.3,22237.4,24560.0,23225.0,28401.7,30589.7,18893,20356,22483,21261,25999,28002,17000,18000,20500,19000,24000,26000,49,MAG,MAG,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Nebo Beltway done in 2032,,0,,0,1,0,0,0,0,0,0,Utah,287.611976844309
785,0115_000.7,1,1.0918,1.0107,1.0324,1.02155,-6965,11199.5,12288.2,13563.3,13575.3,0.0,0.0,10258,11255,12423,12434,0,0,3300,4300,5500,5500,0,0,49,MAG,MAG,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Nebo Beltway done in 2032,,0,,0,1,1,1,1,0,0,0,Utah,441.386671393755
786,0115_000.9,1,1.0918,1.0107,1.0324,1.02155,2,3593.0,3989.2,4491.2,5311.0,7401.0,10821.1,3291,3654,4114,4864,6779,9911,3300,3700,4100,4900,6800,9900,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,723.752584034665
787,0115_001.2,1,1.0918,1.0107,1.0324,1.02155,1991,1421.0,1516.4,1683.8,3932.0,6381.2,10070.0,1302,1389,1542,3601,5845,9223,3300,3400,3500,5600,7800,11000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,1214.47819554516
788,0115_001.8,1,1.0918,1.0107,1.0324,1.02155,1992,1419.9,1515.3,1683.4,3501.3,7657.6,17499.3,1301,1388,1542,3207,7014,16028,3300,3400,3500,5200,9000,18000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,314.734220906108
789,0115_001.9,1,0.9593,0.9859,1.003,0.99445,1816,1417.3,1513.2,1682.8,3621.6,7562.9,12876.4,1477,1577,1754,3775,7884,13423,3300,3400,3600,5600,9700,15000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,725.193731441454
790,0115_002.3,1,0.9593,0.9859,1.003,0.99445,1816,1417.1,1503.8,1668.5,3728.6,7926.7,14358.7,1477,1568,1739,3887,8263,14968,3300,3400,3600,5700,10000,17000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,1079.87393023173
791,0115_002.8,1,0.984,1.0276,1.0316,1.0296,235,1908.1,1944.4,2236.7,2859.9,2883.1,7264.9,1939,1976,2273,2906,2930,7383,2200,2200,2500,3100,3200,7600,49,MAG,MAG,0,0,0,0,0,0,-500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,1,0,0,Utah,1127.68240592304
792,0115_003.3,1,0.984,1.0276,1.0316,1.0296,498,1649.4,1682.5,1941.5,2581.3,2764.6,6217.1,1676,1710,1973,2623,2810,6318,2200,2200,2500,3100,3300,6800,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,749.573514482045
793,0115_003.7,1,0.984,1.0276,1.0316,1.0296,265,762.6,782.8,689.3,1184.4,1503.4,3705.0,775,796,701,1204,1528,3765,1000,1100,950,1500,1800,4000,49,MAG,MAG,0,0,0,150,0,0,-500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,1,0,0,Utah,1132.96690368679
794,0115_004.2,1,0.984,1.0276,1.0316,1.0296,144,881.5,899.2,787.6,1287.1,2075.2,5546.6,896,914,800,1308,2109,5637,1000,1100,950,1500,2300,5800,49,MAG,MAG,0,0,0,150,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,1008.76615387139
795,0115_004.7,1,0.984,1.0276,1.0316,1.0296,-107,1128.9,1198.8,1135.0,1711.8,2869.9,6753.8,1147,1218,1153,1740,2917,6864,1000,1100,1000,1600,2800,6800,49,MAG,MAG,0,0,0,100,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,1,0,0,Utah,439.449321431854
796,0115_004.9,1,0.984,1.0276,1.0316,1.0296,165,861.0,896.6,797.0,1614.4,2829.8,5282.5,875,911,810,1641,2876,5368,1000,1100,1000,1800,3000,5500,49,MAG,MAG,0,0,0,100,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,884.723819989673
797,0115_005.3,1,0.984,1.0276,1.0316,1.0296,110,914.9,944.9,853.3,2712.7,7362.7,17605.7,930,960,867,2757,7482,17892,1000,1100,1000,2900,7600,18000,49,MAG,MAG,0,0,0,100,0,0,0,0,0,0,0,0,0,0,smooth,,0,,0,0,0,0,0,1,0,0,Utah,697.573730803288
798,0115_005.7,1,1.0918,1.0107,1.0324,1.02155,299,1201.1,1381.2,1971.3,4096.2,7088.9,8012.3,1100,1265,1806,3752,6493,7339,1400,1600,2100,4100,6800,7600,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,1367.04011436289
799,0115_006.3,1,1.0918,1.0107,1.0324,1.02155,-256,1806.6,2400.7,4923.5,7609.7,25390.8,23157.3,1655,2199,4510,6970,23256,21210,1400,1900,4300,6700,23000,21000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none, jump in 2042 due to increased lanes",,0,,0,1,0,0,0,1,0,0,Utah,1577.24757800889
800,0115_007.1,1,1.0924,1.0104,1.0243,1.01735,-206,3770.9,4598.4,6690.9,7942.9,2705.1,3237.8,3452,4209,6125,7271,2476,2964,3200,4000,5900,7100,2300,2800,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none, dipin 2042 due to increased use of road to the north",,0,,0,1,0,0,1,0,0,0,Utah,1287.06857323105
801,0115_007.7,1,1.0946,1.0117,1.0095,1.0106,-3767,7676.7,8012.7,9337.8,10368.8,4274.7,4293.7,7013,7320,8531,9473,3905,3923,3200,3600,4800,5700,150,150,49,MAG,MAG,0,0,0,0,0,500,500,0,0,0,0,0,0,0,"smoothing, dip in 2042 due to increased use of road to the north",,0,,0,1,0,1,1,0,0,0,Utah,1199.03108654903
802,0126_000.0,1,1.0924,1.0104,1.0243,1.01735,-7587,29977.5,28943.6,31819.6,30547.2,35284.6,37244.3,27442,26495,29128,27963,32300,34094,20000,19000,21500,20500,24500,26500,11,WFRC,WFRC,0,0,0,-500,1500,0,0,0,1,0,0,0,0,0,US-89 grade separation in 2023,,0,,0,1,0,0,0,0,0,0,Davis,335.319581004103
803,0126_000.2,1,1.0924,1.0104,1.0243,1.01735,-5595,31973.8,35380.9,34124.9,34120.7,37680.9,36079.1,29269,32388,31238,31235,34494,33027,23500,27000,25500,25500,29000,27500,11,WFRC,WFRC,0,0,0,0,1000,-1000,1000,0,1,0,0,0,0,0,WDC in 2028,,0,,0,1,0,0,0,0,0,0,Davis,299.5920703593
804,0126_000.3,1,1.0924,1.0104,1.0243,1.01735,5555,19793.5,17366.9,15802.4,19074.3,20626.6,23233.0,18119,15898,14466,17461,18882,21268,23500,21500,20000,23000,24500,27000,11,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"US-89 grade separation in 2023, WDC in 2028",,0,,0,1,0,0,0,0,0,0,Davis,718.668976790662
805,0126_000.6,1,1.0946,1.0117,1.0095,1.0106,2654,22245.9,20414.6,22414.5,27648.4,30588.0,35454.7,20323,18650,20477,25259,27944,32391,23000,21500,23000,28000,30500,35000,11,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,US-89 grade separation in 2023,,0,,0,1,0,0,0,0,0,0,Davis,329.427110216437
806,0126_000.8,1,1.0946,1.0117,1.0095,1.0106,10578,13571.8,13570.9,13982.3,18110.8,20033.2,23767.7,12399,12398,12774,16546,18302,21714,23000,23000,23500,27000,29000,32500,11,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Davis,1994.45777485298
807,0126_001.7,1,1.0946,1.0117,1.0095,1.0106,2248,21381.2,21735.3,22066.4,26922.7,29261.6,32693.0,19533,19857,20159,24596,26733,29868,22000,22000,22500,27000,29000,32000,11,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Davis,364.47987105628
808,0126_001.9,1,1.0946,1.0117,1.0095,1.0106,8696,14322.5,14312.2,14581.6,19548.1,20498.3,22197.4,13085,13075,13321,17859,18727,20279,22000,22000,22000,26500,27500,29000,11,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Additional capacity on parallel corridor (I-15) in 2023,,0,,0,0,0,0,0,0,0,0,Davis,976.224517726969
809,0126_002.3,1,1.0946,1.0117,1.0095,1.0106,5202,18147.0,18283.9,18598.4,24079.6,25764.5,28189.8,16579,16704,16991,21999,23538,25754,22000,22000,22000,27000,28500,31000,11,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Additional capacity on parallel corridor (I-15) in 2023,,0,,0,0,0,0,0,0,0,0,Davis,2150.93507987611
810,0126_003.3,1,1.0946,1.0117,1.0095,1.0106,5723,12957.6,13131.1,13495.4,20245.0,22044.8,23888.1,11838,11996,12329,18495,20140,21824,17500,17500,18000,24000,26000,27500,11,WFRC,WFRC,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Additional capacity on parallel corridor (I-15) in 2023,,0,,0,1,0,0,0,0,0,0,Davis,1078.63273096212
811,0126_003.8,1,1.0946,1.0117,1.0095,1.0106,3063,16648.1,14262.4,15171.2,21341.6,23298.2,23977.9,15209,13030,13860,19497,21285,21906,18500,16000,17000,22500,24500,25000,11,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Additional capacity on parallel corridor (I-15) in 2023,,0,,0,1,0,0,0,0,0,0,Davis,1569.8464050279
812,0126_004.6,1,1.0924,1.0104,1.0243,1.01735,1082,21011.5,17203.8,19690.0,27145.9,30914.5,28804.8,19234,15749,18025,24850,28300,26368,20500,17000,19000,26000,29500,27500,11,WFRC,WFRC,0,0,0,0,0,-1500,1500,0,1,0,0,0,0,0,Additional capacity on parallel corridor (I-15) in 2023,,0,,0,1,0,0,0,0,0,0,Davis,1401.65887766924
813,0126_005.2,1,1.0924,1.0104,1.0243,1.01735,-197,22408.3,18592.3,20880.0,26645.7,29579.4,28570.0,20513,17020,19114,24392,27077,26153,20500,17000,19000,24000,27000,26000,11,WFRC,WFRC,0,0,0,0,0,-1000,500,0,1,0,0,0,0,0,Additional capacity on parallel corridor (I-15) in 2023,,0,,0,1,0,0,0,0,0,0,Davis,513.614022569267
814,0126_005.4,1,1.0946,1.0117,1.0095,1.0106,-13139,36619.9,33529.8,35402.9,40867.9,45904.1,45632.9,33455,30632,32343,37336,41937,41689,20500,17500,19000,24000,29000,28500,11,WFRC,WFRC,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,Additional capacity on parallel corridor (I-15) in 2023,,0,,0,1,0,0,0,0,0,0,Davis,629.633299640457
815,0126_005.7,1,1.0946,1.0117,1.0095,1.0106,-11832,43534.3,44922.0,45604.3,52245.2,56870.1,58935.9,39772,41040,41663,47730,51955,53842,28000,29000,30000,36000,40000,42000,11,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Davis,739.688475233098
816,0126_006.1,1,1.0946,1.0117,1.0095,1.0106,-844,35261.5,35686.9,21263.6,19196.7,22667.9,23120.9,32214,32603,19426,17538,20709,21123,31500,32000,18500,16500,20000,20500,11,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,1,0,0,New 1800 N Interchange in 2028,,0,,0,1,0,0,1,0,0,0,Davis,333.974422535023
817,0126_006.2,1,1.0946,1.0117,1.0095,1.0106,2177,25548.2,25487.7,15281.1,14256.0,16764.4,15792.6,23340,23285,13960,13024,15316,14428,25500,25500,16000,15000,17500,16500,11,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,1,0,0,New 1800 N Interchange in 2028,,0,,0,1,0,0,1,0,0,0,Davis,1073.17649546391
818,0126_006.7,1,1.0946,1.0117,1.0095,1.0106,4440,23070.9,22457.3,14239.5,13829.0,16229.0,15322.5,21077,20516,13009,12634,14826,13998,25500,25000,17500,17000,19500,18500,11,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,1,0,0,New 1800 N Interchange in 2028,,0,,0,1,0,0,1,0,0,0,Davis,1076.16277435161
819,0126_007.2,1,1.0924,1.0104,1.0243,1.01735,1124,24980.8,22333.9,23201.5,19823.0,23631.1,20570.5,22868,20445,21239,18146,21632,18831,24000,21500,22500,19500,23000,20000,11,WFRC,WFRC,0,0,0,0,3500,0,0,0,1,0,0,1,0,0,Adjust to account for area type change. 2050 I-15 capacity added.,,0,,0,1,0,0,1,0,0,0,Davis,1081.08850115544
820,0126_007.7,1,1.0924,1.0104,1.0243,1.01735,-1388,27725.1,24711.5,23060.8,18608.3,22467.5,19576.3,25380,22621,21110,17034,20567,17920,24000,21000,19500,15500,19000,16500,11,WFRC,WFRC,0,0,0,0,2500,0,0,0,1,0,0,1,0,0,Adjust to account for area type  change to be consistent with southern segment in 2028. 2050 I-15 capacity added.,,0,,0,1,0,0,1,0,0,0,Davis,1072.34922826383
821,0126_008.2,1,1.0924,1.0104,1.0243,1.01735,-6700,33528.1,29862.2,21417.5,22108.2,24297.2,21684.9,30692,27336,19606,20238,22242,19851,24000,20500,13000,13500,15500,13000,57,WFRC,WFRC,0,0,0,0,0,-1500,1500,0,1,0,0,1,0,0,New 1800 N interchange in 2028,,0,,0,1,0,0,1,0,0,0,Weber,1076.46190700087
822,0126_008.7,1,1.0924,1.0104,1.0243,1.01735,-2641,49791.7,46251.6,44898.3,48657.2,54073.1,54149.7,45580,42339,41101,44542,49499,49569,43000,39500,38500,42000,47000,47000,57,WFRC,WFRC,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,New capacity on I-15 in 2023. New capacity on 5600 S in 2028.,,0,,0,1,0,0,0,0,0,0,Weber,837.446088274288
823,0126_009.1,1,1.0924,1.0104,1.0243,1.01735,-4967,35165.2,34823.8,32950.7,33640.0,35064.2,37571.5,32191,31878,30164,30795,32098,34394,27000,27000,25000,26000,27000,29500,57,WFRC,WFRC,0,0,500,0,0,0,0,0,1,0,0,0,0,0,New capacity on 5600 S in 2028.,,0,,0,1,0,0,0,0,0,0,Weber,254.040796194154
824,0126_009.2,1,1.0946,1.0117,1.0095,1.0106,771,28955.6,28664.7,27837.7,28415.8,29653.8,31805.4,26453,26187,25432,25960,27091,29057,27000,27000,26000,26500,28000,30000,57,WFRC,WFRC,0,0,500,0,0,0,0,0,1,0,0,0,0,0,New capacity on 5600 S in 2028.,,0,,0,1,0,0,0,0,0,0,Weber,1052.00212369206
825,0126_009.7,1,1.0924,1.0104,1.0243,1.01735,504,29188.9,29183.0,29606.1,29538.7,30923.5,32236.8,26720,26715,27102,27040,28308,29510,27000,27000,27500,27500,29000,30000,57,WFRC,WFRC,0,0,500,0,500,0,0,1,1,1,1,1,1,1,Smoothing,,0,,0,0,0,0,0,0,0,0,Weber,1073.17653497661
826,0126_010.2,1,1.0924,1.0104,1.0243,1.01735,-4890,32971.8,32913.0,34218.0,34059.7,37530.9,41334.9,30183,30129,31324,31179,34356,37839,25500,25000,26500,26500,29500,33000,57,WFRC,WFRC,0,0,-500,0,0,0,0,0,1,0,0,0,0,0,Smoothing and match small dip in 2023 in adjacent segments,,0,,0,1,0,0,0,0,0,0,Weber,1076.58092286409
827,0126_010.7,1,1.0924,1.0104,1.0243,1.01735,3053,23217.6,22749.1,24476.7,24617.7,27287.5,27976.1,21254,20825,22406,22535,24979,25610,24500,24000,25500,25500,28000,28500,57,WFRC,WFRC,0,0,0,0,0,-500,0,0,1,0,0,0,0,0,Smoothing,,0,,0,1,0,0,0,0,0,0,Weber,1098.87265491232
828,0126_011.2,1,1.0924,1.0104,1.0243,1.01735,6,17914.7,18020.3,19512.3,20228.1,23952.4,24937.8,16399,16496,17862,18517,21926,22828,16500,16500,18000,18500,22000,23000,57,WFRC,WFRC,0,0,-500,0,0,-500,0,0,1,0,0,0,0,0,Smoothing and match small dip in 2023 in adjacent segments,,0,,0,1,0,0,0,0,0,0,Weber,1065.82214570851
829,0126_011.7,1,1.0924,1.0104,1.0243,1.01735,4000,23827.3,22899.1,21041.6,22508.4,27396.2,28277.2,21812,20962,19262,20605,25079,25885,26000,25000,23500,24500,29000,30000,57,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,New I-15 capacity in 2023. New Midland capacity/connectivity in 2028,,0,,0,1,0,0,0,0,0,0,Weber,2117.93982284248
830,0126_012.7,1,1.0924,1.0104,1.0243,1.01735,4266,23536.5,22890.4,19625.3,21742.5,27649.5,29009.1,21546,20954,17965,19903,25311,26555,26000,25000,22000,24000,29500,31000,57,WFRC,WFRC,0,0,0,0,0,-500,0,0,1,0,0,0,0,0,New I-15 capacity in 2023. New Midland capacity/connectivity in 2028,,0,,0,1,0,0,0,0,0,0,Weber,1333.54882784425
831,0126_013.3,1,1.0918,1.0107,1.0324,1.02155,-3129,23666.8,19695.5,18332.6,15763.2,21192.1,22343.8,21677,18039,16791,14438,19410,20465,18500,15000,13500,11500,16500,17500,57,WFRC,WFRC,0,0,2000,2000,2000,2000,2000,0,1,0,0,0,0,0,New Midland capacity/connectivity in 2028. New connectivity in 2032.,,0,,0,1,0,0,0,0,0,0,Weber,683.004117176164
832,0126_013.7,1,1.0918,1.0107,1.0324,1.02155,-1747,22157.8,17815.8,16456.0,16600.3,22116.7,23811.2,20295,16318,15072,15205,20257,21809,18500,14500,13500,13500,18500,20000,57,WFRC,WFRC,0,0,3000,3000,3000,3000,3000,0,1,0,0,0,0,0,New Midland capacity/connectivity in 2028. New connectivity in 2032.,,0,,0,1,0,0,0,0,0,0,Weber,1722.99564595279
833,0126_014.5,1,1.0924,1.0104,1.0243,1.01735,887,7935.1,7375.5,7640.6,8901.9,15259.9,19972.9,7264,6752,6994,8149,13969,18284,8200,7600,7900,9000,15000,19000,57,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Added capacity in 2042,,0,,0,1,0,0,0,0,0,0,Weber,1038.16916813674
834,0126_014.9,1,1.0918,1.0107,1.0324,1.02155,680,8156.3,7539.3,7846.5,8658.8,15084.0,19392.7,7471,6905,7187,7931,13816,17762,8200,7600,7900,8600,14500,18500,57,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Added capacity in 2042,,0,,0,1,0,0,0,0,0,0,Weber,2515.09968237984
835,0126_016.1,1,1.0918,1.0107,1.0324,1.02155,-5535,14942.6,14695.4,15178.1,15540.6,20537.3,25357.7,13686,13460,13902,14234,18810,23226,8200,7900,8400,8700,13500,17500,57,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Added capacity in 2042,,0,,0,1,0,0,0,0,0,0,Weber,3096.70854842668
836,0126_017.5,1,1.0918,1.0107,1.0324,1.02155,-613,9569.0,9097.8,9052.5,8228.8,11711.2,14555.6,8764,8333,8291,7537,10727,13332,8200,7700,7700,6900,10000,12500,57,WFRC,WFRC,0,0,0,500,1500,0,0,0,1,0,0,0,0,0,Smoothing,,0,,0,1,0,0,0,0,0,0,Weber,2527.19572159754
837,0126_018.7,1,1.0918,1.0107,1.0324,1.02155,1498,9306.4,9581.2,10731.6,10758.8,12561.0,13018.9,8524,8776,9829,9854,11505,11924,10000,10500,11500,11500,13000,13500,57,WFRC,WFRC,0,0,500,-500,500,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Weber,2204.91629696006
838,0126_019.7,1,1.0918,1.0107,1.0324,1.02155,7739,2492.5,2334.5,2958.1,3336.4,5785.8,5675.9,2283,2138,2709,3056,5299,5199,10000,9900,10500,11000,13000,13000,57,WFRC,WFRC,0,0,500,0,500,-500,0,1,1,1,1,1,1,1,Smoothing,,0,,0,0,0,0,0,0,0,0,Weber,2291.78954166097
839,0126_020.8,1,0.9593,0.9859,1.003,0.99445,5010,4807.7,4342.1,5061.2,6491.1,10592.6,11701.0,5012,4526,5276,6766,11042,12197,10000,9500,10500,12000,16000,17000,3,WFRC,WFRC,0,0,1000,0,0,0,0,1,1,1,1,1,1,1,Smoothing,,0,,0,0,0,0,0,0,0,0,Box Elder,789.188865330125
840,0126_021.2,1,0.9593,0.9859,1.003,0.99445,-5530,12923.9,11002.7,12289.1,14164.7,19278.3,21242.1,13472,11470,12810,14766,20096,22143,7900,5900,7300,9200,14500,16500,3,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"New capacity on parallel facility, Perry Street connection completed in 2023.",,0,,0,1,0,0,0,0,0,0,Box Elder,928.750054676983
841,0127_000.0,1,1.0918,1.0107,1.0324,1.02155,7705,5867.3,6417.5,10118.8,6267.7,4809.6,5270.0,5374,5878,9268,5741,4405,4827,13000,13500,17000,13500,12000,12500,11,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"WDC in 2028. WDC extensions, etc.",,0,,0,1,0,0,1,0,0,0,Davis,3215.91457793229
842,0127_001.5,1,1.0924,1.0104,1.0243,1.01735,550,13686.3,14730.0,20136.3,17282.7,16991.1,18055.6,12529,13484,18433,15821,15554,16528,13000,14000,19000,16500,16000,17000,11,WFRC,WFRC,0,0,0,0,0,500,0,0,1,0,0,0,0,0,"WDC in 2028. WDC extensions, etc.",,0,,0,1,0,0,0,0,0,0,Davis,392.294702765957
843,0127_001.7,1,1.0924,1.0104,1.0243,1.01735,6777,11480.2,13616.0,13414.1,16540.9,20865.9,23438.4,10509,12464,12279,15142,19101,21456,17500,19000,19000,22000,26000,28000,11,WFRC,WFRC,0,0,-500,500,0,0,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,1749.14258302899
844,0129_000.0,1,1.0946,1.0117,1.0095,1.0106,258,13367.9,14426.2,16830.9,18347.2,18294.5,18859.6,12213,13179,15376,16762,16713,17230,12500,13500,15500,17000,17000,17500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1040.29519494208
845,0129_000.5,1,1.0946,1.0117,1.0095,1.0106,8221,14847.9,16882.1,17993.2,19878.9,19757.5,19959.1,13565,15423,16438,18161,18050,18234,22000,23500,24500,26500,26500,26500,49,MAG,MAG,0,0,0,0,0,500,0,0,0,0,0,0,0,0,smoothing,,0,,0,1,0,0,0,0,0,0,Utah,2033.06110960994
846,0129_001.4,1,1.0946,1.0117,1.0095,1.0106,3531,19982.2,21761.7,27501.4,35329.3,39450.9,37913.4,18255,19881,25125,32276,36041,34637,22000,23500,28500,36000,39500,38000,49,MAG,MAG,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,smoothing,,0,,0,1,0,0,0,0,0,0,Utah,742.235991095639
847,0129_001.8,1,1.0946,1.0117,1.0095,1.0106,-11579,28886.1,30122.6,33407.7,28569.9,33201.3,35676.3,26390,27519,30520,26101,30332,32593,15000,16000,19000,14500,19000,21000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none, dip in 2032 due to new facility south of I-15",,0,,0,1,0,0,0,0,0,0,Utah,329.645508036917
848,0129_001.9,1,1.0946,1.0117,1.0095,1.0106,-4645,21296.8,22018.9,25443.4,21920.8,25196.4,27792.8,19456,20116,23244,20026,23019,25391,15000,15500,18500,15500,18500,20500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,2199.53528837857
849,0129_003.0,1,1.0946,1.0117,1.0095,1.0106,-10606,27950.5,29822.5,33311.1,32356.9,34798.4,37593.9,25535,27245,30432,29560,31791,34345,15000,16500,20000,19000,21000,23500,49,MAG,MAG,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Utah,801.908470775351
850,0129_003.3,1,1.0924,1.0104,1.0243,1.01735,-9146,23950.9,25763.3,28307.5,28184.4,30422.9,32071.3,21925,23584,25913,25800,27850,29359,13000,14500,17000,16500,18500,20000,49,MAG,MAG,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1090.05906625983
851,0129_003.9,1,1.0924,1.0104,1.0243,1.01735,-7223,21849.9,24265.6,26386.4,26802.0,28602.0,29292.1,20002,22213,24155,24535,26183,26814,13000,15000,17000,17500,19000,19500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1281.04290632437
852,0129_004.5,1,1.0924,1.0104,1.0243,1.01735,-11828,24411.0,23068.3,24679.9,25286.3,26984.5,27831.9,22346,21117,22592,23147,24702,25478,10500,9300,11000,11500,13000,13500,49,MAG,MAG,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"none, drop in 2023 due to 1120N",,0,,0,1,0,1,0,0,0,0,Utah,2793.32916297153
853,0129_005.8,1,1.0924,1.0104,1.0243,1.01735,-11948,24541.8,23755.8,25272.0,25682.7,27124.5,29190.0,22466,21746,23134,23510,24830,26721,10500,9800,11000,11500,13000,15000,49,MAG,MAG,0,0,0,0,0,0,0,0,1,0,1,0,0,0,none,,0,,0,1,0,1,0,0,0,0,Utah,802.108899183281
854,0129_006.1,1,1.0924,1.0104,1.0243,1.01735,-9666,26351.4,21985.8,23193.9,23543.1,24738.9,26857.6,24122,20126,21232,21552,22646,24586,14500,10500,11500,12000,13000,15000,49,MAG,MAG,0,0,0,0,0,0,0,0,1,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,2416.5272646868
855,0131_000.0,1,1.0918,1.0107,1.0324,1.02155,0,0.0,12680.5,14833.4,24644.3,26218.5,68671.0,0,11614,13586,22572,24014,62897,0,11500,13500,22500,24000,63000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,2172.50873109141
