OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFactor,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURREV,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length
206,0052_000.5,1,1.0946,1.0117,1.0095,1.0106,5855,35090.4,37274.4,43400.8,47963.1,49001.0,54778.5,32058,34053,39650,43818,44766,50044,38000,40000,45500,49500,50500,56000,49,MAG,MAG,0,0,0,0,0,500,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Utah,323.960761567753
207,0052_000.6,1,1.0946,1.0117,1.0095,1.0106,-1227,42842.2,44902.4,49616.4,53025.9,54607.4,58066.1,39140,41022,45328,48443,49888,53048,38000,40000,44000,47000,48500,52000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,878.235199494499
208,0052_001.0,1,1.0946,1.0117,1.0095,1.0106,4368,36718.9,38375.7,42400.8,45067.3,46344.6,49474.1,33545,35059,38736,41172,42339,45198,38000,39500,43000,45500,46500,49500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1059.24569241417
209,0052_001.5,1,1.0946,1.0117,1.0095,1.0106,4576,32050.5,33634.9,37309.4,40794.0,40657.0,43592.4,29281,30728,34085,37268,37143,39825,34000,35500,38500,42000,41500,44500,49,MAG,MAG,0,0,0,0,0,500,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Utah,447.921918808383
210,0052_001.8,1,1.0946,1.0117,1.0095,1.0106,18247,25747.9,27461.2,29984.1,33031.1,32606.5,33412.9,23523,25088,27393,30176,29789,30525,42000,43500,45500,48500,48000,49000,49,MAG,MAG,0,0,0,0,0,500,500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Utah,631.141381676409
211,0052_002.1,1,1.0946,1.0117,1.0095,1.0106,19782,24068.0,25642.8,28064.2,31837.3,30905.2,31826.3,21988,23427,25639,29086,28234,29076,42000,43000,45500,49000,48000,49000,49,MAG,MAG,0,0,0,0,0,1000,500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Utah,1066.07840698728
212,0052_002.6,1,1.0924,1.0104,1.0243,1.01735,10707,21359.0,22891.2,25083.3,27438.7,27915.3,28794.6,19552,20955,22962,25118,25554,26359,30500,31500,33500,36000,36500,37000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1063.40825255018
213,0052_003.1,1,1.0946,1.0117,1.0095,1.0106,18896,19794.7,21024.4,23166.3,24751.3,25851.3,26746.8,18084,19207,21164,22612,23617,24435,37000,38000,40000,41500,42500,43500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1308.20257635236
214,0052_003.7,1,1.0946,1.0117,1.0095,1.0106,10929,28515.3,30217.5,33517.0,35637.1,37109.0,38687.3,26051,27606,30620,32557,33902,35344,37000,38500,41500,43500,45000,46500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1115.1699220284
215,0053_000.1,1,1.0924,1.0104,1.0243,1.01735,495,15525.8,16262.1,16939.0,18006.5,27633.1,29651.9,14213,14887,15506,16483,25296,27144,14500,15500,16000,17000,26000,27500,57,WFRC,WFRC,0,0,-500,0,0,0,0,0,0,0,0,0,0,0,New capacity in 2042,,0,,0,0,0,0,0,0,0,0,Weber,1892.00580768214
216,0053_000.9,1,1.0924,1.0104,1.0243,1.01735,-301,22246.7,23186.1,23694.9,24671.4,36948.1,38975.9,20365,21225,21691,22585,33823,35679,20000,21000,21500,22500,33500,35500,57,WFRC,WFRC,0,0,-500,500,0,0,0,0,0,0,0,0,0,0,New capacity in 2042,,0,,0,0,0,0,0,0,0,0,Weber,1236.76037787878
217,0053_001.5,1,1.0946,1.0117,1.0095,1.0106,5144,16331.4,16840.4,17140.2,17292.7,18398.4,19356.5,14920,15385,15659,15798,16808,17684,20000,20500,21000,21000,22000,23000,57,WFRC,WFRC,0,0,0,500,500,0,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Weber,309.390185365113
218,0053_001.7,1,1.0946,1.0117,1.0095,1.0106,111,18822.8,18910.3,19729.7,20170.1,23106.7,24371.6,17196,17276,18025,18427,21110,22265,17500,17500,18000,18500,21000,22500,57,WFRC,WFRC,0,0,500,500,500,0,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Weber,310.118195823712
219,0053_001.8,1,1.0946,1.0117,1.0095,1.0106,6213,12143.0,12312.0,13008.8,13088.0,15291.1,16055.7,11094,11248,11885,11957,13970,14668,17500,17500,18000,18000,20000,21000,57,WFRC,WFRC,0,0,200,0,300,0,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Weber,315.311908353945
220,0060_000.0,1,1.0924,1.0104,1.0243,1.01735,11951,4109.5,4196.4,4542.1,5368.4,6623.0,7413.8,3762,3841,4158,4914,6063,6787,15500,16000,16000,17000,18000,18500,57,WFRC,WFRC,0,0,0,500,0,0,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Weber,1661.64899764547
221,0060_000.8,1,1.0918,1.0107,1.0324,1.02155,935,2134.8,2021.3,2171.0,2232.6,2858.1,3514.7,1955,1851,1988,2045,2618,3219,2900,2800,2900,3000,3600,4200,11,WFRC,WFRC,0,0,200,200,200,0,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,6236.45673224069
222,0060_003.7,1,1.0918,1.0107,1.0324,1.02155,-2667,7045.2,7450.2,7853.8,1753.3,2022.7,2423.6,6453,6824,7193,1606,1853,2220,3800,4200,4500,-1061,-814,-447,11,WFRC,WFRC,0,0,0,0,4323,4272,4300,0,1,0,0,0,0,0,New bypass in 2032,,0,,0,1,0,0,0,0,0,0,Davis,1390.45735186346
223,0060_004.4,1,1.0918,1.0107,1.0324,1.02155,-2115,6442.7,6981.8,7241.4,7668.8,7743.2,8728.0,5901,6395,6633,7024,7092,7994,3800,4300,4500,4900,5000,5900,11,WFRC,WFRC,0,0,0,0,-100,200,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,6279.45458510819
224,0060_007.4,1,1.0918,1.0107,1.0324,1.02155,-887,5102.5,5473.7,5665.2,5906.2,6431.9,7217.4,4673,5013,5189,5410,5891,6611,3800,4100,4300,4500,5000,5700,11,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Davis,294.467851072487
225,0065_000.1,1,0.984,1.0276,1.0316,1.0296,1190,310.8,348.2,385.0,397.2,479.3,603.6,316,354,391,404,487,613,1500,1500,1600,1600,1700,1800,35,WFRC,WFRC,0,0,100,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,4931.25316995138
226,0065_002.4,1,0.7161,0.4261,1.1873,0.8067,235,282.0,315.0,358.0,376.0,455.0,539.0,394,440,500,525,635,753,650,700,750,750,850,1000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,12748.1263115735
227,0067_000.0,1,1.2253,1.0119,1.0035,1.0077,719,27999.5,56465.7,65859.2,73592.2,79115.1,89949.8,22851,46083,53749,60061,64568,73410,23500,47000,54500,61000,65500,74000,11,WFRC,WFRC,0,0,-6000,-6000,-6000,-6000,-6000,0,0,0,0,0,0,0,New speed in 2023 and new capacity in 2050. Shift 6000 to I-15 to get rid of 2022 to 2023 dip.,,0,,0,0,0,0,0,0,0,0,Davis,2221.7370403706
228,0067_001.0,1,1.2253,1.0119,1.0035,1.0077,719,27999.5,56465.7,65859.2,73592.2,79115.1,89951.5,22851,46083,53749,60061,64568,73412,23500,47000,54500,61000,65500,74000,11,WFRC,WFRC,0,0,-6000,-6000,-6000,-6000,-6000,0,0,0,0,0,0,0,New speed in 2023 and new capacity in 2050. Shift 6000 to I-15 to get rid of 2022 to 2023 dip.,,0,,0,0,0,0,0,0,0,0,Davis,6405.41328535968
229,0067_004.0,1,1.2253,1.0119,1.0035,1.0077,0,4913.0,8462.1,12614.8,17047.9,16981.0,18311.9,4010,6906,10295,13913,13859,14945,4000,6900,10500,14000,14000,15000,11,WFRC,WFRC,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,Smoothing,FIX SEG,0,FIX SEG,0,0,0,0,0,1,1,1,Davis,786.156208676361
230,0067_004.1,1,1.2253,1.0119,1.0035,1.0077,393,29690.2,59378.7,68195.5,74540.4,79671.9,91489.2,24231,48461,55656,60834,65022,74667,24500,49000,56000,61000,65500,75000,11,WFRC,WFRC,0,0,-6000,-6000,-6000,-6000,-6000,0,0,0,0,0,0,0,New speed in 2023 and new capacity in 2050. Shift 6000 to I-15 to get rid of 2022 to 2023 dip.,"Based on historical trends over the last 10 years with Legacy, and the addition of capacity on I-15 in the next few years, could we discuss whether a bit more growth on I-15 and a bit less on Legacy might make sense? WB",0,,0,0,0,0,0,0,1,0,Davis,7157.91065656132
231,0067_007.3,1,1.2253,1.0119,1.0035,1.0077,5041,27164.1,56431.2,66519.3,72852.3,76217.5,87070.3,22169,46055,54288,59457,62203,71060,27000,51000,59500,64500,67000,76000,11,WFRC,WFRC,0,0,-6000,-6000,-6000,-6000,-6000,0,0,0,0,0,0,0,New speed in 2023 and new capacity in 2050.  Shift 6000 to I-15 to get rid of 2022 to 2023 dip.,,0,,0,0,0,0,0,0,0,0,Davis,5811.27768739756
232,0067_010.1,1,1.2253,1.0119,1.0035,1.0077,5041,27164.1,56431.2,58358.9,61782.4,63804.7,72445.8,22169,46055,47628,50422,52073,59125,27000,51000,52500,55500,57000,64000,11,WFRC,WFRC,0,0,-6000,-6000,-6000,-6000,6000,0,0,0,0,0,0,0,New speed in 2023 and new capacity in 2050.  Shift 6000 to I-15 to get rid of 2022 to 2023 dip.,,0,,0,0,0,0,0,0,0,0,Davis,4150.89867371029
233,0068_000.0,1,0.984,1.0276,1.0316,1.0296,-198,1572.2,1696.4,2042.3,2091.5,2638.1,5511.0,1598,1724,2076,2126,2681,5601,1400,1500,1900,1900,2500,5400,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,large increase in 2050 due to I-15 congestion,,0,,0,0,0,0,0,1,0,0,Utah,19138.8375763939
234,0068_009.1,1,0.984,1.0276,1.0316,1.0296,-241,1614.3,1725.7,2078.4,2129.2,2642.9,5586.5,1641,1754,2112,2164,2686,5677,1400,1500,1900,1900,2400,5400,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Utah,7903.17644255041
235,0068_012.8,1,0.984,1.0276,1.0316,1.0296,-244,1617.8,1727.4,2080.2,2132.1,2647.1,4870.6,1644,1755,2114,2167,2690,4950,1400,1500,1900,1900,2400,4700,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,large increase in 2050 due to I-15 congestion,,0,,0,0,0,0,0,1,0,0,Utah,9283.75749678297
236,0068_017.2,1,1.1568,1.0112,1.0105,1.01085,-8,1628.3,1761.7,2269.1,2350.3,2967.1,5049.2,1408,1523,1962,2032,2565,4365,1400,1500,2000,2000,2600,4400,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,large increase in 2050 due to I-15 congestion,,0,,0,0,0,0,0,1,0,0,Utah,13760.5024645244
237,0068_023.7,1,0.984,1.0276,1.0316,1.0296,-311,1684.1,2536.8,7154.1,8879.0,9148.2,5420.3,1711,2578,7270,9023,9297,5508,1400,2300,7000,8700,9000,5200,49,MAG,MAG,0,0,0,0,-300,0,500,0,0,0,0,0,0,0,"smoothing, drop in 2050 due to Foothill Blvd coming online",,0,,0,1,0,0,0,1,0,0,Utah,1994.55011530233
238,0068_024.7,1,1.0918,1.0107,1.0324,1.02155,573,902.5,1567.7,5851.1,8287.3,7453.9,5164.5,827,1436,5359,7590,6827,4730,1400,2000,5900,8200,7400,5300,49,MAG,MAG,0,0,0,0,-500,500,100,0,0,0,0,0,0,0,"smoothing, drop in 2050 due to Foothill Blvd coming online",,0,,0,1,0,0,0,1,0,0,Utah,1472.94177148012
239,0068_025.0,1,1.0918,1.0107,1.0324,1.02155,6317,5765.3,7847.9,16782.8,19813.4,21005.8,14910.8,5281,7188,15372,18147,19240,13657,11500,13500,21500,24500,25500,20000,49,MAG,MAG,0,0,0,-1000,-500,0,500,0,0,0,0,0,0,0,"smoothing, drop in 2050 due to Foothill Blvd coming online",,0,,0,1,0,0,0,0,0,0,Utah,2431.29359146974
240,0068_026.5,1,1.0918,1.0107,1.0324,1.02155,1655,10856.3,13114.5,22545.8,25992.5,28874.1,20691.6,9943,12012,20650,23807,26446,18952,11500,13500,22500,25500,28000,20500,49,MAG,MAG,0,0,0,-500,0,-1000,1000,0,0,0,0,0,0,0,"smoothing, drop in 2050 due to Foothill Blvd coming online",,0,,0,1,0,0,0,0,0,0,Utah,955.140938167983
241,0068_026.9,1,1.0918,1.0107,1.0324,1.02155,943,11633.4,14457.2,24231.7,26008.0,29082.3,18604.3,10655,13242,22194,23821,26637,17040,11500,14000,23000,25000,27500,18000,49,MAG,MAG,0,0,0,-2000,0,-500,2500,0,0,0,0,0,0,0,"smoothing, drop in 2050 due to Foothill Blvd coming online",,0,,0,1,0,0,0,0,0,0,Utah,905.514495479543
242,0068_027.4,1,1.0918,1.0107,1.0324,1.02155,-8328,21755.3,25321.0,36156.9,28133.0,32391.5,20508.4,19926,23192,33117,25768,29668,18784,11500,15000,25000,17500,21500,10500,49,MAG,MAG,0,0,0,-1500,2000,0,2000,0,0,0,0,0,0,0,"smoothing, drop in 2032 & 2050 due to Foothill Blvd coming online",,0,,0,1,0,0,0,0,0,0,Utah,1963.23753101648
243,0068_028.3,1,1.0924,1.0104,1.0243,1.01735,-10330,23954.2,27582.5,38599.9,36281.8,40347.4,27270.6,21928,25249,35335,33213,36935,24964,11500,15000,25000,23000,26500,14500,49,MAG,MAG,0,0,0,0,500,-500,1000,0,0,0,0,0,0,0,"smoothing, drop in 2050 due to Foothill Blvd coming online",,0,,0,1,0,0,0,0,0,0,Utah,2014.36691258167
244,0068_029.3,1,1.0924,1.0104,1.0243,1.01735,-16531,30728.2,35632.8,43633.6,46654.0,47759.5,32184.7,28129,32619,39943,42708,43720,29462,11500,16000,23500,26000,27000,13000,49,MAG,MAG,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,"smoothing, drop in 2050 due to Foothill Blvd coming online",,0,,0,1,0,1,0,0,0,0,Utah,1041.89743276809
245,0068_029.7,1,1.0918,1.0107,1.0324,1.02155,-18538,32902.3,37060.2,44852.0,48443.7,49826.2,38586.0,30136,33944,41081,44370,45637,35342,11500,15500,22500,26000,27000,17000,49,MAG,MAG,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,"smoothing, drop in 2050 due to Foothill Blvd coming online",,0,,0,1,0,1,0,0,0,0,Utah,1546.50251005476
246,0068_030.5,1,1.0918,1.0107,1.0324,1.02155,-2711,27378.0,33625.9,39149.9,39553.6,37812.1,33297.1,25076,30799,35858,36228,34633,30497,22500,28000,33000,33500,32000,28000,49,MAG,MAG,0,0,0,0,500,1000,1000,0,0,0,0,0,0,0,"smoothing, drop in 2050 due to Foothill Blvd coming online",,0,,0,1,0,0,0,0,0,0,Utah,1052.71450432192
247,0068_031.0,1,1.0918,1.0107,1.0324,1.02155,-17738,44690.4,40511.0,48066.1,53305.8,49921.5,44729.3,40933,37105,44025,48824,45724,40968,23000,19500,26500,31000,28000,23000,49,MAG,MAG,0,0,0,0,-500,2000,2000,0,0,0,0,0,0,0,"smoothing, drop in 2023 due to Riverside Dr, drop in 2050 due to Foothill Blvd",,0,,0,1,0,0,0,0,0,0,Utah,1079.4917908458
248,0068_031.5,1,1.0918,1.0107,1.0324,1.02155,-22012,49356.5,45086.9,55128.8,60691.4,57593.8,55904.6,45207,41296,50493,55588,52751,51204,23000,19500,28500,33500,30500,29000,49,MAG,MAG,0,0,0,0,-500,2000,1500,0,0,0,0,0,0,0,"smoothing, drop in 2023 due to Riverside Dr, drop in 2050 due to Foothill Blvd",,0,,0,1,0,0,0,0,0,0,Utah,494.052742036828
249,0068_031.7,1,1.0924,1.0104,1.0243,1.01735,4390,20542.3,21355.9,22212.8,21595.6,20995.1,18978.0,18805,19550,20334,19769,19219,17373,23000,24000,24500,24000,23500,22000,49,MAG,MAG,0,0,0,-500,500,1000,1500,0,0,0,0,0,0,0,"smoothing, drop in 2050 due to Foothill Blvd",,0,,0,1,0,0,0,0,0,0,Utah,2144.51207853794
250,0068_032.7,1,1.0924,1.0104,1.0243,1.01735,-2949,29493.5,23723.5,21321.4,17918.2,19117.8,16704.5,26999,21717,19518,16403,17501,15292,24000,19000,16500,13500,14500,12500,49,MAG,MAG,0,0,500,500,1500,0,0,0,0,0,0,0,0,0,"smoothing, drops due to improvements to Foothill Blvd",,0,,0,1,0,0,1,0,0,0,Utah,1776.6257850676
251,0068_033.6,1,1.0924,1.0104,1.0243,1.01735,-17825,45744.0,28167.0,25743.2,20785.0,23327.3,21392.6,41875,25785,23566,19027,21354,19583,24000,8000,5700,1200,3500,1800,49,MAG,MAG,0,0,3800,3000,1800,-300,100,0,0,0,0,0,0,0,"smoothing, drops due to improvements to Foothill Blvd",,0,,0,1,0,0,1,0,0,0,Utah,1973.77276808692
252,0068_034.5,1,1.0918,1.0107,1.0324,1.02155,-16578,44357.9,37330.3,26154.1,22103.9,24787.0,24115.2,40628,34192,23955,20245,22703,22088,24000,17500,7400,3700,6100,5500,49,MAG,MAG,0,0,500,2000,1500,-500,-200,0,0,0,0,0,0,0,"smoothing, drops due to improvements to Foothill Blvd",,0,,0,1,0,0,1,0,0,0,Utah,54.498740665882
253,0068_034.6,1,1.0918,1.0107,1.0324,1.02155,-15942,43788.3,47139.1,20230.0,23885.7,23639.1,19828.0,40107,43176,18529,21877,21651,18161,24000,27000,2600,5900,5700,2200,49,MAG,MAG,0,0,0,3000,500,600,600,0,0,0,0,0,0,0,"smoothing, drop in 2028 and 2050 due to improvements to Foothill Blvd",,0,,0,1,0,0,1,0,0,0,Utah,3321.12092677424
254,0068_036.0,1,1.0918,1.0107,1.0324,1.02155,-8350,43287.8,47398.0,19376.0,24841.1,25254.6,20472.6,39648,43413,17747,22752,23131,18751,31500,35000,9400,14500,15000,10500,35,WFRC,WFRC,0,0,0,0,0,1000,1000,0,1,0,0,1,0,0,"smoothing, dip in 2028 due to mtn view corridor, dip in 2050 due to mtn view corridor expansion & porter rockwell/I-15 connection",,0,,0,1,0,0,1,0,0,0,Salt Lake,4389.81468034307
255,0068_038.1,1,1.0918,1.0107,1.0324,1.02155,2572,23224.5,21975.2,26184.0,22259.7,25396.4,29679.9,21272,20127,23982,20388,23261,27184,24000,22500,26500,23000,26000,30000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"none, dip in 2023 due to porter rockwell connection over jordan river, dip in 2032 due to increased lanes on porter rockwell and bangerter becoming a freeway",,0,,0,1,0,0,0,0,0,0,Salt Lake,2250.26434620127
256,0068_039.2,1,1.0918,1.0107,1.0324,1.02155,6845,18559.5,15271.2,19253.3,15729.8,18776.1,22916.7,16999,13987,17634,14407,17197,20990,24000,21000,24500,21500,24000,28000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"none, dip in 2023 due to porter rockwell connection over jordan river, dip in 2032 due to increased lanes on porter rockwell and bangerter becoming a freeway",,0,,0,1,0,0,0,0,0,0,Salt Lake,1342.96936715312
257,0068_039.8,1,1.0918,1.0107,1.0324,1.02155,6561,18869.3,28071.5,32207.4,26672.2,31045.5,39441.9,17283,25711,29499,24430,28435,36126,24000,32500,36000,31000,35000,42500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Salt Lake,549.158758382616
258,0068_040.1,1,1.0918,1.0107,1.0324,1.02155,5954,24013.5,23090.3,23542.4,23289.5,28472.5,34702.1,21994,21149,21563,21331,26078,31784,28000,27000,27500,27500,32000,37500,35,WFRC,WFRC,0,0,1000,0,500,0,0,0,0,0,0,0,0,0,"smoothing, growth in 2050 due to bangerter/I-15 reaching capacity",,0,,0,1,0,0,0,0,0,0,Salt Lake,1642.72179092822
259,0068_040.8,1,1.0918,1.0107,1.0324,1.02155,-6293,23042.7,24127.0,24130.1,27437.5,31218.3,37620.3,21105,22098,22101,25131,28593,34457,15000,16000,16000,19000,22500,28000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none, no growth in 2028 due to increased lanes on I-15, growth in 2050 due to bangerter/I-15 reaching capacity",,0,,0,0,0,0,0,0,0,0,Salt Lake,1032.70416027612
260,0068_041.3,1,1.0924,1.0104,1.0243,1.01735,-7621,24506.2,25309.7,26077.0,27455.0,31491.2,36861.6,22433,23169,23871,25133,28828,33744,15000,15500,16000,17500,21000,26000,35,WFRC,WFRC,0,0,0,0,500,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,2131.97963903964
261,0068_042.3,1,1.0924,1.0104,1.0243,1.01735,-5284,26684.3,28213.0,30740.8,30679.3,31967.0,36457.7,24427,25827,28141,28084,29263,33374,19000,20500,23000,23000,24000,28000,35,WFRC,WFRC,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,2137.20465995408
262,0068_043.3,1,1.0924,1.0104,1.0243,1.01735,-7760,29388.5,30659.8,33125.1,32538.5,33642.3,38001.3,26903,28066,30323,29786,30797,34787,19000,20500,22500,22000,23000,27000,35,WFRC,WFRC,0,0,0,-500,500,500,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1068.1254491866
263,0068_043.8,1,1.0924,1.0104,1.0243,1.01735,3938,26098.1,25550.1,27335.1,26729.4,27530.5,31073.2,23891,23389,25023,24469,25202,28445,28000,27500,29000,28500,29000,32500,35,WFRC,WFRC,0,0,500,0,1000,500,0,0,0,0,0,0,0,0,"smoothing, slow growth due to I-15 increasing lanes",,0,,0,0,0,0,0,0,0,0,Salt Lake,2656.93555054578
264,0068_045.1,1,1.0924,1.0104,1.0243,1.01735,-4269,36846.2,29108.4,35572.0,33129.0,34812.2,37269.1,33730,26646,32563,30327,31868,34117,29500,22500,28500,26000,27500,30000,35,WFRC,WFRC,0,0,3000,-500,500,500,0,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to I-15 increase lanes,dip in 2032 due to bangerter expansion",,0,,0,1,0,0,0,0,0,0,Salt Lake,1587.70615622426
265,0068_045.8,1,1.0946,1.0117,1.0095,1.0106,-1383,35310.7,33194.8,36526.0,34983.4,39957.1,42271.3,32259,30326,33369,31960,36504,38618,31000,29000,32000,30500,35000,37000,35,WFRC,WFRC,0,0,0,0,0,-2000,-1000,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",,0,,0,1,0,0,0,0,0,0,Salt Lake,2129.82960712648
266,0068_046.8,1,1.0946,1.0117,1.0095,1.0106,12804,31554.0,28332.5,31579.7,26742.8,29377.9,31237.0,28827,25884,28850,24432,26839,28537,41500,38500,41500,37000,39500,41500,35,WFRC,WFRC,0,0,0,0,500,0,1500,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",,0,,0,1,0,0,0,0,0,0,Salt Lake,928.776619773975
267,0068_047.2,1,1.0924,1.0104,1.0243,1.01735,12060,32302.9,28620.8,31677.5,27694.1,30763.4,32325.1,29571,26200,28998,25352,28161,29591,41500,38500,41000,37500,40000,41500,35,WFRC,WFRC,0,0,0,0,0,0,1000,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",,0,,0,1,0,0,0,0,0,0,Salt Lake,1218.73070123351
268,0068_047.8,1,1.0924,1.0104,1.0243,1.01735,4848,40182.0,36357.3,40084.3,35305.9,37268.3,38840.5,36783,33282,36694,32320,34116,35555,41500,38000,41500,37000,39000,40500,35,WFRC,WFRC,0,0,0,0,0,0,1500,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",,0,,0,1,0,0,0,0,0,0,Salt Lake,1055.0486397527
269,0068_048.3,1,1.0946,1.0117,1.0095,1.0106,10440,35610.5,34897.1,37628.5,33738.3,32611.4,33641.1,32533,31881,34376,30822,29793,30734,43000,42500,45000,41500,40000,41000,35,WFRC,WFRC,0,0,0,0,0,1500,2000,0,1,0,0,0,0,0,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",,0,,0,1,0,0,0,0,0,0,Salt Lake,2131.06781528251
270,0068_049.3,1,1.0924,1.0104,1.0243,1.01735,3046,46025.0,46002.0,49972.8,44211.1,46652.5,39892.3,42132,42111,45746,40472,42706,36518,45000,45000,49000,43500,46000,39500,35,WFRC,WFRC,0,0,500,0,500,-500,6000,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion",,0,,0,1,0,0,0,0,0,0,Salt Lake,2125.56227191364
271,0068_050.3,1,1.0946,1.0117,1.0095,1.0106,15957,66739.3,66071.3,71585.6,66411.2,68849.0,68882.3,60971,60361,65399,60672,62899,62929,77000,76500,81500,76500,79000,79000,35,WFRC,WFRC,0,0,1000,-500,0,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion",,0,,0,1,0,0,0,0,0,0,Salt Lake,920.324151745398
272,0068_050.7,1,1.0946,1.0117,1.0095,1.0106,32035,41329.7,44705.3,46206.3,44306.6,46757.4,46805.8,37758,40842,42213,40477,42716,42761,70000,73000,74000,72500,75000,75000,35,WFRC,WFRC,0,0,-500,0,0,0,0,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion and I-15 increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,1227.10480867387
273,0068_051.3,1,1.0946,1.0117,1.0095,1.0106,8146,34595.0,35224.9,36698.7,35003.4,36701.8,38671.4,31605,32181,33527,31978,33530,35329,40000,40500,41500,40000,41500,43500,35,WFRC,WFRC,0,0,0,0,500,500,0,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion and I-15 increased lanes",,0,,0,1,0,0,0,0,0,0,Salt Lake,1606.3949646099
