OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFactor,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURREV,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length
2567,2246_001.5,1,1.0946,1.0117,1.0095,1.0106,-3408,11645.1,10999.9,11277.9,10251.8,9337.4,9727.8,10639,10049,10303,9366,8530,8887,7200,6600,6900,6000,5100,5500,35,WFRC,WFRC,0,0,800,600,0,900,600,0,1,0,0,1,0,0,"smoothing, dip in 2032 due to bangerter hwy improvements",,0,,0,1,0,0,1,0,0,0,Salt Lake,1067.20193441307
2568,2246_002.0,1,1.0946,1.0117,1.0095,1.0106,1391,19423.7,18519.1,18761.7,13037.2,11708.3,12157.1,17745,16919,17140,11910,10696,11106,19000,18500,18500,13500,12000,12500,35,WFRC,WFRC,0,0,1000,1000,0,1500,1000,0,1,0,0,1,0,0,"smoothing, dip in 2032 due to bangerter hwy improvements",,0,,0,1,0,0,1,0,0,0,Salt Lake,739.614067052246
2569,2246_002.3,1,1.0946,1.0117,1.0095,1.0106,335,20741.0,20419.2,22048.4,14351.9,13025.7,13457.6,18948,18654,20143,13112,11900,12295,19500,19000,20500,13500,12000,12500,35,WFRC,WFRC,0,0,500,0,0,1500,1500,0,1,0,0,1,0,0,"smoothing, dip in 2032 due to bangerter hwy improvements",,0,,0,1,0,0,1,0,0,0,Salt Lake,322.109623190325
2570,2246_002.5,1,1.0946,1.0117,1.0095,1.0106,6426,12003.7,12195.6,13101.4,10084.0,9628.3,10134.2,10966,11142,11969,9212,8796,9258,17500,17500,18500,15500,15000,15500,35,WFRC,WFRC,0,0,0,0,0,500,500,0,1,0,0,1,0,0,"smoothing, dip in 2032 due to bangerter hwy improvements",,0,,0,1,0,0,1,0,0,0,Salt Lake,1063.14575036272
2571,2246_003.0,1,1.0946,1.0117,1.0095,1.0106,8432,11456.3,11518.7,12590.9,10569.8,10201.6,10908.4,10466,10523,11503,9656,9320,9966,19000,19000,20000,18000,18000,18500,35,WFRC,WFRC,0,0,0,0,0,0,500,0,1,0,0,0,0,0,"smoothing, dip in 2032 due to bangerter hwy improvements",,0,,0,1,0,0,0,0,0,0,Salt Lake,1067.99258551288
2572,2246_003.5,1,1.0946,1.0117,1.0095,1.0106,888,14123.7,13981.5,15060.0,14613.5,14493.1,15426.0,12903,12773,13758,13351,13241,14093,14000,13500,14500,14000,14000,15000,35,WFRC,WFRC,0,0,500,0,0,500,0,0,0,0,0,0,0,0,smoothing,,0,,0,1,0,0,0,0,0,0,Salt Lake,1041.66150504557
2573,2246_004.0,1,1.0946,1.0117,1.0095,1.0106,3266,11520.7,11267.1,11886.2,12000.6,11847.7,12588.8,10525,10293,10859,10963,10824,11501,14000,13500,14000,14000,14000,15000,35,WFRC,WFRC,0,0,500,0,0,500,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1077.08652265385
2574,2246_004.5,1,1.0946,1.0117,1.0095,1.0106,-8010,9984.4,9738.0,10393.2,10683.9,10798.6,11345.9,9122,8896,9495,9761,9865,10365,1100,900,1500,1800,1900,2400,35,WFRC,WFRC,0,0,350,0,0,0,0,0,0,0,1,0,0,0,smoothing,,0,,0,0,0,1,0,0,0,0,Salt Lake,1944.41768952234
2575,2247_001.5,1,1.0946,1.0117,1.0095,1.0106,-95,2840.9,2987.3,3446.3,0.0,0.0,0.0,2595,2729,3148,0,0,0,2500,2600,3100,0,0,0,35,WFRC,WFRC,0,0,0,0,0,0,0,0,1,1,0,1,0,0,becomes I-215 frontage rd in 2032,,0,,0,1,1,0,1,0,0,0,Salt Lake,1137.89880552571
2576,2250_000.0,1,1.0924,1.0104,1.0243,1.01735,-198,2707.3,3501.6,4360.5,5600.0,5782.6,6359.8,2478,3205,3992,5126,5293,5822,2300,3000,3800,4900,5100,5600,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,2576.88176599863
2577,2250_001.2,1,1.0924,1.0104,1.0243,1.01735,-1692,3369.0,3843.1,5224.1,6346.0,6231.1,6924.7,3084,3518,4782,5809,5704,6339,1400,1800,3100,4100,4000,4600,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,1,0,1,0,none,,0,,0,1,0,1,0,1,0,0,Salt Lake,3532.02808951716
2578,2250_002.9,1,1.0924,1.0104,1.0243,1.01735,1434,5435.7,5754.9,6656.6,7241.6,7666.8,8156.0,4976,5268,6094,6629,7018,7466,6400,6700,7500,8100,8500,8900,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,3193.92288763342
2579,2250_004.4,1,1.0924,1.0104,1.0243,1.01735,-347,7775.5,7898.1,8637.1,8607.1,8944.9,9253.7,7118,7230,7907,7879,8188,8471,6800,6900,7600,7500,7800,8100,35,WFRC,WFRC,0,0,0,0,200,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,573.073510146748
2580,2250_004.6,1,1.0924,1.0104,1.0243,1.01735,2302,13620.1,13946.5,15277.2,16656.3,17017.9,17585.2,12468,12767,13985,15247,15578,16098,15000,15000,16500,17500,18000,18500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,2470.87563201625
2581,2250_005.8,1,1.0946,1.0117,1.0095,1.0106,-10901,19619.3,18883.9,20586.8,21743.2,23126.6,23281.1,17924,17252,18808,19864,21128,21269,7000,6400,7900,9000,10000,10500,35,WFRC,WFRC,0,0,10700,11100,11000,11000,11000,0,0,0,1,0,0,0,Low observed. Use model volumes.,,0,,0,0,0,1,0,1,0,0,Salt Lake,309.722945926891
2582,2250_005.9,1,1.0946,1.0117,1.0095,1.0106,-27766,38079.8,38045.1,42621.9,41239.9,42647.5,45757.5,34789,34757,38938,37676,38962,41803,7000,7000,11000,9900,11000,14000,35,WFRC,WFRC,0,0,28000,26000,27600,28000,28000,0,0,0,1,0,1,0,Low observed. Use model volumes.,,0,,0,0,0,1,0,1,0,0,Salt Lake,645.253657407227
2583,2250_006.3,1,1.0946,1.0117,1.0095,1.0106,-27819,38137.7,37996.2,42797.1,40822.7,42283.5,45472.8,34842,34712,39098,37295,38629,41543,7000,6900,11500,9500,11000,13500,35,WFRC,WFRC,0,0,27600,25500,28000,27500,28000,0,0,0,1,0,1,0,Low observed. Use model volumes.,,0,,0,0,0,1,0,1,0,0,Salt Lake,420.537558203277
2584,2250_006.4,1,1.0946,1.0117,1.0095,1.0106,-29644,40135.5,40108.9,45113.3,38883.5,40036.1,43184.4,36667,36643,41214,35523,36576,39452,7000,7000,11500,5900,6900,9800,35,WFRC,WFRC,0,0,29500,26000,31600,30600,29700,0,0,0,1,0,1,0,Low observed. Use model volumes.,,0,,0,0,0,1,0,1,0,0,Salt Lake,212.652681092938
2585,2250_006.6,1,1.0946,1.0117,1.0095,1.0106,-24043,34004.8,24350.8,31115.7,32322.9,33568.2,35855.5,31066,22246,28427,29529,30667,32757,7000,-1797,4400,5500,6600,8700,35,WFRC,WFRC,0,0,23823,24100,23900,23900,23800,0,0,0,1,0,1,0,Low observed. Use model volumes.,,0,,0,0,0,1,0,1,0,0,Salt Lake,321.650070236163
2586,2251_000.0,1,0.984,1.0276,1.0316,1.0296,0,0.0,2878.1,9113.7,12338.3,13953.5,8335.6,0,2925,9262,12539,14180,8471,0,2900,9300,12500,14000,8500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Salt Lake,1034.49800263935
2587,2251_000.5,1,0.984,1.0276,1.0316,1.0296,0,0.0,2878.1,9113.7,12338.3,13953.5,8335.6,0,2925,9262,12539,14180,8471,0,2900,9300,12500,14000,8500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Salt Lake,1222.48689917551
2588,2251_001.1,1,0.984,1.0276,1.0316,1.0296,0,0.0,2965.3,9735.9,13362.2,16212.8,12338.5,0,3014,9894,13579,16476,12539,0,3000,9900,13500,16500,12500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Salt Lake,977.338019606409
2589,2251_001.5,1,0.984,1.0276,1.0316,1.0296,0,0.0,1873.8,5663.7,6849.7,16212.8,26839.3,0,1904,5756,6961,16476,27276,0,1900,5800,7000,16500,27500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Salt Lake,826.46464093012
2590,2251_001.9,1,0.984,1.0276,1.0316,1.0296,0,0.0,940.3,2181.2,1280.2,6894.1,6007.7,0,956,2217,1301,7006,6105,0,950,2200,1300,7000,6100,35,WFRC,WFRC,0,0,0,-900,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,1,0,0,Salt Lake,1297.59055578016
2591,2251_002.5,1,0.984,1.0276,1.0316,1.0296,0,0.0,842.6,2017.6,1018.2,6417.9,7392.9,0,856,2050,1035,6522,7513,0,850,2000,1000,6500,7500,35,WFRC,WFRC,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Salt Lake,863.807640364955
2592,2254_000.0,1,1.0946,1.0117,1.0095,1.0106,4019,4399.4,4532.3,4977.0,5704.8,5707.0,5863.4,4019,4141,4547,5212,5214,5357,8000,8200,8600,9200,9200,9400,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,2121.59589514453
2593,2254_001.0,1,1.0946,1.0117,1.0095,1.0106,5520,7521.2,7883.7,8852.3,11139.2,10613.0,11357.2,6871,7202,8087,10177,9696,10376,12500,12500,13500,15500,15000,16000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Salt Lake,2469.10365026752
2594,2254_002.2,1,1.0946,1.0117,1.0095,1.0106,3237,9050.6,9388.2,10189.2,12173.0,12386.2,12986.5,8268,8577,9309,11121,11316,11864,11500,12000,12500,14500,14500,15000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,633.966140110979
2595,2254_002.5,1,1.0946,1.0117,1.0095,1.0106,-474,13111.9,13650.9,14899.0,16841.0,17437.2,18196.7,11979,12471,13611,15386,15930,16624,11500,12000,13000,15000,15500,16000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1275.21357167566
2596,2254_003.1,1,1.0946,1.0117,1.0095,1.0106,-11163,25608.5,26503.9,28480.8,29400.7,29937.9,30701.1,23395,24213,26019,26860,27351,28048,12000,13000,15000,15500,16000,17000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,636.343271161403
2597,2254_003.4,1,1.0946,1.0117,1.0095,1.0106,-10346,24713.9,25803.4,28317.5,29028.7,29711.8,31001.8,22578,23573,25870,26520,27144,28322,12000,13000,15500,16000,17000,18000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,319.694020071027
2598,2254_003.5,1,1.0946,1.0117,1.0095,1.0106,-9604,23901.7,25178.0,27310.8,28161.8,28619.4,30755.6,21836,23002,24950,25728,26146,28098,12000,13500,15500,16000,16500,18500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,318.240552645929
2599,2254_003.7,1,1.0946,1.0117,1.0095,1.0106,-3323,15908.0,16076.8,17437.6,17573.7,17885.0,18233.7,14533,14687,15931,16055,16339,16658,11000,11500,12500,12500,13000,13500,35,WFRC,WFRC,0,0,500,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,638.2029475471
2600,2254_004.0,1,1.0946,1.0117,1.0095,1.0106,-5683,18491.0,18582.6,19640.7,19489.4,19609.5,19901.6,16893,16977,17943,17805,17915,18182,11000,11500,12500,12000,12000,12500,35,WFRC,WFRC,0,0,500,-500,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,635.431152036761
2601,2254_004.3,1,1.0946,1.0117,1.0095,1.0106,-3315,17552.7,17495.4,18079.8,17840.9,17894.7,18190.7,16036,15983,16517,16299,16348,16619,12500,12500,13000,13000,13000,13500,35,WFRC,WFRC,0,0,500,0,500,500,500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,635.558230162625
2602,2254_004.6,1,1.0946,1.0117,1.0095,1.0106,-255,15510.4,15507.0,15853.0,15754.6,15840.0,16831.3,14170,14167,14483,14393,14471,15377,14000,14000,14000,14000,14000,15000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,637.408060388217
2603,2254_004.9,1,1.0946,1.0117,1.0095,1.0106,-3040,13789.2,13978.0,15155.4,14468.1,14603.8,15643.8,12597,12770,13846,13218,13342,14292,9600,9700,11000,10000,10500,11500,35,WFRC,WFRC,0,0,0,-500,500,500,500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,637.27788320412
2604,2254_005.2,1,1.0946,1.0117,1.0095,1.0106,-230,10785.9,10561.4,11061.7,10528.2,10612.3,11443.1,9854,9649,10106,9618,9695,10454,9600,9400,9900,9400,9500,10000,35,WFRC,WFRC,0,0,300,-100,400,300,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,645.227210793254
2605,2254_005.5,1,1.0946,1.0117,1.0095,1.0106,428,9340.5,9612.7,10038.1,9574.8,9661.5,10510.4,8533,8782,9171,8747,8827,9602,9000,9200,9600,9200,9300,10000,35,WFRC,WFRC,0,0,0,-100,300,300,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,649.235364683615
2606,2254_005.8,1,1.0924,1.0104,1.0243,1.01735,-4149,11186.6,11053.5,10983.5,11543.3,11416.9,11861.8,10240,10119,10054,10567,10451,10858,6100,6000,5900,6400,6300,6700,35,WFRC,WFRC,0,0,100,500,0,100,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1279.57758853161
2607,2254_006.4,1,1.0946,1.0117,1.0095,1.0106,-155,6837.4,6876.9,6867.0,7430.0,7308.2,7703.7,6246,6283,6274,6788,6677,7038,6100,6100,6100,6600,6500,6900,35,WFRC,WFRC,0,0,0,400,0,100,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,640.444989288006
2608,2254_006.7,1,1.0946,1.0117,1.0095,1.0106,3639,2363.8,2344.1,2403.2,2444.4,2513.4,2626.6,2160,2142,2196,2233,2296,2400,5800,5800,5800,5900,5900,6000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,636.615231144163
2609,2254_007.0,1,1.0946,1.0117,1.0095,1.0106,728,3300.6,3228.3,3238.4,3191.6,3014.9,2824.6,3015,2949,2959,2916,2754,2580,3700,3700,3700,3600,3500,3300,35,WFRC,WFRC,0,0,100,100,200,400,600,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,525.486395354564
2610,2258_000.0,1,1.0946,1.0117,1.0095,1.0106,6784,9913.0,10294.0,10897.5,11613.1,11806.3,12152.6,9056,9404,9956,10609,10786,11102,16000,16000,16500,17500,17500,18000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,3633.24758129547
2611,2258_001.7,1,1.0946,1.0117,1.0095,1.0106,-5368,23214.8,23890.3,24806.9,26692.1,27784.1,28496.3,21208,21826,22663,24385,25383,26034,16000,16500,17500,19000,20000,20500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,234.105406715908
2612,2258_001.8,1,1.0946,1.0117,1.0095,1.0106,5959,9388.9,9945.7,10496.4,11256.7,11881.6,12299.1,8577,9086,9589,10284,10855,11236,14500,15000,15500,16000,17000,17000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1149.18141133194
2613,2258_002.4,1,1.0946,1.0117,1.0095,1.0106,3065,8018.4,8424.7,9375.9,10143.5,10620.0,11456.5,7325,7697,8566,9267,9702,10466,10500,11000,11500,12500,13000,13500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1029.53212091473
2614,2258_002.8,1,1.0946,1.0117,1.0095,1.0106,10026,5491.6,5503.4,6259.4,7325.4,7856.5,8687.2,5017,5028,5718,6692,7178,7936,15000,15000,15500,16500,17000,18000,35,WFRC,WFRC,0,0,500,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1358.17951953863
2615,2258_003.5,1,1.0946,1.0117,1.0095,1.0106,7892,7828.0,5642.3,6568.3,7541.7,8074.1,8827.6,7151,5155,6001,6890,7376,8065,15000,13000,14000,15000,15500,16000,35,WFRC,WFRC,0,0,2500,2500,2500,2500,2500,0,0,0,0,0,0,0,big smoothing due to area type changes,,0,,0,0,0,0,0,0,0,0,Salt Lake,320.213132288114
2616,2258_003.6,1,1.0924,1.0104,1.0243,1.01735,8691,8663.7,8597.2,9709.3,11984.9,12948.4,13398.0,7931,7870,8888,10971,11853,12265,16500,16500,17500,19500,20500,21000,35,WFRC,WFRC,0,0,500,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1278.84333381109
2617,2258_004.2,1,1.0946,1.0117,1.0095,1.0106,219,13760.4,14746.7,15994.2,17284.1,18209.2,19203.3,12571,13472,14612,15790,16635,17544,13000,13500,15000,16000,17000,18000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,639.614822996547
2618,2258_004.5,1,1.0946,1.0117,1.0095,1.0106,2636,11114.4,11997.0,13112.8,14466.9,15123.0,15499.1,10154,10960,11980,13217,13816,14160,13000,13500,14500,16000,16500,17000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,950.616567010156
2619,2258_005.0,1,1.0946,1.0117,1.0095,1.0106,-545,9827.6,9936.7,10301.6,11660.9,11854.8,11862.2,8978,9078,9411,10653,10830,10837,8400,8500,8900,10000,10500,10500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,647.478251203162
2620,2258_005.3,1,1.0946,1.0117,1.0095,1.0106,-1857,11263.3,12435.2,13210.7,14288.1,14146.0,14182.1,10290,11360,12069,13053,12923,12956,8400,9500,10000,11000,11000,11000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,958.928816490823
2621,2258_005.7,1,1.0924,1.0104,1.0243,1.01735,6339,7470.3,6696.5,6802.3,7233.3,7217.8,7106.3,6838,6130,6227,6621,6607,6505,13000,12500,12500,13000,13000,13000,35,WFRC,WFRC,0,0,1000,1000,500,500,500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1278.62893089316
2622,2262_000.0,1,1.0946,1.0117,1.0095,1.0106,732,8489.8,8891.1,9426.6,9588.0,10161.3,10905.3,7756,8123,8612,8759,9283,9963,8500,8900,9300,9500,10000,10500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,634.471745312185
2623,2262_000.3,1,1.0946,1.0117,1.0095,1.0106,88,9194.6,9556.8,10080.7,10269.1,11098.3,11760.8,8400,8731,9209,9382,10139,10744,8500,8800,9300,9500,10000,11000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,319.061537922131
2624,2262_000.4,1,1.0946,1.0117,1.0095,1.0106,-600,9948.2,10196.0,10389.8,10540.7,11298.4,11919.0,9088,9315,9492,9630,10322,10889,8500,8700,8900,9000,9700,10500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,317.885077046274
2625,2262_000.6,1,1.0946,1.0117,1.0095,1.0106,-2779,9575.7,9989.1,10666.9,10126.6,10681.3,11100.0,8748,9126,9745,9251,9758,10141,6000,6300,7000,6500,7000,7400,35,WFRC,WFRC,0,0,0,-200,300,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,626.822279902778
2626,2262_000.9,1,1.0946,1.0117,1.0095,1.0106,-2143,8879.1,9276.9,9834.3,8696.7,9175.2,9757.6,8112,8475,8984,7945,8382,8914,6000,6300,6800,5800,6200,6800,35,WFRC,WFRC,0,0,0,-100,900,1300,1500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,641.418891951615
2627,2262_001.2,1,1.0924,1.0104,1.0243,1.01735,-632,11475.0,11856.7,12397.8,9895.2,10295.0,10934.1,10504,10854,11349,9058,9424,10009,9900,10000,10500,8400,8800,9400,35,WFRC,WFRC,0,0,0,0,2100,2200,2100,0,0,0,0,0,0,0,smoothing due to area type change,,0,,0,0,0,0,0,0,0,0,Salt Lake,635.216762838674
2628,2262_001.5,1,1.0924,1.0104,1.0243,1.01735,53,12238.5,11955.7,12228.5,12432.5,12269.9,12958.2,11203,10944,11194,11381,11232,11862,11500,11000,11000,11500,11500,12000,35,WFRC,WFRC,0,0,500,500,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,641.94242994778
2629,2262_001.8,1,1.0946,1.0117,1.0095,1.0106,1566,7910.6,7469.7,7663.0,7671.4,7231.5,7763.8,7227,6824,7001,7008,6607,7093,8800,8400,8600,8600,8200,8700,35,WFRC,WFRC,0,0,400,200,200,600,300,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1110.72279353984
2630,2262_002.3,1,1.0946,1.0117,1.0095,1.0106,4513,4684.6,4685.0,5213.8,5119.5,5138.0,5709.8,4280,4280,4763,4677,4694,5216,8800,8800,9300,9200,9200,9700,35,WFRC,WFRC,0,0,0,0,100,100,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,218.503783172756
2631,2262_002.4,1,1.0946,1.0117,1.0095,1.0106,3715,9772.9,9783.5,10373.3,10425.1,10470.6,10940.1,8928,8938,9477,9524,9566,9995,12500,12500,13000,13000,13500,13500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Salt Lake,1087.79349158475
2632,2262_002.9,1,1.0924,1.0104,1.0243,1.01735,2977,5516.7,5506.9,5776.6,5674.5,5802.6,6027.1,5050,5041,5288,5195,5312,5517,8000,8000,8300,8200,8300,8500,35,WFRC,WFRC,0,0,0,0,100,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,1,0,0,0,0,0,0,Salt Lake,1069.07825377794
2633,2262_003.4,1,1.0924,1.0104,1.0243,1.01735,-1007,4133.7,3860.7,3963.2,4105.7,4204.1,4389.4,3784,3534,3628,3758,3848,4018,2800,2500,2600,2800,2800,3000,35,WFRC,WFRC,0,0,300,200,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1370.13072801285
2634,2264_000.0,1,1.0946,1.0117,1.0095,1.0106,2976,4069.3,4187.7,4540.1,4820.9,5069.6,5303.9,3718,3826,4148,4404,4631,4846,6700,6800,7100,7400,7600,7800,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1879.00462149976
2635,2264_000.9,1,1.0946,1.0117,1.0095,1.0106,11972,5256.0,5422.4,5745.4,6190.3,6632.3,6841.4,4802,4954,5249,5655,6059,6250,17000,17000,17000,17500,18000,18000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1876.25645199783
2636,2264_001.8,1,1.0946,1.0117,1.0095,1.0106,8345,5858.0,6098.2,6655.6,6714.2,6726.0,7029.0,5352,5571,6080,6134,6145,6422,13500,14000,14500,14500,14500,15000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1879.17544167481
2637,2264_002.6,1,1.0946,1.0117,1.0095,1.0106,-3025,7641.4,7776.4,8306.2,8008.4,7967.4,8300.6,6981,7104,7588,7316,7279,7583,4000,4100,4600,4300,4300,4600,35,WFRC,WFRC,0,0,0,-100,200,300,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1186.55736669622
2638,2264_003.2,1,1.0946,1.0117,1.0095,1.0106,-1834,7143.5,7276.8,7849.4,7101.6,7060.4,7517.5,6526,6648,7171,6488,6450,6868,4700,4800,5300,4700,4600,5000,35,WFRC,WFRC,0,0,0,0,700,800,600,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,1191.66532623772
2639,2264_003.8,1,1.0946,1.0117,1.0095,1.0106,-3065,6901.4,6999.6,7981.4,6314.2,6377.8,7280.8,6305,6395,7292,5768,5827,6652,3200,3300,4200,2700,2800,3600,35,WFRC,WFRC,0,0,0,0,1600,1600,1600,0,0,0,1,0,0,0,smoothing due to area type changes nearby,,0,,0,0,0,0,0,0,0,0,Salt Lake,1199.35716601493
2640,2264_004.3,1,1.0946,1.0117,1.0095,1.0106,-3728,7458.8,8140.4,26208.5,8186.8,7891.0,7522.4,6814,7437,23943,7479,7209,6872,3100,3700,20000,3800,3500,3100,35,WFRC,WFRC,0,0,0,-16000,1000,1400,1800,0,0,0,1,0,0,0,smoothing due to area changes nearby,,0,,0,0,0,1,0,0,0,0,Salt Lake,319.551924273542
