OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFac,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURR,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length,Shape__Length_2,SEGTYPE,Shape__Length_3,Shape__Length_4,DONOTUSE
5056,MAG_6575,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1.0,1.0,1055.6,1,1,1,1,1,1073,0,0,0,0,0,1100,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1118.9516088685684,0
5057,MAG_6576,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,8.7,390.3,1403.9,1,1,1,9,397,1427,0,0,0,10,400,1400,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1010.6311626440371,0
5058,MAG_6577,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1014.1,2064.0,1971.8,1,1,1,1031,2098,2004,0,0,0,1000,2100,2000,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,836.4079438967514,0
5059,MAG_6578,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,908.0,1965.0,1794.5,1,1,1,923,1997,1824,0,0,0,900,2000,1800,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,805.5248571167878,0
5060,MAG_6579,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1.0,1.0,1561.1,1,1,1,1,1,1586,0,0,0,0,0,1600,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1275.836514610377,0
5061,MAG_6580,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1.0,1.0,4805.3,1,1,1,1,1,4883,0,0,0,0,0,4900,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1075.4155304168403,0
5062,MAG_6581,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,252.0,795.0,2462.1,1,1,1,256,808,2502,0,0,0,250,800,2500,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1151.1616567906462,0
5063,MAG_6585,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,835.2,2528.8,3607.0,1,1,1,765,2316,3304,0,0,0,750,2300,3300,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,2205.1613801514136,0
5064,MAG_6587,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,1,0,0,0,Utah,,,,,1273.6727657076021,0
5065,MAG_6588,1,0.984,1.0276,1.0316,1.0296,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,1,0,0,0,0,0,Utah,,,,,1050.573328574963,0
5066,MAG_6589,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1.0,101.0,54.0,1,1,1,1,103,55,0,0,0,0,100,60,49,MAG,MAG,0.0,0,0,0,0,-20,20,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1209.0274982176643,0
5067,MAG_6590,1,0.984,1.0276,1.0316,1.0296,0,0.0,0.0,0.0,0.0,120.0,309.0,0,0,0,0,122,314,0,0,0,0,100,300,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,1,0,0,0,0,0,Utah,,,,,1159.0310017688862,0
5068,MAG_6591,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1.0,1.0,239.1,1,1,1,1,1,243,0,0,0,0,0,250,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,702.4541959494779,0
5069,MAG_6592,1,0.984,1.0276,1.0316,1.0296,0,0.0,0.0,0.0,0.0,120.0,69.9,0,0,0,0,122,71,0,0,0,0,100,70,49,MAG,MAG,0.0,0,0,0,0,-30,0,0,0,0,0,0,0,0,none,,0,,0,0,1,0,0,0,0,0,Utah,,,,,1162.1307147392758,0
5070,MAG_6593,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1.0,1.0,1317.7,1,1,1,1,1,1339,0,0,0,0,0,1300,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,766.4190107735325,0
5071,MAG_6594,1,0.984,1.0276,1.0316,1.0296,0,0.0,0.0,15.0,183.0,302.0,1096.9,0,0,15,186,307,1115,0,0,20,200,300,1100,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,1,0,0,0,0,0,Utah,,,,,1052.862232468848,0
5072,MAG_6595,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,400.0,865.7,1132.8,1,1,1,407,880,1151,0,0,0,400,900,1200,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1006.517389233221,0
5073,MAG_6596,1,0.984,1.0276,1.0316,1.0296,0,0.0,324.0,496.8,728.8,1485.2,2856.4,0,329,505,741,1509,2903,0,350,500,750,1500,2900,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,,,,,1054.8938901559952,0
5074,MAG_6598,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1.0,1.0,1801.4,1,1,1,1,1,1831,0,0,0,0,0,1800,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,980.2051449801089,0
5075,MAG_6599,1,0.984,1.0276,1.0316,1.0296,0,0.0,324.0,559.0,846.0,2398.1,4516.5,0,329,568,860,2437,4590,0,350,550,850,2400,4600,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,,,,,1085.5807106172756,0
5076,MAG_6600,1,0.984,1.0276,1.0316,1.0296,0,1.1,114.4,282.4,187.7,1309.1,1996.5,1,116,287,191,1330,2029,0,100,300,200,1300,2000,49,MAG,MAG,0.0,0,0,0,100,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,,,,,972.6646370415139,0
5077,MAG_6601,1,0.984,1.0276,1.0316,1.0296,0,0.0,310.0,565.6,1083.8,3215.6,6384.0,0,315,575,1101,3268,6488,0,300,600,1100,3300,6500,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,,,,,1072.7860446722132,0
5078,MAG_6602,1,0.984,1.0276,1.0316,1.0296,0,0.0,0.0,10.0,157.0,556.9,878.2,0,0,10,160,566,892,0,0,10,150,550,900,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,1,0,0,0,0,0,Utah,,,,,418.08472894412955,0
5079,MAG_6603,1,1.0918,1.0107,1.0324,1.02155,0,0.0,310.0,733.6,1531.4,4416.3,8318.3,0,284,672,1403,4045,7619,0,300,650,1400,4000,7600,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,,,,,965.2645625329889,0
5080,MAG_6604,1,1.0918,1.0107,1.0324,1.02155,63,477.1,310.0,982.0,489.0,981.4,7856.8,437,284,899,448,899,7196,500,350,950,500,950,7300,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,1,0,0,Utah,,,,,338.7823912280577,0
5081,MAG_6605,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1719.1,3663.7,860.6,1,1,1,1575,3356,788,0,0,0,1600,3400,800,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1706.6819012212234,0
5082,MAG_6606,1,1.0924,1.0104,1.0243,1.01735,0,6355.8,7016.6,7574.2,5143.3,5501.7,5662.7,5818,6423,6934,4708,5036,5184,5800,6400,6900,4700,5000,5200,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,1,0,0,0,Utah,,,,,1122.3359776853679,0
5083,MAG_6608,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,2070.6,3384.0,0.0,1,1,1,1897,3099,0,0,0,0,1900,3100,0,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,1,0,0,0,Utah,,,,,585.4045001378805,0
5084,MAG_6609,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,1.0,496.3,1,1,1,1,1,455,0,0,0,0,0,450,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,569.6375295708438,0
5085,MAG_6610,1,1.0918,1.0107,1.0324,1.02155,0,656.0,3028.0,4447.1,4771.7,122.4,0.0,601,2773,4073,4370,112,0,600,2800,4100,4400,100,0,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,1,0,0,0,Utah,,,,,560.9705401918523,0
5086,MAG_6611,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,0.0,0.0,4.0,1,1,1,0,0,4,0,0,0,0,0,0,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,1,0,0,0,Utah,,,,,707.3472072691287,0
5087,MAG_6612,1,1.0918,1.0107,1.0324,1.02155,0,403.1,3028.0,4447.1,2861.3,3261.6,0.0,369,2773,4073,2621,2987,0,350,2800,4100,2600,3000,0,49,MAG,MAG,0.0,0,-200,-1500,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,1,0,0,0,Utah,,,,,198.51432749940713,0
5088,MAG_6613,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,188.0,804.0,671.7,1,1,1,172,736,615,0,0,0,150,750,600,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,112.64708229630565,0
5089,MAG_6614,1,1.0918,1.0107,1.0324,1.02155,0,638.0,3010.7,4457.4,4884.3,668.8,404.2,584,2758,4083,4474,613,370,600,2800,4100,4500,600,350,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,1,0,0,0,Utah,,,,,935.2580262296738,0
5090,MAG_6615,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,1.0,498.8,1,1,1,1,1,457,0,0,0,0,0,450,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,937.9581531899132,0
5091,MAG_6616,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,2,0,0,0,0,0,0,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,1,0,0,0,Utah,,,,,645.2330054148485,0
5092,MAG_6617,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,535.0,0.0,2.0,1,1,1,490,0,2,0,0,0,500,0,0,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,1,0,0,0,Utah,,,,,658.3608311820905,0
5093,MAG_6618,1,1.0918,1.0107,1.0324,1.02155,0,638.4,3027.6,4519.3,5451.3,832.7,476.4,585,2773,4139,4993,763,436,600,2800,4100,5000,750,450,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,1,0,0,0,Utah,,,,,921.9166567690997,0
5094,MAG_6620,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,1.0,503.5,1,1,1,1,1,461,0,0,0,0,0,450,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1132.2188894670116,0
5095,MAG_6621,1,0.984,1.0276,1.0316,1.0296,0,687.0,3078.1,4689.0,4841.0,1705.3,1096.6,698,3128,4765,4920,1733,1114,700,3100,4800,4900,1700,1100,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,,,,,2223.1237321355616,0
5096,MAG_6622,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1623.6,7217.0,7245.5,1,1,1,1650,7334,7363,0,0,0,1600,7300,7400,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,2246.5199242027747,0
5097,MAG_6623,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,11801.1,9179.8,1,1,1,1,10809,8408,0,0,0,0,11000,8400,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,669.7765105441351,0
5098,MAG_6624,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,10982.5,7195.7,1,1,1,1,10059,6591,0,0,0,0,10000,6600,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,967.3535097310825,0
5099,MAG_6625,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,10117.7,6671.5,1,1,1,1,9267,6111,0,0,0,0,9300,6100,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1100.2421183300376,0
5100,MAG_6626,1,1.0918,1.0107,1.0324,1.02155,0,3949.0,4078.0,4344.0,3093.7,3289.9,4338.8,3617,3735,3979,2834,3013,3974,3600,3700,4000,2800,3000,4000,49,MAG,MAG,0.0,0,-1200,-1200,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,,,,,1199.6997892194486,0
5101,MAG_6627,1,1.0918,1.0107,1.0324,1.02155,0,1.0,0.0,0.0,0.0,974.1,600.0,1,0,0,0,892,550,0,0,0,0,900,550,49,MAG,MAG,0.0,0,0,0,0,-150,200,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1516.2933604198186,0
5102,MAG_6628,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1.0,1163.2,1345.4,1,1,1,1,1182,1367,0,0,0,0,1200,1400,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1137.351310513708,0
5103,MAG_6629,1,0.984,1.0276,1.0316,1.0296,0,104.0,2318.0,3311.9,4769.0,7124.7,9322.8,106,2356,3366,4847,7241,9474,100,2400,3400,4800,7200,9500,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,,,,,581.1715188633265,0
5104,MAG_6630,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,7.5,71.9,604.5,1,1,1,8,73,614,0,0,0,10,70,600,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1462.1173879452085,0
5105,MAG_6631,1,0.984,1.0276,1.0316,1.0296,0,79.1,94.8,355.7,548.7,951.7,1726.1,80,96,361,558,967,1754,80,100,350,550,950,1800,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,,,,,660.7223537640197,0
5106,MAG_6632,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1.0,1.0,96.9,1,1,1,1,1,98,0,0,0,0,0,100,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,826.3810744009103,0
5107,MAG_6633,1,0.984,1.0276,1.0316,1.0296,0,1.0,1.0,1.0,1.0,0.0,44.2,1,1,1,1,0,45,0,0,0,0,0,40,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,923.958965733146,0
5108,MAG_6634,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,1.0,177.5,1,1,1,1,1,163,0,0,0,0,0,150,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1242.830845100291,0
5109,MAG_6635,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,1.0,35.0,1,1,1,1,1,32,0,0,0,0,0,30,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1087.637761193372,0
5110,MAG_6636,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,1.0,142.5,1,1,1,1,1,131,0,0,0,0,0,150,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1410.3836184769177,0
5111,MAG_6637,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,1.0,142.5,1,1,1,1,1,131,0,0,0,0,0,150,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1153.5361556226462,0
5112,MAG_6638,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,1.0,931.2,1,1,1,1,1,853,0,0,0,0,0,850,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1183.7653124122942,0
5113,MAG_6639,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,1.0,931.2,1,1,1,1,1,853,0,0,0,0,0,850,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1060.0634636417158,0
5114,MAG_6640,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,1281.5,2362.9,1,1,1,1,1174,2164,0,0,0,0,1200,2200,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1805.4728645832593,0
5115,MAG_6641,1,1.0918,1.0107,1.0324,1.02155,0,321.0,2451.3,3889.8,4875.7,2876.6,3934.5,294,2245,3563,4466,2635,3604,300,2200,3600,4500,2600,3600,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,1,0,0,Utah,,,,,664.1852190243641,0
5116,MAG_6642,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,6235.7,2926.7,3236.9,1,1,1,5711,2681,2965,0,0,0,5700,2700,3000,49,MAG,MAG,0.0,0,2200,2200,-3500,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,,,,,291.9996206001004,0
5117,MAG_6644,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,2162.8,3468.2,2778.2,1,1,1,1981,3177,2545,0,0,0,2000,3200,2500,49,MAG,MAG,0.0,0,0,0,-1200,-1200,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,518.1441660542723,0
5118,MAG_6645,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1432.8,2232.0,1124.2,1,1,1,1312,2044,1030,0,0,0,1300,2000,1000,49,MAG,MAG,0.0,0,0,0,-1200,-1200,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,988.173363004745,0
5119,MAG_6646,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,0.0,0.0,792.4,1,1,1,0,0,726,0,0,0,0,0,750,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,733.210952445064,0
5120,MAG_6647,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,19.5,212.0,0.0,1,1,1,18,194,0,0,0,0,20,200,0,49,MAG,MAG,0.0,0,0,0,0,0,200,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,785.7528947852069,0
5121,MAG_6648,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1437.3,2076.1,1124.2,1,1,1,1316,1902,1030,0,0,0,1300,1900,1000,49,MAG,MAG,0.0,0,0,0,-1200,-1200,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,319.53617800272997,0
5122,MAG_6649,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,1,0,0,0,Utah,,,,,800.3895382490214,0
5123,MAG_6650,1,1.0918,1.0107,1.0324,1.02155,0,0.0,0.0,0.0,1437.3,2076.1,1124.3,0,0,0,1316,1902,1030,0,0,0,1300,1900,1000,49,MAG,MAG,0.0,0,0,0,-1200,-1200,0,0,0,0,0,0,0,0,none,,0,,0,0,1,0,0,0,0,0,Utah,,,,,1247.8274286175501,0
5124,MAG_6652,1,1.0918,1.0107,1.0324,1.02155,0,2740.0,2766.0,2844.0,1554.5,1796.7,1996.0,2510,2533,2605,1424,1646,1828,2500,2500,2600,1400,1600,1800,49,MAG,MAG,0.0,0,0,0,1200,1200,1200,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,,,,,1072.5243181363976,0
5125,MAG_6653,1,1.0918,1.0107,1.0324,1.02155,0,0.0,0.0,0.0,1075.0,5472.9,4632.3,0,0,0,985,5013,4243,0,0,0,1000,5000,4200,49,MAG,MAG,0.0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,0,0,0,Utah,,,,,3701.116888063798,0
5126,MAG_6654,1,1.0924,1.0104,1.0243,1.01735,0,1.0,242.5,3292.1,2802.4,4727.6,5174.6,1,222,3014,2565,4328,4737,0,200,3000,2600,4300,4700,49,MAG,MAG,0.0,0,0,-300,300,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,1,0,0,Utah,,,,,1071.672369051617,0
5127,MAG_6655,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1219.3,2053.6,2254.4,1,1,1,1117,1881,2065,0,0,0,1100,1900,2100,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,989.6896872100588,0
5128,MAG_6657,1,1.0918,1.0107,1.0324,1.02155,0,1399.4,5778.5,15399.9,18223.0,18361.9,12703.1,1282,5293,14105,16691,16818,11635,1300,5300,14000,16500,17000,11500,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,1,0,0,Utah,,,,,846.8240027068224,0
5129,MAG_6658,1,1.0918,1.0107,1.0324,1.02155,0,2953.4,7199.7,3908.1,7170.9,7013.7,5771.4,2705,6594,3580,6568,6424,5286,2700,6600,3600,6600,6400,5300,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,,,,,2069.599521264927,0
5130,MAG_6659,1,1.0924,1.0104,1.0243,1.01735,0,17904.7,888.6,1225.9,3405.6,4072.6,7526.6,16390,813,1122,3118,3728,6890,16500,800,1100,3100,3700,6900,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,1,0,0,0,Utah,,,,,1138.6689894206993,0
5131,MAG_6660,1,1.0924,1.0104,1.0243,1.01735,0,18647.2,1.0,1.0,4814.4,5120.2,9094.9,17070,1,1,4407,4687,8326,17000,0,0,4400,4700,8300,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,1,0,0,0,Utah,,,,,601.3551451752811,0
5132,MAG_6661,1,1.0924,1.0104,1.0243,1.01735,0,3766.5,152.1,320.8,2311.2,2768.0,3172.0,3448,139,294,2116,2534,2904,3400,150,300,2100,2500,2900,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,1,0,0,0,Utah,,,,,1054.7517231502734,0
5133,MAG_6663,1,1.0924,1.0104,1.0243,1.01735,0,1.0,1.0,1.0,1662.3,2286.0,2936.4,1,1,1,1522,2093,2688,0,0,0,1500,2100,2700,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,34.181038410793356,0
5134,MAG_6667,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,0.0,1498.6,2824.0,1,1,1,0,1373,2587,0,0,0,0,1400,2600,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,1206.2110269732405,0
5135,MAG_6668,1,1.0918,1.0107,1.0324,1.02155,0,1.0,1.0,1.0,1.0,5583.7,8295.8,1,1,1,1,5114,7598,0,0,0,0,5100,7600,49,MAG,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,1,0,0,1,0,0,Utah,,,,,506.1144875500541,0
