FID,Id,SEGID,FAC_WDAVG,aadtAdjFac,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_NAME,PLANAREA,AADT2019,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,NOTES,FL_NOREV,FL_LTPRV,FL_502X19,FL_ZERO,Shape__Length,GlobalID,CreationDate,Creator,EditDate,Editor
4130,0.0,2128_008.2,1.0946,0.0,28463.0,15235.0,18822.0,28194.0,29296.0,31381.0,27000.0,14000.0,17500.0,27000.0,28000.0,30000.0,SALT LAKE,WFRC,27028.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,319.065364272201,8363215b-af05-41d8-a75f-425f90145055,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4131,0.0,2129_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALT LAKE,WFRC,500.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,2189.57912131792,462a06e8-1bb0-44cc-af50-5c4c104d1f0f,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4132,0.0,2130_000.0,1.0946,0.0,9781.0,9771.0,10008.0,10655.0,10644.0,11214.0,11500.0,11500.0,12000.0,12500.0,12500.0,13000.0,SALT LAKE,WFRC,11715.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,1665.96308868541,3c375b9e-8da5-462c-9262-1e75f1915a51,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4133,0.0,2130_000.8,1.0946,0.0,15349.0,15264.0,15919.0,16824.0,17407.0,17940.0,15500.0,15000.0,16000.0,17000.0,17500.0,18000.0,SALT LAKE,WFRC,15308.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,1054.20586328042,28c33e28-8ea8-4cb6-8bd9-c94c95961b63,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4134,0.0,2130_001.3,1.0946,0.0,8114.0,8023.0,8442.0,9086.0,9411.0,9730.0,4600.0,4500.0,4900.0,5500.0,5900.0,6200.0,SALT LAKE,WFRC,4569.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,1143.18724178016,19a8538f-49eb-4df2-81a3-52bd867c4d2d,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4135,0.0,2131_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALT LAKE,WFRC,500.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,1136.16756061757,ad64c01b-a97e-4058-91a8-da4f89d04a93,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4136,0.0,2133_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALT LAKE,WFRC,500.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,1988.71399748902,fc870437-d877-4d2b-bcce-b8091e37e81d,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4137,0.0,2135_000.0,1.0946,0.0,3227.0,3634.0,3860.0,4898.0,4350.0,4501.0,12500.0,13000.0,13000.0,14000.0,13500.0,13500.0,SALT LAKE,WFRC,12420.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,2072.19372611955,209a5a94-3eab-48a8-beba-ed45f0c8f6b5,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4138,0.0,2135_001.0,1.0946,0.0,3407.0,3510.0,3749.0,3886.0,3964.0,3956.0,12500.0,12500.0,13000.0,13000.0,13000.0,13000.0,SALT LAKE,WFRC,12420.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,1066.96643766582,a98c65b4-62b0-4483-ac89-2b3d089c39d1,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4139,0.0,2136_000.0,1.0946,0.0,2512.0,2840.0,3273.0,3274.0,2920.0,3141.0,9300.0,9700.0,10000.0,10000.0,9700.0,10000.0,SALT LAKE,WFRC,9337.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,1347.32905381598,7e9563f4-4827-4539-b76f-7576293afac6,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4140,0.0,2138_000.0,1.0946,0.0,4477.0,4430.0,4714.0,4729.0,4526.0,4866.0,7800.0,7700.0,8000.0,8000.0,7800.0,8100.0,SALT LAKE,WFRC,7753.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,1858.5116227857,fc6edcbf-b411-449a-af53-080b2117fc0a,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4141,0.0,2140_000.0,1.0946,0.0,3409.0,3847.0,4168.0,4557.0,5221.0,5963.0,2200.0,2700.0,3000.0,3400.0,4000.0,4800.0,SALT LAKE,WFRC,2233.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,1.0,0.0,1773.40734250756,08aeac42-e6c6-4fa8-9aec-79f2ef0b712e,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4142,0.0,2140_000.8,1.0946,0.0,5303.0,5239.0,5734.0,6119.0,6943.0,8478.0,2200.0,2200.0,2700.0,3000.0,3900.0,5400.0,SALT LAKE,WFRC,2233.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,1.0,0.0,1531.09008274154,fed1ca48-23a5-4fe2-861b-35e12faedc86,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4143,0.0,2140_001.5,1.0946,0.0,2444.0,2106.0,2462.0,2697.0,2932.0,3023.0,2200.0,1900.0,2300.0,2500.0,2700.0,2800.0,SALT LAKE,WFRC,2233.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,2417.72982312028,8eaece64-62c6-45de-a704-03e6ab810527,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4144,0.0,2140_002.7,1.0946,0.0,8946.0,8868.0,9553.0,10241.0,10915.0,11648.0,2200.0,2200.0,2800.0,3500.0,4200.0,4900.0,SALT LAKE,WFRC,2233.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,1.0,0.0,855.010994174852,12d0c4ac-c531-47b5-becd-66550ef30f4e,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4145,0.0,2140_003.1,1.0946,0.0,12108.0,11749.0,12304.0,12849.0,13167.0,13807.0,2200.0,1900.0,2400.0,3000.0,3300.0,3900.0,SALT LAKE,WFRC,2233.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,418.348328144264,7aa4dd73-0e0c-4a78-9bf9-748681b9d0d5,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4146,0.0,2140_003.3,1.0946,0.0,7993.0,7952.0,8439.0,8859.0,9310.0,9491.0,8100.0,8100.0,8500.0,9000.0,9400.0,9600.0,SALT LAKE,WFRC,8102.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,2091.65963987638,5eaeeb49-e02e-46d5-84f0-f9c70911bd84,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4147,0.0,2141_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALT LAKE,WFRC,500.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,531.047267251126,57e21a94-9f4a-4647-b31b-1cce41ecbed5,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4148,0.0,2141_000.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALT LAKE,WFRC,500.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,1060.24279134485,8f17565a-6871-4b21-96f3-1c5779e3138e,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4149,0.0,2141_000.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALT LAKE,WFRC,500.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,528.570442569576,d2c9590c-5a5a-4101-89ba-eb1f77863767,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4150,0.0,2142_000.0,1.0924,0.0,10281.0,10129.0,10732.0,11349.0,12103.0,13138.0,9400.0,9200.0,9800.0,10500.0,11000.0,12000.0,SALT LAKE,WFRC,9382.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,575.013193171784,1b5c8e49-0680-405b-8b7e-271f876eabce,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4151,0.0,2142_000.3,1.0924,0.0,8351.0,8514.0,8922.0,9591.0,10418.0,11169.0,9400.0,9500.0,10000.0,10500.0,11500.0,12000.0,SALT LAKE,WFRC,9382.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,3094.02414482354,2f5bbb08-69c6-4067-b07f-72749a539f01,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4152,0.0,2142_001.7,1.0946,0.0,5529.0,5908.0,6559.0,7347.0,8139.0,8425.0,10500.0,11000.0,11500.0,12500.0,13000.0,13500.0,SALT LAKE,WFRC,10509.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,749.961725024148,8c57f2c1-a16e-4832-943d-c672a72b4c56,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4153,0.0,2142_002.1,1.0946,0.0,6705.0,7056.0,7856.0,8789.0,9701.0,10327.0,10500.0,11000.0,11500.0,12500.0,13500.0,14000.0,SALT LAKE,WFRC,10509.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,845.823749913605,c16e2ddc-2578-4281-8b1b-849c379527db,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4154,0.0,2142_002.5,1.0946,0.0,6107.0,6473.0,7036.0,7902.0,8763.0,9209.0,10500.0,11000.0,11500.0,12500.0,13000.0,13500.0,SALT LAKE,WFRC,10509.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,441.149345849162,e195ace4-a791-4633-ac13-831654d8c039,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4155,0.0,2142_002.7,1.0946,0.0,11144.0,11037.0,11555.0,12135.0,12527.0,13065.0,8200.0,8100.0,8600.0,9200.0,9600.0,10000.0,SALT LAKE,WFRC,8167.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,2598.22759384017,14d74077-1dd0-487b-b8ed-a5079b5a560f,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4156,0.0,2143_000.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALT LAKE,WFRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,376.317730216316,a3984a64-69a9-4761-8083-b6679cbfae05,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4157,0.0,2143_000.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALT LAKE,WFRC,115.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,748.266379859632,9250af42-9fe7-4734-9be1-ca1236a7c294,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4158,0.0,2144_000.0,1.0946,0.0,12821.0,12710.0,13350.0,14054.0,13667.0,14151.0,12000.0,12000.0,12500.0,13000.0,12500.0,13000.0,SALT LAKE,WFRC,11879.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,983.282490500737,2cf22b87-c60c-409d-8672-c87adaf58396,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4159,0.0,2144_000.4,1.0946,0.0,11869.0,11411.0,11658.0,12531.0,12333.0,12917.0,9600.0,9100.0,9400.0,10500.0,10000.0,10500.0,SALT LAKE,WFRC,9592.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,1765.09548999847,b19d2fd9-f657-4caa-a59a-8a23841b7fe3,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4160,0.0,2144_001.3,1.0946,0.0,15144.0,12893.0,14030.0,15416.0,16346.0,17012.0,27500.0,25500.0,26500.0,28000.0,29000.0,29500.0,SALT LAKE,WFRC,27726.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,1747.81854768216,2a3bcb8b-744c-4d0b-8041-d8f6e2791d33,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4161,0.0,2145_000.0,1.0924,0.0,3998.0,3511.0,3828.0,3718.0,3962.0,4447.0,500.0,10.0,350.0,200.0,450.0,950.0,SALT LAKE,WFRC,500.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,2129.60164337236,472d1bf0-4404-46ca-b345-9ce583b1fefa,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4162,0.0,2146_000.0,1.0946,0.0,2417.0,2544.0,3072.0,3681.0,4376.0,4965.0,1100.0,1200.0,1800.0,2400.0,3100.0,3700.0,SALT LAKE,WFRC,1123.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,1.0,0.0,442.674805514393,6bfe4540-b750-435a-ac38-26b773f54366,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4163,0.0,2146_000.2,1.0946,0.0,1928.0,2006.0,2465.0,3014.0,3610.0,3997.0,1100.0,1200.0,1700.0,2200.0,2800.0,3200.0,SALT LAKE,WFRC,1123.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,1.0,0.0,1023.46372900484,4dd84f5b-cd23-4872-b30b-2753a93b356e,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4164,0.0,2147_000.0,1.0924,0.0,1926.0,2232.0,2416.0,1964.0,1876.0,2039.0,500.0,800.0,1000.0,550.0,450.0,600.0,SALT LAKE,WFRC,500.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,2127.18031520753,529f6992-106b-4e16-90f3-0b08145edd7a,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4165,0.0,2148_000.0,1.0946,0.0,7644.0,7594.0,7864.0,8158.0,8491.0,8823.0,3000.0,2900.0,3200.0,3500.0,3800.0,4200.0,SALT LAKE,WFRC,2986.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,386.648759641508,b1fa5c69-b58f-47ed-af69-40e17b466685,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4166,0.0,2148_000.2,1.0946,0.0,8416.0,8385.0,8842.0,9321.0,9824.0,10266.0,3000.0,3000.0,3400.0,3900.0,4400.0,4800.0,SALT LAKE,WFRC,2986.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,221.873328562448,dc7acdd6-b3f8-4cf6-ba45-6bf1a8546bb1,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4167,0.0,2148_000.3,1.0946,0.0,5917.0,6377.0,6917.0,7501.0,7922.0,8225.0,8600.0,9100.0,9600.0,10000.0,10500.0,11000.0,SALT LAKE,WFRC,8628.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,1854.33961818542,99390ef2-3112-4bfa-9a09-f3ca6719d69d,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4168,0.0,2148_001.1,1.0946,0.0,5180.0,5291.0,5651.0,6001.0,6210.0,6469.0,8400.0,8500.0,8900.0,9200.0,9400.0,9700.0,SALT LAKE,WFRC,8383.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,1876.29821340999,c6a922ac-af63-4a31-94ce-27ff065f154d,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4169,0.0,2148_002.0,1.0946,0.0,3114.0,3138.0,3687.0,4515.0,4646.0,4971.0,10500.0,10500.0,11000.0,12000.0,12000.0,12500.0,SALT LAKE,WFRC,10408.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,1889.91450193193,4587a6da-18a8-4020-99cc-95e88501197b,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4170,0.0,2148_002.9,1.0946,0.0,2925.0,3082.0,3955.0,4609.0,5257.0,5650.0,9800.0,9900.0,11000.0,11500.0,12000.0,12500.0,SALT LAKE,WFRC,9765.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,1877.30140548552,21585833-7a58-45b4-a71b-9141061f32d1,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4171,0.0,2148_003.8,1.0946,0.0,4196.0,4567.0,5122.0,5788.0,6086.0,6353.0,10500.0,11000.0,11500.0,12000.0,12500.0,12500.0,SALT LAKE,WFRC,10412.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,1186.46636930681,0cc6154e-a851-45ef-bcd9-c4e5d70a9d74,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4172,0.0,2148_004.3,1.0946,0.0,4322.0,5092.0,5719.0,6421.0,6669.0,7130.0,10500.0,11500.0,12000.0,13000.0,13000.0,13500.0,SALT LAKE,WFRC,10658.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,1190.34268207455,7cd96721-5864-4a40-bac2-b5600af596bf,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4173,0.0,2148_004.9,1.0946,0.0,5173.0,5966.0,5155.0,6477.0,6791.0,5516.0,12000.0,13000.0,12000.0,13500.0,14000.0,12500.0,SALT LAKE,WFRC,12138.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,1199.48761673876,ef62a15d-eec8-4356-b485-4868417c3aba,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4174,0.0,2148_005.5,1.0946,0.0,4812.0,5639.0,3537.0,4251.0,5013.0,8936.0,12000.0,13000.0,11000.0,11500.0,12500.0,16500.0,SALT LAKE,WFRC,12138.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,319.553984939682,de038449-9f7a-46b2-a6ff-07aeb39899b4,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4175,0.0,2148_005.6,1.0946,0.0,4734.0,6749.0,3737.0,4545.0,5676.0,6037.0,7300.0,9300.0,6300.0,7100.0,8200.0,8600.0,SALT LAKE,WFRC,7283.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,316.848804672245,77a59454-c0ee-4204-baab-60abd3dba06f,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4176,0.0,2148_005.8,1.0946,0.0,6434.0,6905.0,3875.0,4649.0,5720.0,5883.0,7300.0,7800.0,4700.0,5500.0,6600.0,6700.0,SALT LAKE,WFRC,7283.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,322.684705181709,5f9ea041-8f6b-400a-ad96-5194909558a7,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4177,0.0,2148_005.9,1.0946,0.0,4227.0,4848.0,4897.0,5566.0,6275.0,6548.0,7300.0,7900.0,8000.0,8600.0,9300.0,9600.0,SALT LAKE,WFRC,7283.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,319.716086001443,fcb53d58-9433-435c-b52a-c9832006e2ee,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4178,0.0,2148_006.1,1.0946,0.0,5289.0,6480.0,6694.0,6907.0,7206.0,7506.0,7300.0,8500.0,8700.0,8900.0,9200.0,9500.0,SALT LAKE,WFRC,7283.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,318.930900754905,844b6877-b41a-46ab-bb78-d12010f7cab5,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4179,0.0,2148_006.2,1.0946,0.0,6540.0,6403.0,6659.0,6768.0,7011.0,7102.0,8500.0,8400.0,8600.0,8700.0,9000.0,9100.0,SALT LAKE,WFRC,8516.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,316.26619784191,303fdfe1-9b42-4886-b812-d99d121cc367,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4180,0.0,2148_006.4,1.0946,0.0,4661.0,4897.0,5144.0,5293.0,5617.0,5837.0,8500.0,8800.0,9000.0,9100.0,9500.0,9700.0,SALT LAKE,WFRC,8516.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,323.218131755475,cb36f6e7-cfd7-452d-a26c-1af8204d3729,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4181,0.0,2148_006.5,1.0946,0.0,4211.0,4582.0,5221.0,5459.0,6100.0,6666.0,8500.0,8900.0,9500.0,9800.0,10500.0,11000.0,SALT LAKE,WFRC,8516.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,319.75873159989,342b69d3-c767-4abf-90a6-d19eaa536178,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4182,0.0,2148_006.7,1.0946,0.0,6512.0,6857.0,7045.0,7098.0,7264.0,7372.0,8500.0,8900.0,9000.0,9100.0,9300.0,9400.0,SALT LAKE,WFRC,8516.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,319.236958410943,4078ab81-e474-4620-a0a3-2d50e739b7d8,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4183,0.0,2148_006.8,1.0946,0.0,35248.0,33675.0,36048.0,37330.0,37426.0,37544.0,14500.0,13000.0,15000.0,16500.0,16500.0,16500.0,SALT LAKE,WFRC,14352.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,309.699278326736,d33abb8e-122f-44cb-85f9-f8e06edeb0b6,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4184,0.0,2148_007.0,1.0946,0.0,18249.0,13934.0,15500.0,13051.0,13223.0,13191.0,14500.0,10000.0,11500.0,9200.0,9300.0,9300.0,SALT LAKE,WFRC,14352.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,340.626668031206,822c0a82-7495-4802-9c48-cbf82deba6cc,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4185,0.0,2149_000.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALT LAKE,WFRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,1570.86632748598,4fb6c0d5-2a53-451e-9568-c45340fcfe29,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4186,0.0,2149_000.8,1.0946,0.0,2415.0,2184.0,7430.0,31760.0,45099.0,55814.0,1000.0,800.0,6000.0,30500.0,43500.0,54500.0,SALT LAKE,WFRC,1018.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,1.0,0.0,607.984605793166,683cd3d5-39bd-4e7b-9ca9-f892b8763dfe,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4187,0.0,2149_001.1,1.0946,0.0,6436.0,6999.0,9703.0,17156.0,17389.0,22192.0,1000.0,1600.0,4300.0,11500.0,12000.0,17000.0,SALT LAKE,WFRC,1018.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,1.0,0.0,1097.97027621546,81676c3f-838c-4a84-9c5a-00944ea1e4c4,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4188,0.0,2149_001.6,1.0946,0.0,8894.0,9276.0,9794.0,12951.0,11877.0,15056.0,1000.0,1400.0,1900.0,5100.0,4000.0,7200.0,SALT LAKE,WFRC,1018.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,1.0,0.0,765.943155723563,2d8b1395-6438-4844-9999-b099cc3d765e,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4189,0.0,2150_000.0,1.0924,0.0,18665.0,22685.0,23324.0,18790.0,19986.0,26960.0,1100.0,5100.0,5800.0,1200.0,2400.0,9400.0,SALT LAKE,WFRC,1117.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,1.0,0.0,1769.48595343199,54e1419e-b62d-4cc2-a158-3cd59927cbba,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4190,0.0,2150_000.8,1.0924,0.0,7757.0,8666.0,8951.0,10935.0,13343.0,15161.0,1100.0,2000.0,2300.0,4300.0,6700.0,8500.0,SALT LAKE,WFRC,1117.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,1.0,0.0,1467.39276040612,07df86cf-1051-4ae3-9bf8-9a2ae647c9c6,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4191,0.0,2150_001.5,1.0924,0.0,10873.0,10429.0,11678.0,11388.0,13469.0,14219.0,1100.0,650.0,1900.0,1600.0,3700.0,4500.0,SALT LAKE,WFRC,1117.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,1.0,0.0,760.719620948877,356f247c-1332-4556-bd40-ad0ff472f239,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4192,0.0,2151_000.0,1.0924,0.0,1546.0,1763.0,2058.0,2416.0,3147.0,3727.0,3300.0,3500.0,3800.0,4200.0,4900.0,5500.0,SALT LAKE,WFRC,3316.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,2125.88461004144,2e844435-dd01-4d62-a6d8-6d836888cfb8,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4193,0.0,2151_001.0,1.0946,0.0,2902.0,2880.0,3329.0,3743.0,4867.0,5206.0,1100.0,1100.0,1500.0,2000.0,3100.0,3400.0,SALT LAKE,WFRC,1112.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,1.0,0.0,1059.76739150777,415dacf5-1336-455a-b01e-a4e637b9dc07,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
4194,0.0,2151_001.5,1.0924,0.0,4981.0,4901.0,5547.0,5923.0,7369.0,8638.0,1100.0,1000.0,1700.0,2100.0,3500.0,4800.0,SALT LAKE,WFRC,1112.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,1.0,0.0,690.120955665124,6124b1fc-e0d6-4b1e-bad6-36719a4b7145,1692742582101,bhereth_wfrcgis,1692742582101,bhereth_wfrcgis
