SEGID,YEAR,FORECAST,SOURCE
2829_000.2,2040,2900,Segments_WF - 2023-08-01.shp
2830_000.0,2040,3800,Segments_WF - 2023-08-01.shp
2830_001.0,2040,5000,Segments_WF - 2023-08-01.shp
2830_001.2,2040,4200,Segments_WF - 2023-08-01.shp
2830_001.5,2040,5700,Segments_WF - 2023-08-01.shp
2830_001.7,2040,8200,Segments_WF - 2023-08-01.shp
2830_002.3,2040,5400,Segments_WF - 2023-08-01.shp
2830_002.7,2040,7500,Segments_WF - 2023-08-01.shp
2830_003.0,2040,8400,Segments_WF - 2023-08-01.shp
2830_003.5,2040,8700,Segments_WF - 2023-08-01.shp
2831_000.0,2040,300,Segments_WF - 2023-08-01.shp
2831_002.2,2040,300,Segments_WF - 2023-08-01.shp
2831_002.4,2040,300,Segments_WF - 2023-08-01.shp
2831_002.9,2040,350,Segments_WF - 2023-08-01.shp
2831_004.4,2040,2100,Segments_WF - 2023-08-01.shp
2831_004.6,2040,1900,Segments_WF - 2023-08-01.shp
2832_000.0,2040,6100,Segments_WF - 2023-08-01.shp
2832_000.5,2040,7700,Segments_WF - 2023-08-01.shp
2832_000.7,2040,7400,Segments_WF - 2023-08-01.shp
2832_000.8,2040,9200,Segments_WF - 2023-08-01.shp
2833_000.0,2040,1800,Segments_WF - 2023-08-01.shp
2833_000.2,2040,900,Segments_WF - 2023-08-01.shp
2833_000.7,2040,3300,Segments_WF - 2023-08-01.shp
2835_000.4,2040,1900,Segments_WF - 2023-08-01.shp
2835_000.7,2040,1800,Segments_WF - 2023-08-01.shp
2837_000.0,2040,5400,Segments_WF - 2023-08-01.shp
2837_000.4,2040,9700,Segments_WF - 2023-08-01.shp
2837_000.7,2040,10000,Segments_WF - 2023-08-01.shp
2839_000.0,2040,1700,Segments_WF - 2023-08-01.shp
2839_001.0,2040,1200,Segments_WF - 2023-08-01.shp
2841_000.0,2040,3700,Segments_WF - 2023-08-01.shp
2841_000.3,2040,4600,Segments_WF - 2023-08-01.shp
2843_000.0,2040,650,Segments_WF - 2023-08-01.shp
2843_000.2,2040,650,Segments_WF - 2023-08-01.shp
2843_001.0,2040,650,Segments_WF - 2023-08-01.shp
2844_000.0,2040,3600,Segments_WF - 2023-08-01.shp
2845_000.0,2040,9500,Segments_WF - 2023-08-01.shp
2845_000.4,2040,19000,Segments_WF - 2023-08-01.shp
2845_000.7,2040,11500,Segments_WF - 2023-08-01.shp
2845_001.2,2040,7600,Segments_WF - 2023-08-01.shp
2846_000.0,2040,11000,Segments_WF - 2023-08-01.shp
2846_000.3,2040,11000,Segments_WF - 2023-08-01.shp
2846_000.6,2040,13500,Segments_WF - 2023-08-01.shp
2846_001.3,2040,13500,Segments_WF - 2023-08-01.shp
2848_000.0,2040,1800,Segments_WF - 2023-08-01.shp
2848_001.3,2040,16500,Segments_WF - 2023-08-01.shp
2848_001.6,2040,14000,Segments_WF - 2023-08-01.shp
2848_002.2,2040,7000,Segments_WF - 2023-08-01.shp
2849_000.0,2040,11000,Segments_WF - 2023-08-01.shp
2849_000.5,2040,16500,Segments_WF - 2023-08-01.shp
2849_000.6,2040,18500,Segments_WF - 2023-08-01.shp
2849_001.2,2040,6900,Segments_WF - 2023-08-01.shp
2849_002.4,2040,6800,Segments_WF - 2023-08-01.shp
2849_005.0,2040,11500,Segments_WF - 2023-08-01.shp
2850_000.0,2040,5400,Segments_WF - 2023-08-01.shp
2851_000.0,2040,700,Segments_WF - 2023-08-01.shp
2851_001.3,2040,850,Segments_WF - 2023-08-01.shp
2851_001.4,2040,900,Segments_WF - 2023-08-01.shp
2852_000.0,2040,1000,Segments_WF - 2023-08-01.shp
2852_000.9,2040,2100,Segments_WF - 2023-08-01.shp
2852_001.4,2040,600,Segments_WF - 2023-08-01.shp
2853_000.0,2040,3000,Segments_WF - 2023-08-01.shp
2853_000.5,2040,2300,Segments_WF - 2023-08-01.shp
2854_000.0,2040,3600,Segments_WF - 2023-08-01.shp
2854_002.0,2040,2800,Segments_WF - 2023-08-01.shp
2854_002.5,2040,6100,Segments_WF - 2023-08-01.shp
2854_003.0,2040,1300,Segments_WF - 2023-08-01.shp
2854_003.5,2040,6500,Segments_WF - 2023-08-01.shp
2854_004.0,2040,5100,Segments_WF - 2023-08-01.shp
2854_004.3,2040,5100,Segments_WF - 2023-08-01.shp
2855_000.0,2040,14000,Segments_WF - 2023-08-01.shp
2855_000.2,2040,4800,Segments_WF - 2023-08-01.shp
2856_000.0,2040,2500,Segments_WF - 2023-08-01.shp
2856_001.0,2040,3300,Segments_WF - 2023-08-01.shp
2856_002.1,2040,6600,Segments_WF - 2023-08-01.shp
2857_000.0,2040,800,Segments_WF - 2023-08-01.shp
2859_000.0,2040,5000,Segments_WF - 2023-08-01.shp
2859_000.3,2040,5000,Segments_WF - 2023-08-01.shp
2859_000.9,2040,1600,Segments_WF - 2023-08-01.shp
2860_000.0,2040,8400,Segments_WF - 2023-08-01.shp
2860_000.4,2040,6100,Segments_WF - 2023-08-01.shp
2862_000.0,2040,4900,Segments_WF - 2023-08-01.shp
2862_000.5,2040,9200,Segments_WF - 2023-08-01.shp
2862_000.6,2040,5000,Segments_WF - 2023-08-01.shp
2862_002.9,2040,4000,Segments_WF - 2023-08-01.shp
2864_000.0,2040,1700,Segments_WF - 2023-08-01.shp
2864_001.9,2040,900,Segments_WF - 2023-08-01.shp
2865_000.0,2040,3300,Segments_WF - 2023-08-01.shp
2865_001.3,2040,2800,Segments_WF - 2023-08-01.shp
2866_000.0,2040,1900,Segments_WF - 2023-08-01.shp
2866_000.5,2040,2500,Segments_WF - 2023-08-01.shp
2866_001.0,2040,2000,Segments_WF - 2023-08-01.shp
2866_002.3,2040,2800,Segments_WF - 2023-08-01.shp
2866_004.0,2040,4100,Segments_WF - 2023-08-01.shp
2868_000.0,2040,2000,Segments_WF - 2023-08-01.shp
2868_000.6,2040,8300,Segments_WF - 2023-08-01.shp
2869_000.0,2040,4200,Segments_WF - 2023-08-01.shp
2869_001.0,2040,4700,Segments_WF - 2023-08-01.shp
2869_001.8,2040,4700,Segments_WF - 2023-08-01.shp
2869_002.0,2040,4800,Segments_WF - 2023-08-01.shp
2870_000.0,2040,4200,Segments_WF - 2023-08-01.shp
2870_000.1,2040,6100,Segments_WF - 2023-08-01.shp
2870_000.5,2040,8000,Segments_WF - 2023-08-01.shp
2870_001.1,2040,4000,Segments_WF - 2023-08-01.shp
2870_001.5,2040,6300,Segments_WF - 2023-08-01.shp
2870_002.4,2040,1100,Segments_WF - 2023-08-01.shp
2870_003.6,2040,1300,Segments_WF - 2023-08-01.shp
2870_004.7,2040,300,Segments_WF - 2023-08-01.shp
2870_005.2,2040,4800,Segments_WF - 2023-08-01.shp
2870_006.0,2040,5100,Segments_WF - 2023-08-01.shp
2871_000.0,2040,7100,Segments_WF - 2023-08-01.shp
2871_000.3,2040,4400,Segments_WF - 2023-08-01.shp
2872_000.0,2040,15000,Segments_WF - 2023-08-01.shp
2872_000.8,2040,9400,Segments_WF - 2023-08-01.shp
2872_001.5,2040,3400,Segments_WF - 2023-08-01.shp
2872_002.5,2040,2800,Segments_WF - 2023-08-01.shp
2872_003.5,2040,8800,Segments_WF - 2023-08-01.shp
2872_005.3,2040,11500,Segments_WF - 2023-08-01.shp
2872_005.7,2040,17500,Segments_WF - 2023-08-01.shp
2872_006.0,2040,7600,Segments_WF - 2023-08-01.shp
2872_006.5,2040,6700,Segments_WF - 2023-08-01.shp
2872_007.1,2040,5600,Segments_WF - 2023-08-01.shp
2872_007.3,2040,9900,Segments_WF - 2023-08-01.shp
2872_007.7,2040,4900,Segments_WF - 2023-08-01.shp
2873_000.0,2040,1200,Segments_WF - 2023-08-01.shp
2873_000.9,2040,1000,Segments_WF - 2023-08-01.shp
2873_001.1,2040,1000,Segments_WF - 2023-08-01.shp
2875_000.0,2040,14500,Segments_WF - 2023-08-01.shp
2875_000.3,2040,17000,Segments_WF - 2023-08-01.shp
2875_000.7,2040,19500,Segments_WF - 2023-08-01.shp
2875_001.2,2040,5300,Segments_WF - 2023-08-01.shp
2875_002.0,2040,6000,Segments_WF - 2023-08-01.shp
2875_002.8,2040,6100,Segments_WF - 2023-08-01.shp
2875_003.3,2040,7600,Segments_WF - 2023-08-01.shp
2877_000.0,2040,2100,Segments_WF - 2023-08-01.shp
2877_002.0,2040,2500,Segments_WF - 2023-08-01.shp
2878_000.0,2040,5100,Segments_WF - 2023-08-01.shp
2878_000.3,2040,5000,Segments_WF - 2023-08-01.shp
2878_001.2,2040,16000,Segments_WF - 2023-08-01.shp
2878_002.0,2040,15500,Segments_WF - 2023-08-01.shp
2878_002.8,2040,13500,Segments_WF - 2023-08-01.shp
2878_003.1,2040,18000,Segments_WF - 2023-08-01.shp
2878_003.6,2040,19000,Segments_WF - 2023-08-01.shp
2878_004.4,2040,22000,Segments_WF - 2023-08-01.shp
2878_004.9,2040,23000,Segments_WF - 2023-08-01.shp
2878_005.4,2040,28500,Segments_WF - 2023-08-01.shp
2878_005.9,2040,30000,Segments_WF - 2023-08-01.shp
2878_006.8,2040,17000,Segments_WF - 2023-08-01.shp
2878_007.0,2040,8900,Segments_WF - 2023-08-01.shp
2879_000.0,2040,7600,Segments_WF - 2023-08-01.shp
2880_000.0,2040,8900,Segments_WF - 2023-08-01.shp
2880_000.5,2040,7000,Segments_WF - 2023-08-01.shp
2880_001.0,2040,6600,Segments_WF - 2023-08-01.shp
2880_001.5,2040,6900,Segments_WF - 2023-08-01.shp
2880_002.0,2040,1800,Segments_WF - 2023-08-01.shp
2880_002.6,2040,4100,Segments_WF - 2023-08-01.shp
2880_003.0,2040,3300,Segments_WF - 2023-08-01.shp
2881_000.0,2040,4000,Segments_WF - 2023-08-01.shp
2881_001.3,2040,2400,Segments_WF - 2023-08-01.shp
2881_002.0,2040,2000,Segments_WF - 2023-08-01.shp
2881_002.8,2040,4200,Segments_WF - 2023-08-01.shp
2881_003.4,2040,3200,Segments_WF - 2023-08-01.shp
2881_004.7,2040,10000,Segments_WF - 2023-08-01.shp
2881_005.7,2040,9300,Segments_WF - 2023-08-01.shp
2881_006.5,2040,15000,Segments_WF - 2023-08-01.shp
2881_007.1,2040,21000,Segments_WF - 2023-08-01.shp
2881_008.6,2040,21500,Segments_WF - 2023-08-01.shp
2881_009.7,2040,37500,Segments_WF - 2023-08-01.shp
2881_010.3,2040,29000,Segments_WF - 2023-08-01.shp
2881_010.8,2040,31000,Segments_WF - 2023-08-01.shp
2881_011.9,2040,8300,Segments_WF - 2023-08-01.shp
2882_000.0,2040,1600,Segments_WF - 2023-08-01.shp
2882_000.5,2040,1300,Segments_WF - 2023-08-01.shp
2882_001.0,2040,50,Segments_WF - 2023-08-01.shp
2882_001.5,2040,1800,Segments_WF - 2023-08-01.shp
2883_007.5,2040,110000,Segments_WF - 2023-08-01.shp
2883_008.0,2040,83000,Segments_WF - 2023-08-01.shp
2884_000.0,2040,3100,Segments_WF - 2023-08-01.shp
2885_000.0,2040,3800,Segments_WF - 2023-08-01.shp
2886_000.0,2040,8600,Segments_WF - 2023-08-01.shp
2886_000.2,2040,4200,Segments_WF - 2023-08-01.shp
2886_000.3,2040,3500,Segments_WF - 2023-08-01.shp
2886_000.6,2040,3000,Segments_WF - 2023-08-01.shp
2886_002.3,2040,5800,Segments_WF - 2023-08-01.shp
2886_003.7,2040,5400,Segments_WF - 2023-08-01.shp
2887_000.0,2040,10000,Segments_WF - 2023-08-01.shp
2887_000.7,2040,9700,Segments_WF - 2023-08-01.shp
2888_000.0,2040,11000,Segments_WF - 2023-08-01.shp
2888_000.8,2040,9300,Segments_WF - 2023-08-01.shp
2888_001.3,2040,1500,Segments_WF - 2023-08-01.shp
2888_001.7,2040,1900,Segments_WF - 2023-08-01.shp
2889_000.0,2040,12000,Segments_WF - 2023-08-01.shp
2889_001.3,2040,3700,Segments_WF - 2023-08-01.shp
2889_002.6,2040,1700,Segments_WF - 2023-08-01.shp
2890_000.0,2040,3300,Segments_WF - 2023-08-01.shp
2890_000.3,2040,4600,Segments_WF - 2023-08-01.shp
2890_000.8,2040,4500,Segments_WF - 2023-08-01.shp
2890_001.0,2040,2400,Segments_WF - 2023-08-01.shp
2893_000.0,2040,1300,Segments_WF - 2023-08-01.shp
2893_000.7,2040,3200,Segments_WF - 2023-08-01.shp
2893_001.6,2040,7900,Segments_WF - 2023-08-01.shp
2893_002.2,2040,1300,Segments_WF - 2023-08-01.shp
2894_000.0,2040,5100,Segments_WF - 2023-08-01.shp
2894_000.9,2040,7600,Segments_WF - 2023-08-01.shp
2894_001.4,2040,8000,Segments_WF - 2023-08-01.shp
2894_001.7,2040,7300,Segments_WF - 2023-08-01.shp
2894_001.9,2040,7100,Segments_WF - 2023-08-01.shp
2895_000.0,2040,17500,Segments_WF - 2023-08-01.shp
2895_000.9,2040,14500,Segments_WF - 2023-08-01.shp
2895_001.3,2040,16000,Segments_WF - 2023-08-01.shp
2895_002.4,2040,15500,Segments_WF - 2023-08-01.shp
2895_002.9,2040,15000,Segments_WF - 2023-08-01.shp
2895_003.5,2040,13000,Segments_WF - 2023-08-01.shp
2895_004.0,2040,14000,Segments_WF - 2023-08-01.shp
2895_004.4,2040,16000,Segments_WF - 2023-08-01.shp
2895_004.8,2040,14000,Segments_WF - 2023-08-01.shp
2896_000.0,2040,7800,Segments_WF - 2023-08-01.shp
2896_000.5,2040,5000,Segments_WF - 2023-08-01.shp
2896_001.3,2040,4300,Segments_WF - 2023-08-01.shp
2896_001.8,2040,1800,Segments_WF - 2023-08-01.shp
2897_000.0,2040,8100,Segments_WF - 2023-08-01.shp
2897_000.4,2040,7100,Segments_WF - 2023-08-01.shp
2897_001.3,2040,9300,Segments_WF - 2023-08-01.shp
2897_001.8,2040,8800,Segments_WF - 2023-08-01.shp
2897_002.3,2040,7800,Segments_WF - 2023-08-01.shp
2897_002.8,2040,2700,Segments_WF - 2023-08-01.shp
2899_000.0,2040,12000,Segments_WF - 2023-08-01.shp
2899_000.2,2040,18000,Segments_WF - 2023-08-01.shp
2899_000.4,2040,18000,Segments_WF - 2023-08-01.shp
2899_000.8,2040,18500,Segments_WF - 2023-08-01.shp
2899_001.2,2040,16500,Segments_WF - 2023-08-01.shp
2899_001.7,2040,16000,Segments_WF - 2023-08-01.shp
2899_002.4,2040,10500,Segments_WF - 2023-08-01.shp
2899_003.5,2040,9900,Segments_WF - 2023-08-01.shp
2899_004.1,2040,10000,Segments_WF - 2023-08-01.shp
2900_000.0,2040,2200,Segments_WF - 2023-08-01.shp
2900_000.5,2040,1700,Segments_WF - 2023-08-01.shp
2900_000.8,2040,1700,Segments_WF - 2023-08-01.shp
2900_001.3,2040,2100,Segments_WF - 2023-08-01.shp
2900_002.2,2040,5200,Segments_WF - 2023-08-01.shp
2900_002.7,2040,5100,Segments_WF - 2023-08-01.shp
2900_003.2,2040,5100,Segments_WF - 2023-08-01.shp
2901_000.0,2040,3200,Segments_WF - 2023-08-01.shp
2901_000.3,2040,2500,Segments_WF - 2023-08-01.shp
2902_000.0,2040,5700,Segments_WF - 2023-08-01.shp
2902_000.3,2040,8900,Segments_WF - 2023-08-01.shp
2902_000.6,2040,4300,Segments_WF - 2023-08-01.shp
2902_001.1,2040,3600,Segments_WF - 2023-08-01.shp
2902_001.6,2040,2600,Segments_WF - 2023-08-01.shp
2902_002.1,2040,2500,Segments_WF - 2023-08-01.shp
2903_000.0,2040,650,Segments_WF - 2023-08-01.shp
2906_002.8,2040,8000,Segments_WF - 2023-08-01.shp
2907_000.0,2040,2200,Segments_WF - 2023-08-01.shp
2907_001.0,2040,1700,Segments_WF - 2023-08-01.shp
2909_000.0,2040,2400,Segments_WF - 2023-08-01.shp
2911_000.3,2040,2200,Segments_WF - 2023-08-01.shp
2913_000.3,2040,7200,Segments_WF - 2023-08-01.shp
2915_000.0,2040,11500,Segments_WF - 2023-08-01.shp
2915_000.4,2040,3600,Segments_WF - 2023-08-01.shp
2915_001.5,2040,3100,Segments_WF - 2023-08-01.shp
2915_002.0,2040,2500,Segments_WF - 2023-08-01.shp
2918_000.0,2040,4400,Segments_WF - 2023-08-01.shp
2918_000.2,2040,4700,Segments_WF - 2023-08-01.shp
2918_001.0,2040,4400,Segments_WF - 2023-08-01.shp
2918_002.1,2040,5900,Segments_WF - 2023-08-01.shp
2918_002.4,2040,6700,Segments_WF - 2023-08-01.shp
2918_003.1,2040,6400,Segments_WF - 2023-08-01.shp
2918_003.8,2040,7500,Segments_WF - 2023-08-01.shp
2918_004.8,2040,7500,Segments_WF - 2023-08-01.shp
2920_000.0,2040,6700,Segments_WF - 2023-08-01.shp
2920_001.1,2040,6900,Segments_WF - 2023-08-01.shp
2920_005.1,2040,3700,Segments_WF - 2023-08-01.shp
2922_000.0,2040,3900,Segments_WF - 2023-08-01.shp
2922_001.1,2040,7500,Segments_WF - 2023-08-01.shp
2922_001.4,2040,15000,Segments_WF - 2023-08-01.shp
2923_000.0,2040,5800,Segments_WF - 2023-08-01.shp
2924_000.0,2040,3100,Segments_WF - 2023-08-01.shp
2924_000.5,2040,1900,Segments_WF - 2023-08-01.shp
2924_001.4,2040,3200,Segments_WF - 2023-08-01.shp
2925_000.0,2040,16000,Segments_WF - 2023-08-01.shp
2925_001.2,2040,15500,Segments_WF - 2023-08-01.shp
2925_001.5,2040,16000,Segments_WF - 2023-08-01.shp
2926_000.0,2040,4900,Segments_WF - 2023-08-01.shp
2926_000.6,2040,12500,Segments_WF - 2023-08-01.shp
2926_001.0,2040,8600,Segments_WF - 2023-08-01.shp
2927_000.0,2040,900,Segments_WF - 2023-08-01.shp
2928_000.0,2040,4000,Segments_WF - 2023-08-01.shp
2928_000.2,2040,4100,Segments_WF - 2023-08-01.shp
2928_001.2,2040,6800,Segments_WF - 2023-08-01.shp
2929_000.0,2040,19500,Segments_WF - 2023-08-01.shp
2929_000.8,2040,2900,Segments_WF - 2023-08-01.shp
2929_001.0,2040,2900,Segments_WF - 2023-08-01.shp
2929_001.5,2040,3400,Segments_WF - 2023-08-01.shp
2929_002.3,2040,3300,Segments_WF - 2023-08-01.shp
2930_000.0,2040,5400,Segments_WF - 2023-08-01.shp
2931_000.0,2040,3000,Segments_WF - 2023-08-01.shp
2931_000.7,2040,700,Segments_WF - 2023-08-01.shp
2931_001.0,2040,1900,Segments_WF - 2023-08-01.shp
2931_001.5,2040,600,Segments_WF - 2023-08-01.shp
2932_000.0,2040,12000,Segments_WF - 2023-08-01.shp
2932_000.8,2040,11000,Segments_WF - 2023-08-01.shp
2932_001.3,2040,14000,Segments_WF - 2023-08-01.shp
2932_002.2,2040,4700,Segments_WF - 2023-08-01.shp
2932_002.7,2040,2900,Segments_WF - 2023-08-01.shp
2932_003.7,2040,2800,Segments_WF - 2023-08-01.shp
2933_000.0,2040,3600,Segments_WF - 2023-08-01.shp
2933_000.5,2040,4200,Segments_WF - 2023-08-01.shp
2933_002.0,2040,1600,Segments_WF - 2023-08-01.shp
2933_002.5,2040,5900,Segments_WF - 2023-08-01.shp
2933_003.3,2040,6900,Segments_WF - 2023-08-01.shp
2935_000.0,2040,4200,Segments_WF - 2023-08-01.shp
2935_001.1,2040,7000,Segments_WF - 2023-08-01.shp
2935_001.4,2040,6200,Segments_WF - 2023-08-01.shp
2936_000.0,2040,3100,Segments_WF - 2023-08-01.shp
2936_000.5,2040,1700,Segments_WF - 2023-08-01.shp
2936_001.1,2040,600,Segments_WF - 2023-08-01.shp
2937_000.9,2040,2300,Segments_WF - 2023-08-01.shp
2937_003.6,2040,2200,Segments_WF - 2023-08-01.shp
2937_004.1,2040,1800,Segments_WF - 2023-08-01.shp
2937_004.6,2040,2300,Segments_WF - 2023-08-01.shp
2938_000.3,2040,2800,Segments_WF - 2023-08-01.shp
2938_000.8,2040,2700,Segments_WF - 2023-08-01.shp
2939_000.2,2040,2100,Segments_WF - 2023-08-01.shp
2939_001.1,2040,1700,Segments_WF - 2023-08-01.shp
2939_001.3,2040,2100,Segments_WF - 2023-08-01.shp
2939_002.8,2040,2500,Segments_WF - 2023-08-01.shp
2940_000.0,2040,17000,Segments_WF - 2023-08-01.shp
2940_000.4,2040,12000,Segments_WF - 2023-08-01.shp
2940_000.6,2040,12500,Segments_WF - 2023-08-01.shp
2941_000.0,2040,11500,Segments_WF - 2023-08-01.shp
2943_000.0,2040,3100,Segments_WF - 2023-08-01.shp
2943_001.1,2040,4700,Segments_WF - 2023-08-01.shp
2943_001.3,2040,21000,Segments_WF - 2023-08-01.shp
2944_000.0,2040,10000,Segments_WF - 2023-08-01.shp
2944_000.3,2040,13000,Segments_WF - 2023-08-01.shp
2945_000.0,2040,6600,Segments_WF - 2023-08-01.shp
2945_001.3,2040,4400,Segments_WF - 2023-08-01.shp
2945_003.0,2040,12000,Segments_WF - 2023-08-01.shp
2946_000.0,2040,23000,Segments_WF - 2023-08-01.shp
2946_000.6,2040,18500,Segments_WF - 2023-08-01.shp
2946_001.1,2040,18500,Segments_WF - 2023-08-01.shp
2946_001.6,2040,13500,Segments_WF - 2023-08-01.shp
2946_002.2,2040,9900,Segments_WF - 2023-08-01.shp
2946_002.7,2040,13500,Segments_WF - 2023-08-01.shp
2946_003.2,2040,13000,Segments_WF - 2023-08-01.shp
2946_003.6,2040,12000,Segments_WF - 2023-08-01.shp
2946_004.1,2040,12500,Segments_WF - 2023-08-01.shp
2946_004.7,2040,13500,Segments_WF - 2023-08-01.shp
2946_005.1,2040,14500,Segments_WF - 2023-08-01.shp
0241_001.2,2040,25500,Segments_WF - 2023-08-01.shp
0241_000.7,2040,26000,Segments_WF - 2023-08-01.shp
0241_000.3,2040,32500,Segments_WF - 2023-08-01.shp
2947_000.6,2040,14500,Segments_WF - 2023-08-01.shp
2947_001.1,2040,7500,Segments_WF - 2023-08-01.shp
2949_000.0,2040,800,Segments_WF - 2023-08-01.shp
2949_000.8,2040,650,Segments_WF - 2023-08-01.shp
2949_001.8,2040,750,Segments_WF - 2023-08-01.shp
2949_003.4,2040,1700,Segments_WF - 2023-08-01.shp
2950_000.0,2040,850,Segments_WF - 2023-08-01.shp
2950_001.3,2040,850,Segments_WF - 2023-08-01.shp
2951_000.0,2040,600,Segments_WF - 2023-08-01.shp
2953_000.0,2040,4300,Segments_WF - 2023-08-01.shp
2954_000.0,2040,11000,Segments_WF - 2023-08-01.shp
2954_000.5,2040,12000,Segments_WF - 2023-08-01.shp
2954_001.0,2040,11500,Segments_WF - 2023-08-01.shp
2954_001.5,2040,13500,Segments_WF - 2023-08-01.shp
2954_001.7,2040,12500,Segments_WF - 2023-08-01.shp
2954_001.9,2040,6700,Segments_WF - 2023-08-01.shp
2954_002.0,2040,6500,Segments_WF - 2023-08-01.shp
2954_002.5,2040,6700,Segments_WF - 2023-08-01.shp
2954_003.0,2040,2500,Segments_WF - 2023-08-01.shp
2955_000.0,2040,3300,Segments_WF - 2023-08-01.shp
2955_001.1,2040,1100,Segments_WF - 2023-08-01.shp
2956_000.0,2040,2700,Segments_WF - 2023-08-01.shp
2956_000.2,2040,2400,Segments_WF - 2023-08-01.shp
2957_000.0,2040,5000,Segments_WF - 2023-08-01.shp
2957_001.0,2040,3400,Segments_WF - 2023-08-01.shp
2957_002.0,2040,4600,Segments_WF - 2023-08-01.shp
2958_000.0,2040,10500,Segments_WF - 2023-08-01.shp
2958_000.1,2040,10500,Segments_WF - 2023-08-01.shp
2958_000.6,2040,8800,Segments_WF - 2023-08-01.shp
2958_001.1,2040,11500,Segments_WF - 2023-08-01.shp
2958_001.6,2040,10500,Segments_WF - 2023-08-01.shp
2958_002.1,2040,2500,Segments_WF - 2023-08-01.shp
2959_000.0,2040,800,Segments_WF - 2023-08-01.shp
2959_001.0,2040,750,Segments_WF - 2023-08-01.shp
2960_000.0,2040,17000,Segments_WF - 2023-08-01.shp
2960_000.4,2040,38000,Segments_WF - 2023-08-01.shp
2960_000.6,2040,39500,Segments_WF - 2023-08-01.shp
2960_001.0,2040,38000,Segments_WF - 2023-08-01.shp
2960_001.5,2040,37000,Segments_WF - 2023-08-01.shp
2960_001.9,2040,34000,Segments_WF - 2023-08-01.shp
2960_002.0,2040,34500,Segments_WF - 2023-08-01.shp
2960_002.5,2040,26000,Segments_WF - 2023-08-01.shp
2960_003.0,2040,24000,Segments_WF - 2023-08-01.shp
2960_003.4,2040,24000,Segments_WF - 2023-08-01.shp
2960_004.1,2040,6900,Segments_WF - 2023-08-01.shp
2961_000.0,2040,2400,Segments_WF - 2023-08-01.shp
2961_001.0,2040,1400,Segments_WF - 2023-08-01.shp
2962_000.0,2040,10000,Segments_WF - 2023-08-01.shp
2962_000.2,2040,10000,Segments_WF - 2023-08-01.shp
2962_001.8,2040,2400,Segments_WF - 2023-08-01.shp
2963_000.0,2040,2200,Segments_WF - 2023-08-01.shp
2963_000.6,2040,1100,Segments_WF - 2023-08-01.shp
2963_001.1,2040,500,Segments_WF - 2023-08-01.shp
2964_000.0,2040,7100,Segments_WF - 2023-08-01.shp
2964_000.5,2040,4300,Segments_WF - 2023-08-01.shp
2964_001.0,2040,3900,Segments_WF - 2023-08-01.shp
2964_001.5,2040,4200,Segments_WF - 2023-08-01.shp
2964_002.0,2040,5800,Segments_WF - 2023-08-01.shp
2964_002.2,2040,5500,Segments_WF - 2023-08-01.shp
2964_002.5,2040,5500,Segments_WF - 2023-08-01.shp
2964_003.0,2040,5400,Segments_WF - 2023-08-01.shp
2965_000.0,2040,10000,Segments_WF - 2023-08-01.shp
2965_000.5,2040,10000,Segments_WF - 2023-08-01.shp
2965_001.1,2040,12000,Segments_WF - 2023-08-01.shp
2965_001.6,2040,9800,Segments_WF - 2023-08-01.shp
2965_002.1,2040,7200,Segments_WF - 2023-08-01.shp
2966_000.0,2040,5100,Segments_WF - 2023-08-01.shp
2966_000.5,2040,7100,Segments_WF - 2023-08-01.shp
2966_001.0,2040,7400,Segments_WF - 2023-08-01.shp
2966_001.5,2040,7300,Segments_WF - 2023-08-01.shp
2966_002.0,2040,6900,Segments_WF - 2023-08-01.shp
2966_002.5,2040,3700,Segments_WF - 2023-08-01.shp
2966_003.1,2040,9000,Segments_WF - 2023-08-01.shp
2966_003.7,2040,4900,Segments_WF - 2023-08-01.shp
2966_004.2,2040,8000,Segments_WF - 2023-08-01.shp
2966_004.7,2040,6200,Segments_WF - 2023-08-01.shp
2966_005.1,2040,5900,Segments_WF - 2023-08-01.shp
2966_005.2,2040,4900,Segments_WF - 2023-08-01.shp
2966_005.7,2040,5000,Segments_WF - 2023-08-01.shp
2967_000.0,2040,650,Segments_WF - 2023-08-01.shp
2967_000.5,2040,650,Segments_WF - 2023-08-01.shp
2967_001.0,2040,650,Segments_WF - 2023-08-01.shp
2967_001.5,2040,550,Segments_WF - 2023-08-01.shp
2968_000.0,2040,4000,Segments_WF - 2023-08-01.shp
2968_000.5,2040,4100,Segments_WF - 2023-08-01.shp
2968_001.1,2040,17500,Segments_WF - 2023-08-01.shp
2968_001.5,2040,17000,Segments_WF - 2023-08-01.shp
2968_002.0,2040,5300,Segments_WF - 2023-08-01.shp
2969_000.0,2040,650,Segments_WF - 2023-08-01.shp
2969_000.5,2040,600,Segments_WF - 2023-08-01.shp
2969_001.1,2040,550,Segments_WF - 2023-08-01.shp
2970_000.0,2040,3900,Segments_WF - 2023-08-01.shp
2972_000.0,2040,5300,Segments_WF - 2023-08-01.shp
2972_000.2,2040,17000,Segments_WF - 2023-08-01.shp
2972_000.5,2040,16500,Segments_WF - 2023-08-01.shp
2972_001.0,2040,14000,Segments_WF - 2023-08-01.shp
2972_001.4,2040,8700,Segments_WF - 2023-08-01.shp
2972_001.5,2040,7000,Segments_WF - 2023-08-01.shp
2974_000.0,2040,4800,Segments_WF - 2023-08-01.shp
2974_000.5,2040,10000,Segments_WF - 2023-08-01.shp
