Station,Route,Begin MP,End MP,Section Length,Location Description,AADT2022
049-1995,2966PM,4.6640,5.0700,0.4060,400 West Orem/ 400 East Lindon via 2000 North,"4,190"
049-1980,2966PM,5.0700,6.3996,1.3296,SR 89 State Street - SR 114 via 2000 North,"3,629"
049-2880,2967PM,0.0000,0.5150,0.5150,400 N (Rt 2954) via Main St - 800 N (SR 52),505
049-2885,2967PM,0.5150,1.0180,0.5030,800 N (SR 52) via Main St - 1200 N (Rt 2968),505
049-2890,2967PM,1.0180,1.5330,0.5150,1200 N (Rt 2968) via Main St - 1600 N (Rt 2946),505
049-2895,2967PM,1.5330,2.0441,0.5111,1600 N (Rt 2946) via Main St - 2000 N/200 S (Rt 2966),505
049-1290,2968PM,0.0000,1.0550,1.0550,1200 West (Route 2980) via 1200 North,"3,281"
049-1291,2968PM,1.0550,2.0230,0.9680,SR 89 via 1200 North Orem,"15,972"
049-1292,2968PM,2.0230,2.5276,0.5046,400 East (Route 2966) - 800 East via 1200 North Orem,"4,731"
049-2900,2969PM,0.0000,0.5000,0.5000,400 S (Rt 2964) via Palisade Dr - Center St (Rt 2960),505
049-2905,2969PM,0.5000,1.0730,0.5730,Center St (Rt 2960) via Palisade Dr - 400 N (Rt 2954),505
049-2910,2969PM,1.0730,1.6019,0.5289,400 N (Rt 2954) via Palisade Dr - 800 N (SR 52),505
049-2915,2970PM,0.0000,0.5069,0.5069,800 S (Rt 2974) via Main St - 400 S (Rt 2964),"1,849"
049-2920,2971PM,0.0000,1.0924,1.0924,1600 N (Rt 2946) via Skyline Dr/2000 N - 1200 E (Rt 2966),505
049-1300,2972PM,0.0000,0.4990,0.4990,1460 North via 200 W Provo/2100 W Orem - 2000 S Orem,"4,527"
049-1305,2972PM,0.4990,1.3860,0.8870,2000 S via 2100 W (Main St) - SR 265 (University Pkwy)  Orem,"5,209"
049-1310,2972PM,1.3860,1.9996,0.6136,SR 265 via 2100 W (Main St) - 800 S  Orem,"4,057"
049-1315,2974PM,0.0000,0.5010,0.5010,1200 West (Route 2980) via 800 South Orem,"3,322"
049-1320,2974PM,0.5010,1.0050,0.5040,800 West via 800 South Orem,"8,963"
049-1325,2974PM,1.0050,1.5120,0.5070,400 West (Route 2958) via 800 South Orem,"8,621"
049-1330,2974PM,1.5120,1.8700,0.3580,Main Street (Route 2972) via 800 South Orem,"8,975"
049-1335,2974PM,1.8700,2.5138,0.6438,SR 89 (State Street) via 800 South Orem,"18,827"
049-1340,2974PM,2.5138,2.7890,0.2752,800 East via 800 South Orem,"12,919"
049-1345,2974PM,2.7890,3.4614,0.6724,Carterville Rd via 3700 N (800 S) - University Ave (SR 189),"14,608"
049-1350,2974PM,3.4614,3.8400,0.3786,SR 189 University Avenue via 3700 North,"11,762"
049-1885,2974PM,3.8400,4.7645,0.9245,Canyon Road via 3650 North - Foothill Dr via Quail Valley Dr,"7,783"
049-1811,2975PM,0.0000,1.4571,1.4571,SR 114 via Independence Ave - North of 820 N,"2,183"
049-2115,2975PM,2.0743,3.5545,1.4802,1700 N via Sandhill Rd - SR 265,"2,055"
049-2925,2976PM,0.0000,0.6820,0.6820,Main St (Rt 2972) via 1600 S - State St (SR 89),"5,552"
049-2930,2976PM,0.6820,1.0070,0.3250,State St (SR 89) via 1600 S - 800 E,"5,552"
049-2935,2976PM,1.0070,1.3595,0.3525,1600 S via 800 E - University Parkway (SR 265),"5,552"
049-2940,2977PM,0.0000,0.5320,0.5320,Geneva Rd (SR 114) westerly via 1000 S - Springwater Dr,505
049-2945,2977PM,0.5320,1.5377,1.0057,Springwater Dr via Sleepy Ridge Dr/575 S - Geneva Rd (SR 114),505
049-2123,2978PM,0.0000,1.1640,1.1640,North County Blvd (SR 129) via Pleasant Grove Blvd - US 89 (State St),"30,971"
049-2950,2979PM,0.0000,0.7031,0.7031,Geneva Rd (SR 114) westerly via 400 S - near Lake View Dr,505
049-2955,2979PM,1.0609,1.4681,0.4072,Near Zinfandel Ln via Main St - Center St,505
049-2960,2979PM,1.4681,2.1549,0.6868,Main St via Center St - Vineyard Rd,505
049-3330,2979PM,2.3745,2.5464,0.1719,Mill Road via Center St - Geneva Rd (SR 114),505
049-1870,2980PM,0.0000,0.4430,0.4430,800 W via 1200 S - 400 W  Orem,"3,650"
049-1356,2980PM,0.4430,0.9510,0.5080,400 W via 1200 S - Main St  Orem,"7,095"
049-1357,2980PM,0.9510,1.4721,0.5211,Main St via 1200 S - SR 89,"7,896"
049-2125,2982PM,0.0000,1.9266,1.9266,Jct SR 114 - Columbia Lane via 2000 South,"2,481"
049-2170,2983PM,0.0000,0.2250,0.2250,University Pkwy southerly via 450 E - Campus Dr  Provo,"10,803"
049-1523,2983PM,0.2250,0.5374,0.3124,450 E westerly via 1230 N/Bulldog Blvd - Canyon Rd (150 E)  Provo,"18,364"
049-1524,2983PM,0.5374,0.6680,0.1306,Canyon Rd westerly via Campus Dr - SR 189 University Ave  Provo,"19,801"
049-1535,2983PM,0.6680,0.8470,0.1790,SR 189 (University Ave) westerly via Bulldog Blvd - Freedom Blvd  Provo,"20,250"
049-1890,2983PM,0.8470,1.1386,0.2916,Freedom Blvd westerly via 1230 N - SR 89 State St  Provo,"27,333"
049-1525,2983PM,1.1386,1.5820,0.4434,500 W (SR 89) northwesterly via Columbia Ln - Grandview Ln  Provo,"14,694"
049-1900,2983PM,1.5820,2.4346,0.8526,Grandview Ln northwesterly via Columbia Ln - SR 89  Orem,"12,512"
049-2965,2986PM,0.0000,0.4990,0.4990,800 S (Rt 2974) via 800 W - 400 S (Rt 2964),879
049-2970,2986PM,0.4990,0.9960,0.4970,400 S (Rt 2964) via 800 W - Center St (Rt 2960),879
049-2975,2986PM,0.9960,1.4980,0.5020,Center St (Rt 2960) via 800 W - 400 N (Rt 2954),879
049-2980,2986PM,1.4980,2.0190,0.5210,400 N (Rt 2954) via 800 W - 800 N (SR 52),879
049-2985,2986PM,2.0190,2.5110,0.4920,800 N (SR 52) via 800 W - 1200 N (Rt 2968),879
049-2990,2986PM,2.5110,3.0140,0.5030,1200 N (Rt 2968) via 800 W - 1600 N/600 S (Rt 2946),879
049-2995,2986PM,3.0140,3.5157,0.5017,1600 N/600 S (Rt 2946) via 800 W - 2000 N/200 S (Rt 2966),879
049-3000,2987PM,0.0000,1.1510,1.1510,1600 S (Rt 2845) via 1750 W - 400 S (SR 77),"1,010"
049-3005,2987PM,1.1510,3.2170,2.0660,400 S (SR 77) via 1750 W/Center St/1650 W - 1400 N (SR 75),505
049-3010,2987PM,3.2170,4.8563,1.6393,1400 N (SR 75) via Kuhni Rd/700 E - 1860 S (Rt 2999),505
049-3300,2988PM,0.0000,3.3981,3.3981,I-15 SB Ramps/US 189 westerly via Lakeview Pkwy - Mike Jense Pkwy,"1,010"
049-1815,2990PM,0.0000,0.4360,0.4360,SR 89 at 200 South Pleasant Grove,"3,694"
049-1380,2990PM,0.4360,1.1460,0.7100,100 East (SR 146) via 200 South Pleasant Grove,"5,803"
049-1385,2990PM,1.1460,2.1663,1.0203,700 East - 1500 East via 200 South,"2,933"
049-3015,2991PM,0.0000,0.6760,0.6760,Center St (Rt 2996) via 600 W - 1100 N (Rt 2897),505
049-3020,2991PM,0.6760,1.1940,0.5180,1100 N (Rt 2897) via 600 W - 1800 N (Rt 2900),505
049-3025,2991PM,1.1940,1.8122,0.6182,1800 N (Rt 2900) via 600 W - 2600 N (Rt 2894),505
049-2135,2992PM,0.0000,0.0995,0.0995,Jct Main Street - SR 146 via Center St in Pleasant Grove,"2,055"
049-3030,2993PM,0.0000,0.7580,0.7580,820 N (Rt 3006) via 1375 W - 1460 N (Rt 3012),505
049-3035,2993PM,0.7580,0.9685,0.2105,1460 N (Rt 3012) via 1500 W - 1700 N (Rt 3010),505
049-1390,2994PM,0.0000,0.7200,0.7200,100 E (SR 146) via 500 N  - 700 E Pleasant Grove,"5,000"
049-1395,2994PM,0.7200,1.4894,0.7694,700 E via 500 N - Mahogany Ln (Rt 2897)  Pleasant Grove,"3,139"
049-2300,2995PM,0.0000,0.2619,0.2619,6800 W via Madison Ave - 6000 W,544
049-2305,2995PM,0.5629,1.7961,1.2332,6000 W via Canal Blvd - SR 74,"1,087"
049-2080,2995PM,2.6452,3.9748,1.3296,4800 West - SR 146 via Harvey Blvd constructed,"1,028"
049-2140,2996PM,0.0000,0.9087,0.9087,Jct SR 89 - SR 89 via Main Street in Pleasant Grove,"12,149"
049-1400,2998PM,0.0000,0.8685,0.8685,Center Street Provo at 3110 West,"2,302"
049-3305,2998PM,0.8685,1.5300,0.6615,Center St (Rt 3004) via 3110 W - 620 N (Rt 3007),"1,010"
049-3310,2998PM,1.5300,2.3480,0.8180,620 N (Rt 3007) via Lakeshore Dr - 1390 N,"1,010"
049-3315,2998PM,2.3480,2.7358,0.3878,Lakeshore Dr via 1390 N - Geneva Rd (SR 114),"1,010"
049-1750,2999PM,0.0000,1.5560,1.5560,SR 189 via 1860 South,"13,306"
049-2130,2999PM,1.5560,3.9891,2.4331,Jct SR 89 - SR 89 via Slate Canyon Road in Provo,"3,086"
049-2155,3000PM,0.0000,1.0825,1.0825,2050 West - 900 West via 600 South in Provo,"4,232"
049-1745,3002PM,0.3931,1.4539,1.0608,1150 South - Center Street (SR 114) Provo via 1600 West,"4,107"
049-1405,3004PM,0.0000,1.1020,1.1020,Boat Harbor State Park Provo,"1,520"
049-1410,3004PM,1.1020,2.0660,0.9640,3110 West Road to Airport - Geneva Road (SR 114),"4,906"
049-1415,3004PM,2.0670,2.5340,0.4670,SR 89 (500 West) at Center Street Provo,"17,704"
049-1420,3004PM,2.5340,3.1730,0.6390,SR 189 (University Avenue) via Center Street,"10,172"
049-1425,3004PM,3.1730,3.3501,0.1771,700 East Provo via Center Street,"8,366"
049-1710,3004PM,3.3501,3.7970,0.4469,900 East via Center Street,"4,983"
049-1711,3004PM,3.7970,4.4680,0.6710,300 North - 700 North via Seven Peaks Blvd,"3,193"
049-1435,3006PM,0.0000,0.3540,0.3540,SR 114 at 820 North,"9,201"
049-1440,3006PM,0.3540,1.5810,1.2270,Independence Avenue,"6,375"
049-1445,3006PM,1.5810,1.8610,0.2800,500 West (SR 89) via 800 North,"11,833"
049-1450,3006PM,1.8610,2.0452,0.1842,200 West - SR 189 University Avenue via 800 North,"9,188"
049-3040,3007PM,0.0000,0.7635,0.7635,Lakeshore Dr (Rt 2998) via 620 N - Geneva Rd (SR 114),505
049-2160,3008PM,0.0000,0.6410,0.6410,Jct Independence Avenue,"3,086"
049-2165,3008PM,0.6410,2.1172,1.4762,900 West - 700 East via 500 North in Provo,"10,168"
049-3045,3010PM,0.0000,0.3050,0.3050,Sandhill Rd (Rt 2975) via 1700 N - 2100 W (Rt 2972),"1,979"
049-3050,3010PM,0.3050,0.8090,0.5040,2100 W (Rt 2972) via 1700 N - 1500 W (Rt 2993),"1,979"
049-3055,3010PM,0.8090,1.3380,0.5290,1500 W (Rt 2993) via 1700 N - Columbia Ln (Rt 2983),"1,979"
049-3060,3010PM,1.3380,1.4990,0.1610,Columbia Ln (Rt 2983) via 950 W - State St (SR 89),"1,979"
049-3065,3010PM,1.4990,1.6663,0.1673,State St (SR 89) via 1850 N - Carterville Rd (Rt 2962),536
049-3070,3011PM,0.0000,0.5103,0.5103,300 S (Rt 2999) via Seven Peaks Blvd - Center St (Rt 3004),"1,071"
049-1455,3012PM,0.0000,1.1190,1.1190,Main Street / 2100 West at 1460 North Provo,"4,920"
049-1460,3012PM,1.1190,1.2900,0.1710,Columbia Lane via 1460 North Provo,"6,564"
049-1462,3012PM,1.2900,1.5340,0.2440,SR 89 at 1720 North,"20,465"
049-1465,3012PM,1.5340,1.9596,0.4256,550 West 3012 turns North - SR 265 via 550 West,"11,739"
049-1755,3014PM,0.0000,1.1759,1.1759,1600 West Provo at 1150 South,"1,163"
049-1760,3014PM,1.1759,1.6315,0.4556,500 West - SR 189 via 920 South,"8,566"
049-1355,3015PM,0.0000,0.8800,0.8800,SR 265 via College Dr/1200 W - 800 S  Orem,"7,318"
049-1360,3015PM,0.8800,1.3960,0.5160,800 S via 1200 W - 400 S  Orem,"12,809"
049-1855,3015PM,1.3960,1.9160,0.5200,400 S via 1200 W - Center St  Orem,"14,249"
049-1365,3015PM,1.9160,2.4280,0.5120,Center St via 1200 W - 400 N  Orem,"7,675"
049-1370,3015PM,2.4280,2.9690,0.5410,400 N via 1200 W - 800 N  Orem,"8,042"
049-1375,3015PM,2.9690,3.9930,1.0240,800 N (SR 52) via 1200 West - 1600 N  Orem,"9,362"
049-3075,3017PM,0.0000,0.3692,0.3692,900 W (Rt 3024) via 300 S - 500 W (SR 89),505
049-1470,3020PM,0.0000,0.5970,0.5970,SR 89 at 900 East Provo,"11,564"
049-1475,3020PM,0.5970,1.2410,0.6440,Center Street Provo via 900 East,"19,336"
049-1775,3020PM,1.2410,1.9310,0.6900,700 North Provo via 900 East,"24,600"
049-1480,3020PM,1.9310,2.7330,0.8020,1430 North Provo via 900 East,"26,542"
049-1485,3020PM,2.7330,3.1920,0.4590,Timpview Drive (650 East) via 2200 North,"14,371"
049-1600,3020PM,3.1920,3.3260,0.1340,Canyon Road via 2230 North,"21,172"
049-1595,3020PM,3.3260,3.8071,0.4811,SR 189 (University Avenue) - SR 265 (University Parkway),"17,374"
049-1500,3022PM,0.0000,0.1330,0.1330,SR 189 (University Avenue) at University Parkway (SR 265),"19,359"
049-1490,3022PM,0.1330,0.4290,0.2960,Canyon Road via University Parkway,"21,706"
049-1495,3022PM,0.4290,0.8271,0.3981,450 East - 900 East via 1650 North,"14,477"
049-2175,3024PM,0.0000,1.0096,1.0096,Jct 600 South - 500 North via 900 West in Provo,"3,086"
049-2260,3026PM,0.0000,1.1250,1.1250,Oak Cliff Dr via 1450 E - 2300 N  Orem,"1,087"
049-2265,3026PM,1.1250,1.4566,0.3316,1450 E westerly via 2300 N - Temple View Dr (1200 E)  Orem,"1,087"
049-3080,3029PM,0.0000,0.1838,0.1838,Freedom Blvd (Rt 3042) via 700 N - University Ave (SR 189),"11,108"
049-1510,3030PM,0.0000,0.6390,0.6390,SR 189 University Avenue via 700 North Provo,"9,839"
049-1515,3030PM,0.6390,0.8180,0.1790,700 East via 700 North Provo,"7,829"
049-1830,3030PM,0.8180,1.1846,0.3666,900 East - 1300 East via 700 North Provo,"4,494"
049-1835,3031PM,0.0000,0.4540,0.4540,900 East via Temple View Drive,"5,230"
049-1840,3031PM,0.4540,2.1590,1.7050,1200 East 3031 turns North on Iroquois Drive,865
049-1845,3031PM,2.1590,3.0640,0.9050,4000 North Quail Valley Drive via Foothill Drive,"3,424"
049-1505,3031PM,3.0640,3.3262,0.2622,Timpview Drive - Canyon Road via 4525 North,"3,139"
049-1519,3032PM,0.0000,0.2800,0.2800,300 S (SR 89) via 700 E - Center St  Provo,"5,007"
049-1520,3032PM,0.2800,1.1178,0.8378,Center St via 700 E - 900 N  Provo,"5,819"
049-1521,3032PM,1.1178,1.2998,0.1820,700 E via 900 N - 900 E  Provo,"8,464"
049-1905,3033PM,0.0000,0.7126,0.7126,1860 South - SR 189 via East Bay Boulevard,"7,700"
049-2310,3034PM,0.0000,1.0162,1.0162,Provo Westside Connector (Rt 2988) via 500 W - 920 S  Provo,"1,087"
049-1915,3034PM,1.0162,1.5738,0.5576,920 S via 500 W - SR 89 300 S  Provo,"7,333"
049-2185,3035PM,0.0000,0.3370,0.3370,Jct SR 198,"8,348"
049-2186,3035PM,0.3370,1.4580,1.1210,Jct SR 6  via 2550 E- SR 147  Spanish Fork,"3,404"
,3035PM,1.4580,2.1704,0.7124,,985
,3035PM,2.6347,3.2758,0.6411,,985
049-3085,3037PM,0.0000,1.0852,1.0852,400 N (SR 147) via Slant Rd - 1600 W (SR 89),505
049-2190,3038PM,0.0000,1.2800,1.2800,Independence Ave via 200 N - University Ave  Provo,"1,010"
049-2195,3038PM,1.2800,1.9191,0.6391,University Ave via 200 N - 700 E Provo,"1,773"
049-3090,3039PM,0.0000,0.6020,0.6020,Golden Eagle Wy (Rt 2877) via Goosenest Dr - Park Dr,505
049-3095,3039PM,0.6020,1.6810,1.0790,Elk Ridge Rd via Park Dr - Loafer Canyon Rd,505
049-3100,3039PM,1.6810,2.8408,1.1598,Park Dr via Loafer Canyon Rd - 11200 S (Rt 2872),505
049-1540,3040PM,0.0000,0.2210,0.2210,University Avenue (SR 189) at 1100 North Provo,"11,837"
049-1545,3040PM,0.2210,0.5760,0.3550,1230 North via Canyon Road,"10,298"
049-1550,3040PM,0.5760,2.4750,1.8990,1650 North via Canyon Road,"9,456"
049-1555,3040PM,2.4750,3.2690,0.7940,3650 North via Canyon Road,"6,115"
049-1560,3040PM,3.2690,4.2788,1.0098,4525 North via Canyon Road - SR 189,"3,770"
049-3105,3041PM,0.0000,1.6198,1.6198,Broad Hollow Dr via Woodland Hills Dr - 11200 S (Rt 2872),505
049-1945,3042PM,0.0000,0.5470,0.5470,920 South via 200 West Provo,"8,602"
049-1565,3042PM,0.5470,0.8250,0.2780,SR 89 300 South via 200 West Provo,"14,011"
049-1570,3042PM,0.8250,1.2840,0.4590,Center Street via 200 West Provo,"17,832"
049-1575,3042PM,1.2840,1.5550,0.2710,500 North via 200 West Provo,"18,422"
049-1580,3042PM,1.5550,1.9860,0.4310,800 North via 200 West Provo,"17,935"
049-1585,3042PM,1.9860,2.4800,0.4940,1230 North via 200 West Provo,"15,734"
049-1590,3042PM,2.4800,2.8739,0.3939,SR 265 University Parkway - 2230 North via 200 West,"5,863"
049-2200,3044PM,0.0000,0.9901,0.9901,Jct 200 West - SR 89 via 600 South in Provo,"4,082"
049-3110,3050PM,0.0000,0.6392,0.6392,University Ave (SR 189) via 800 N - 700 E (Rt 3032),"8,327"
049-3115,3050PM,0.6402,0.8200,0.1798,700 E (Rt 3032) via 820 N - 900 E (Rt 3020),"8,327"
049-3120,3050PM,0.8200,1.6218,0.8018,900 E (Rt 3020) via 820 N - 1450 E (Rt 3026),"8,327"
049-2205,3054PM,0.0000,0.5597,0.5597,Jct 600 South - SR 114 via 2050 West,"2,929"
049-1605,3056PM,0.0000,1.3008,1.3008,2200 North viaTimpview Drive (650 East) Provo,"5,993"
049-1610,3056PM,1.3008,2.1077,0.8069,3650 N (Quail Valley Dr) - 4525 North Street via Timpview Drive,894
049-3125,3058PM,0.0000,0.4573,0.4573,900 E (Rt 3020) via Temple View Dr - North Temple Dr (Rt 3031),"5,284"
049-3130,3059PM,0.0000,1.4666,1.4666,River Bottom Rd (Rt 2864) via 2200 S/2300 E - Canyon Rd (SR 198),505
049-3135,3060PM,0.0000,0.9084,0.9084,Salem Canal Rd (Rt 2870) via 100 E - SR 198,552
049-3140,3061PM,0.0000,0.9580,0.9580,Main St (SR 198) northwesterly via Volunteer Dr/630 W - 100 S (SR 115),105
049-3145,3061PM,0.9580,1.6399,0.6819,100 S (SR 115) via 630 W/Center St - Main St (SR 198),105
049-2210,3062PM,0.0000,1.2312,1.2312,Jct SR 156 - SR 6 via Center Street in Spanish Fork,"15,387"
049-3320,3062PM,1.2312,1.6537,0.4225,SR 6 via 1430 E - 400 N (SR 147),"1,010"
049-3150,3063PM,0.0000,1.1606,1.1606,2200 S (Rt 3059) via 1700 E - Canyon Rd (SR 198),505
049-3155,3064PM,0.0000,0.3620,0.3620,Center St (Rt 3061) via 300 W - 400 N (SR 147),"2,884"
049-3325,3064PM,0.3620,0.7132,0.3512,400 N (SR 147) via 300 W - 800 N (Rt 2831),"2,884"
049-3160,3065PM,0.0000,0.5418,0.5418,Canyon Rd (SR 198) via 1150 E - Center St (Rt 3062),"1,010"
049-1985,3067PM,0.0000,0.6293,0.6293,SR 198 via 600 - 400 N  Spanish Fork,"1,037"
049-1990,3067PM,0.6303,1.1604,0.5301,400 N via 600 E - Chapple Dr  Spanish Fork,"2,544"
049-3165,3069PM,0.0000,1.0670,1.0670,1430 E (Rt 3062) via 100 S - 2550 E (Rt 3035),505
049-3170,3069PM,1.0670,1.8198,0.7528,2550 E (Rt 3035) via 6800 S - 1600 W (SR 89),505
049-3175,3070PM,0.0000,0.2914,0.2914,300 W (Rt 2844) via 1600 N - Main St (Rt 2846),738
049-3180,3070PM,0.2914,0.5170,0.2256,Main St (Rt 2846) via 1600 N - 200 E,738
049-3185,3071PM,0.0000,0.8460,0.8460,1700 E (Rt 3063) westerly via 1240 S - Scenic Dr,505
049-3190,3071PM,0.8460,1.8080,0.9620,1240 S via Scenic Dr - Canyon Rd (SR 198),505
049-3195,3071PM,1.8080,2.0820,0.2740,Canyon Rd (SR 198) via 300 E - Center St (Rt 3062),505
049-3200,3071PM,2.0820,2.4384,0.3564,Center St (Rt 3062) via 300 E - 400 N (SR 147),505
049-1630,3080PM,0.0000,0.3870,0.3870,SR 89 Main Street at 400 South Springville,"15,388"
049-1635,3080PM,0.3870,1.2574,0.8704,400 East - 1300 East via 400 South Springville,"14,603"
049-3205,3082PM,0.0000,1.1564,1.1564,1200 W (Rt 2849) via Center St - Main St (SR 89),"2,997"
049-1650,3084PM,0.0000,0.9410,0.9410,SR 89 at 1500 South Springville,"8,643"
049-1655,3084PM,0.9410,1.3280,0.3870,400 South via 400 East Springville,"5,822"
049-1660,3084PM,1.3280,1.7130,0.3850,Center Street via 400 East Springville,"5,398"
049-2020,3084PM,1.7130,2.9001,1.1871,400 North via 400 East - SR 89,"4,344"
049-3210,3086PM,0.0000,0.3820,0.3820,400 W *Rt 2848) via 400 N - Main St (SR 89),"1,425"
049-3215,3086PM,0.3820,0.7700,0.3880,Main St (SR 89) via 400 N - 400 E (Rt 3084),"1,425"
049-3220,3088PM,0.0000,0.3820,0.3820,Center St (Rt 2830) via 900 E - 400 N (Rt 3090),"1,849"
049-3225,3090PM,0.0000,0.5034,0.5034,400 E (Rt 3084) via 400 N - 900 E (Rt 3088),"1,849"
051-0195,3100PM,0.0000,12.4980,12.4980,SR 40 via Currant Creek Rd - Currant Creek Res Dam,107
051-0200,3100PM,12.4980,29.4680,16.9700,Currant Creek Dam via Currant Creek Rd - Lake Creek Rd (Rt 3110),51
051-0170,3100PM,29.4680,40.6861,11.2181,Currant Creek Rd westerly via Lake Creek Rd - 6360 E (Rt 3113) Heber,340
051-0165,3100PM,40.6861,45.5750,4.8889,6360 E (Rt 3113) westerly via Lake Creek Rd - 600 E  Heber,"7,174"
051-0160,3100PM,45.5750,46.1290,0.5540,600 E westerly via Center St - SR 40 (Main St)  Heber,"7,361"
051-0355,3101PM,0.0000,0.5090,0.5090,600 W (Rt 3123) via 300 S - Main St (SR 40) Heber,505
051-0360,3101PM,0.5090,0.9673,0.4583,Main St (SR 40) via 300 S - 500 E (Rt 3112) Heber,505
051-0365,3103PM,0.0000,0.6100,0.6100,1300 S (Rt 3121) via 300 W - 600 S (Rt 3122) Heber,505
051-0370,3103PM,0.6100,1.0470,0.4370,600 S (Rt 3122) via 300 W - 100 S (SR 113) Heber,505
051-0375,3103PM,1.0470,1.5872,0.5402,100 S (SR 113) via 300 W - 500 N (Rt 2123) Heber,505
051-0380,3104PM,4.1493,4.6512,0.5019,Round Valley Ln via Main Canyon Rd - Main St (Rt 3106) Wallsburg,514
051-0300,3105PM,0.0000,0.2391,0.2391,Mill Road via 600 S - 2400 E  Heber City (Proposed),25
051-0150,3106PM,0.0000,3.6523,3.6523,SR 189 via Main Canyon Rd - Center St Wallsburg,"1,572"
051-0385,3111PM,0.8877,1.1325,0.2448,150 East via Coyote Ln - Main St (SR 40) Heber,505
051-0340,3112PM,0.0000,0.4440,0.4440,Airport Rd via Airport Rd - Daniels Rd (Rt 3118)  Daniel,544
051-0311,3112PM,0.4440,0.9872,0.5432,Daniels Rd via East Airport Rd - SR 40  Daniel,"3,635"
051-0310,3112PM,1.5860,2.0157,0.4297,1200 S via 500 E - 700 S  Heber,818
051-0235,3112PM,2.0958,2.6020,0.5062,600 S via 500 E - Center St  Heber,"1,804"
051-0236,3112PM,2.6020,3.0558,0.4538,Center St (Rt 3100) via 500 E - 500 N (Rt 3123)  Heber,753
051-0315,3113PM,0.0000,4.3643,4.3643,Mill Rd (1200 E) via 1200 S - Lake Creek Rd  Heber,640
051-0345,3114PM,0.0000,0.5175,0.5175,Daniels Rd via Center Creek Rd (2400 S) - SR 40  Heber,"1,087"
051-0240,3114PM,0.8620,3.0277,2.1657,SR 40 via Center Creek Rd - 3600 E  Heber,"4,616"
051-0243,3114PM,3.0277,4.9981,1.9704,Center Creek Rd via 3600 E - Lake Creek Rd (Rt 3100)  Heber,461
051-0185,3116PM,0.0000,1.7490,1.7490,SR 189 via 3000 S -Daniel Rd   Daniel,"1,618"
051-0190,3116PM,1.7490,3.6632,1.9142,3000 S via Daniel Rd/Little Sweden Rd - SR 40   Daniel,259
051-0245,3117PM,0.0000,0.9424,0.9424,SR 40 via 1200 S - Mill Creek Rd  Heber,"5,133"
051-0250,3118PM,0.0000,2.5833,2.5833,1500 S southerly via Daniels Rd - SR 40  Daniel,"3,724"
051-0255,3118PM,2.5833,4.8081,2.2248,SR 40 Daniel via Mill Rd (1200 E) - Center St  Heber,"4,509"
051-0256,3118PM,4.8081,6.3746,1.5665,Center St (Rt 3100) via Mill Rd/Valley Hills Dr/550 E - 500 N  Heber,"1,978"
051-0390,3119PM,0.0000,0.5033,0.5033,Little Sweden Rd (Rt 3116) via Mill Rd - 3000 S (Rt 3118) Daniel,111
051-0325,3121PM,0.7279,1.1743,0.4464,Industrial Pkwy via 1300 S - Daniels Rd (1500 S)  Heber,"1,210"
051-0260,3122PM,0.0000,1.3430,1.3430,SR 189 via Industrial Park Way/600 S - SR 40 (Main St)  Heber,"1,813"
051-0265,3122PM,1.3430,2.2987,0.9557,SR 40 (Main St) via 600 S - Mill Rd (1200 E)  Heber,"1,782"
051-0350,3123PM,0.2595,0.4530,0.1935,300 S via 600 W - SR 113 (100 S)  Heber,"1,087"
051-0270,3123PM,0.4530,1.4860,1.0330,SR 113 via 600 W/300 N/400 W/500 N - SR 40 (Main St)  Heber,"1,540"
051-0275,3123PM,1.4860,2.6303,1.1443,SR 40 via 500 N/750 E - Center St (Rt 3100)  Heber,"5,962"
051-0280,3125PM,0.0000,0.6637,0.6637,1400 W (Rt 3137) via 650 S - 600 W (Rt 3122)  Heber,"2,388"
051-0285,3126PM,0.0000,0.9840,0.9840,SR 189 westerly via 2400 S - Capersville Rd  Heber,890
051-0290,3126PM,0.9840,3.9776,2.9936,2400 S via Capersville Rd (2555 W) - SR 113  Heber,"1,735"
051-0295,3127PM,0.0000,0.8760,0.8760,SR 189 via South Field Rd - 1200 S  Heber,935
051-0395,3127PM,1.2750,1.4075,0.1325,700 W via 1200 S - Industrial Pkwy (Rt 3122)  Heber,935
051-0330,3129PM,0.0000,1.1329,1.1329,SR 319 via Jordanelle Blvd - Alpine Ave,592
051-0331,3129PM,4.5766,5.1671,0.5905,Alexis Dr via Jordanelle Pkwy - SR 248,120
051-0175,3130PM,0.0000,1.3664,1.3664,SR 222 (Homestead Dr) via Cari Ln - River Rd (Rt 3134)  Midway,"3,825"
051-0180,3130PM,1.3664,4.3351,2.9687,River Rd (Rt 3134)  Midway via River Rd - SR 40,"5,711"
051-0335,3131PM,0.0000,3.7186,3.7186,SR 248 via Longview Dr - SR 248  Hideout,541
051-0400,3133PM,0.0000,0.9063,0.9063,700 W via 1200 S - Industrial Pkwy (Rt 3122) Heber,"1,072"
051-0405,3134PM,0.0000,1.1612,1.1612,Charleston Rd (SR 113) via 2400 S - Casperville Rd (Rt 3126) Charleston,"1,058"
051-0410,3135PM,0.0000,1.1595,1.1595,Main St SR 113 via River Rd - Burgi Ln (Rt 3130) Midway,505
